,uri,genres
2054,spotify:track:7sfMjwBcAatrNH46rn1YsK,yacht rock
2055,spotify:track:1ZhrREyOOeFV6TxDOyiPwu,album rock
2056,spotify:track:3VJywiUdJkB01mNFKwZExY,
2057,spotify:track:37RqEET1SYQaAcHDxDQLZY,album rock
2058,spotify:track:2xiOdusRnZezQok1RgLNeS,disco
2059,spotify:track:0nmfRjxDxOhs2CggxvGPHS,baroque pop
2060,spotify:track:5srIS7z7WrB6Byx8iQf4I5,chanson quebecois
2061,spotify:track:5OARsfcCBM8XTBtUaeVtfm,adult standards
2062,spotify:track:0XQxZZIgdcXBaxgL7zMKpK,disco
2063,spotify:track:5Eq0mobXSnyWu1dpE6lSdY,album rock
2064,spotify:track:7uhOlFq30tYkUZ70JwbRre,jazz funk
2065,spotify:track:4XRkQloZFcRrCONN7ZQ49Y,afrofuturism
2066,spotify:track:1QYxwF7NGCoKYHuHq7OomX,classic cantopop
2067,spotify:track:3Is0Nnz59rzbNZE491URlY,disco
2068,spotify:track:5uuJruktM9fMdN9Va0DUMl,disco
2069,spotify:track:1hR3TNe1neCWRQatSVOFfX,hammond organ
2070,spotify:track:0nlZjTPzW6S9JIESuGfImT,classic rock
2071,spotify:track:5NqIHUcwfBDpc1rgTxKvyG,
2072,spotify:track:1ksayCHVLH4eKFm43GFokU,album rock
2073,spotify:track:6lrQo6KAYvb92MGk6ZuZlt,album rock
2074,spotify:track:2micgwPMqUwkrAshOEl1w8,disco
2075,spotify:track:4xD56SWGimXYfGAsELdfHz,
2076,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,album rock
2077,spotify:track:2oRn0QuaWQ1hragGQ7XZ9s,adult standards
2078,spotify:track:2dtK02TSAuTvVYU2wGAVG0,soft rock
2079,spotify:track:5dFoWIiJ2814hRwMYDcFiU,album rock
2080,spotify:track:0IyaUK4bo54AnnNVhS9RSW,country rock
2081,spotify:track:67J6NR2Tdl0h2epWHcCBBN,disco
2082,spotify:track:3OPBc7UI8897LoM4KsTPT2,album rock
2083,spotify:track:36xGoKtVwHcaoyShOZ5jRB,
2084,spotify:track:536L9C0N7vhYdibCJx3cI2,canadian country
2085,spotify:track:15kIT2UrJ9t5edUlE8aQbG,disco
2086,spotify:track:3NRiJ7XFMALvrXXB1oRBFO,mellow gold
2087,spotify:track:10LRRKPmx8uHcSxLVWK0ct,mellow gold
2088,spotify:track:4sUlsy0tPv9n5nqrqeA0lE,album rock
2089,spotify:track:60ijzJRo70XLwAEaX6y0eZ,adult standards
2090,spotify:track:0qqRwBkq7oWv6QnIRLfQKe,album rock
2091,spotify:track:6DOsgVZ6NbKBySbegACJHK,
2092,spotify:track:3gO8JJElqnMvckLjdCgzFc,
2093,spotify:track:13Mzsb8VzRSZ5w3pM48cn6,classic soul
2094,spotify:track:2JurHS80N98Yt3CdIBYz9M,
2095,spotify:track:1QEEqeFIZktqIpPI4jSVSF,album rock
2096,spotify:track:4iiLzvbh0bXMnomiB6DIuk,country rock
2097,spotify:track:4XJhR31yvvrJl99caa0Xpj,mellow gold
2098,spotify:track:6gTrbqZnyljwXdYQTyBkSx,mellow gold
2099,spotify:track:6XfxmT5QNCXvpZA6PKfWVL,glam rock
2100,spotify:track:687YZan9Gol1UVvbpUSO6Y,motown
2101,spotify:track:2pbWkjtGtjkzBdZ95GFINm,classic soul
2102,spotify:track:5gQCUf4lfy6GpuhdPzxQ6B,classic soul
2103,spotify:track:7N25xNY1ap5wrSKzlbXd0B,adult standards
2104,spotify:track:14IKLtPlsqWL077svIJYey,canadian singer-songwriter
2105,spotify:track:7ruBvHnx8VbQef58xC4FfG,classic soul
2106,spotify:track:1J5LngB0ui8GoQvHqxRJFf,album rock
2107,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp,album rock
2108,spotify:track:3lJwMYfT8qPW3KvISZPQK5,disco
2109,spotify:track:0uSrLvAGZPVkO2DgCj6DfC,
2110,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,album rock
2111,spotify:track:7kNNylJ1kswWbHeRM6UDuE,album rock
2112,spotify:track:4OdhWe5GZTkwAuNXLQZImM,disco
2113,spotify:track:4JfuiOWlWCkjP6OKurHjSn,album rock
2114,spotify:track:1aRncYBtdizYoVKcSt8oaY,folk rock
2115,spotify:track:5QMzJ1D9r2hxp0LGWPUtVv,
2116,spotify:track:3e0FzZjTXOUtiJGSClOBrI,album rock
2117,spotify:track:5XWmnuSMexMy6WRYz5rSfq,adult standards
2118,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,album rock
2119,spotify:track:0GjEhVFGZW8afUYGChu3Rr,europop
2120,spotify:track:7MTX3vevnm41xuEoPxWT3j,art rock
2121,spotify:track:07GvNcU1WdyZJq3XxP0kZa,album rock
2122,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,album rock
2123,spotify:track:0M4IiNtcu6Ed0F1rY1Imzp,disco
2124,spotify:track:4RL4cG2Ob0ecRi42Ve26O2,disco
2125,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,album rock
2126,spotify:track:06xeZX7ggFXoYoP6tHIycX,
2127,spotify:track:7kv7zBjMtVf0eIJle2VZxn,adult standards
2128,spotify:track:40riOy7x9W7GXjyGp4pjAv,album rock
2129,spotify:track:5mpzCj9l1pYsL4XOXiea84,album rock
2130,spotify:track:4DMKwE2E2iYDKY01C335Uw,album rock
2131,spotify:track:3rsU41myYJwlHNASyuP5es,album rock
2132,spotify:track:6dPkTSUvQGUh705sLQ13HC,memphis soul
2133,spotify:track:2XKMIB0VzXF22pJpBKV6xn,
2134,spotify:track:2TcwEYyydQuEMJwdmSgVLD,mellow gold
2135,spotify:track:4pNiE4LCVV74vfIBaUHm1b,motown
2136,spotify:track:7bebPHWKrBIbxFy4Z092Zu,
2137,spotify:track:1rff5WJrSljfCLYFoXkDiT,classic soul
2138,spotify:track:2NtqZmfRIDkXJ2YvY2Kv1F,classic rock
2139,spotify:track:38QbqGXDKkIUzI5Yzwhzcw,
2140,spotify:track:7ohR0qPH6f2Vuj2pUNanJG,classic soul
2141,spotify:track:1rn2xCVnu5oIGFYUih6ubB,
2142,spotify:track:0ofHAoxe9vBkTCp2UQIavz,album rock
2143,spotify:track:5dulYd9AKIprMoF837OTDb,theme
2144,spotify:track:15ADURMdkO25JGD5mIcodM,classic country pop
2145,spotify:track:6wGMLoEqD2k3RBXFHD0yUp,underground power pop
2146,spotify:track:36xEjbl8DtevPJgw6i9IuY,album rock
2147,spotify:track:07QeqzdAvYO5yvG3RnLFIN,
2148,spotify:track:1qOwgAjki5VN0G2kXEUCLG,
2149,spotify:track:0xTY7Tld4DRxqUhxdw7bZW,album rock
2150,spotify:track:0BTjoeNHz0mSjXCZO4hzad,bubblegum pop
2151,spotify:track:3QqO9FxVrikwo7kS5ls3kQ,adult standards
2152,spotify:track:5EdlwzcgIAYs2HGvOnczPN,disco
2153,spotify:track:68L9oWTW88QyVIyDJEjCfF,
2154,spotify:track:4EEjMyQub6tgFVshlM9j1M,
2155,spotify:track:7u2FvRYl39hmNHklBlsjkm,adult standards
2156,spotify:track:59bUi0KCIOeZmrGlYp6QXD,pop
2157,spotify:track:5Ccx6DcIvnlQicMujqtqBf,
2158,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,chicago soul
2159,spotify:track:39iKJpLPhsDTOzH2lXliWF,adult standards
2160,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,adult standards
2161,spotify:track:6SMR0XI8a1D6gEpMTIju2y,soft rock
2162,spotify:track:5k68ZFktJA3JlRfenOJA9y,album rock
2163,spotify:track:27sRD90Y427r2FAENUnsdf,bubblegum pop
2164,spotify:track:4dAN7KcWCWx5jV6dpwtfvN,album rock
2165,spotify:track:70aUjWZmd9F3bRSsR4DwAJ,classic rock
2166,spotify:track:4kxDa9niTJIyh89afKjpCR,classic soul
2167,spotify:track:3yv7994DWTEk3ihwy75YBQ,houston rap
2168,spotify:track:00kvKlIvfzQLSi6T2zwXuS,disco
2169,spotify:track:3SPcBPzvbmWLl8NU5efx4W,album rock
2170,spotify:track:62obgbkuUt75nDIiIcLI4T,yacht rock
2171,spotify:track:7g44jlchTGxczJBf5feK3L,british orchestra
2172,spotify:track:4KfSdst7rW39C0sfhArdrz,album rock
2173,spotify:track:7vidktgNZFQylTgH1GEnMs,album rock
2174,spotify:track:0YWUf0FuvbOvAlrOAVaH8S,disco
2175,spotify:track:4MVA30NmvNtpbDon1ZG7mk,
2176,spotify:track:3dFR132gzO8jxD57R2gid3,bubblegum pop
2177,spotify:track:6HmrvuWeY8zAvS8BIwGL4m,classic rock
2178,spotify:track:0VZ8HejqjGgKtotIvBfvd9,bubblegum pop
2179,spotify:track:4NTSDu34al733aIuUWVJHo,brit funk
2180,spotify:track:5VJjhHyG8NZ5xdgG6uTb3P,adult standards
2181,spotify:track:0Vth3l4XAo8hNYmxjzhr2y,soft rock
2182,spotify:track:3ARNUtmd0qaWCDgLHBLjom,bubblegum pop
2183,spotify:track:7B7lf3sIze5VR2WuYttn18,adult standards
2184,spotify:track:3QXNBUYJX2aekx6mHQ14GZ,disco
2185,spotify:track:0DJgfFQjPIEIbDvHAitMBX,irish country
2186,spotify:track:11dAtktxQQzipxuLqljEfY,album rock
2187,spotify:track:2dVtSjLhcR2JVW2DqSBFTy,classic uk pop
2188,spotify:track:7JXTwsADXzDspax37xnzTA,classic rock
2189,spotify:track:2u8DFrCzgVuviSHB6RCEIO,country rock
2190,spotify:track:3zxklD2EGecZre9MjEEvIU,country rock
2191,spotify:track:6AZyiAl6mr3Jcp6AlmiQwF,country rock
2192,spotify:track:1eeySrWP5X7hsbfyc3PPge,disco
2193,spotify:track:28H3wOEKsaEa8NBEYCLl4j,album rock
2194,spotify:track:2eRYuzlSOBk3HlMsCSOLPJ,soft rock
2195,spotify:track:6H7nDglS6xWpRidbhMwI2L,classic country pop
2196,spotify:track:478thMMvYGris8eJPcDRoq,soft rock
2197,spotify:track:0zb2kpEQMnqJPiLACKMiFM,classic rock
2198,spotify:track:0inlixqQpYphAQY7K38NAZ,bubblegum pop
2199,spotify:track:0PsbWiVtix5FoTZ1s00mEl,album rock
2200,spotify:track:7CfCUjAZFndcpAWLogl9J3,motown
2201,spotify:track:7ccI9cStQbQdystvc6TvxD,classic rock
2202,spotify:track:2SA7C7lBySq0m2fHlbPSZv,bubblegum pop
2203,spotify:track:5ubvP9oKmxLUVq506fgLhk,disco
2204,spotify:track:53yBKCc5S7u8zzutqepkiT,movie tunes
2205,spotify:track:5WdF8jm3hBNi1t9qlqdjsE,disco
2206,spotify:track:49MHCPzvMLXhRjDantBMVH,album rock
2207,spotify:track:1nAexCn3dPoFSmE7h6P5S7,soft rock
2208,spotify:track:1TSehAcbBAcmZlSNMjmf6U,
2209,spotify:track:1SwyDb5qUcLjukFqSCRqxy,disco
2210,spotify:track:1Pd1h30mgU05QkWYhgFzwt,album rock
2211,spotify:track:0KDc8l4VNTu6OkMYK9D7HC,disco
2212,spotify:track:0qemIQjSxcKyf42VPfZnfa,disco
2213,spotify:track:6io0LJIP9ntX35hTfaxwQG,album rock
2214,spotify:track:08kvJTpcthAvvvW0BAcGHN,soft rock
2215,spotify:track:2MaLglXXcouyoh03rUROQ2,album rock
2216,spotify:track:3ZJa01R0fjFzGZJEzpO3Cn,orchestral soundtrack
2217,spotify:track:5grNTCgsIUzKajFsgP6fvh,europop
2218,spotify:track:0uZs7p6cbEUNwGMdfNj9Kk,album rock
2219,spotify:track:7nsgGva8T4HkR2hVmWY1SU,
2220,spotify:track:0QjPiq9Wka9I1b4uzWETYI,disco
2221,spotify:track:6zeE5tKyr8Nu882DQhhSQI,album rock
2222,spotify:track:3FkQN4NyCFlfn7fWzBkWCj,yacht rock
2223,spotify:track:5KDT5BDSmomPMe2AXuGInR,yacht rock
2224,spotify:track:4sG2lkGzzYu7CAT0Z2V8Vu,adult standards
2225,spotify:track:4o9Y7Gj0CnZoHqOrgvU9dJ,adult standards
2226,spotify:track:4OLRw2NSxCyNkfCs8Uwvwg,soft rock
2227,spotify:track:6aqm56xP40foYBBtAWWrnY,album rock
2228,spotify:track:0wLpW3AwfNicWHef8joJLb,album rock
2229,spotify:track:23jNwwtRqBSujsMT41gODf,adult standards
2230,spotify:track:0VhLbnbyIALi1OxXMCQFhU,
2231,spotify:track:3ssnFwx5lu6qxhLBR0vutB,album rock
2232,spotify:track:3qxBN4nWvSDibXmEq5of9E,album rock
2233,spotify:track:2M7EflZCPCqqRLB9hy5MDy,jazz trumpet
2234,spotify:track:3unwRUV5qbjMmH3NJtaODy,disco
2235,spotify:track:7bET0DUAs59D6BsbdTqXuw,disco
2236,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,art rock
2237,spotify:track:6koOUYxN50vAktUajfZY51,europop
2238,spotify:track:2oFxITGDiTZ1JRwP8yinRt,jazz funk
2239,spotify:track:5BckPAYcKEJuYs1eV1BHHe,europop
2240,spotify:track:0WEbxRkrGvgDQ5eBm6iH8n,soft rock
2241,spotify:track:5ZYvcJ04ccUw2Matbnmu0U,album rock
2242,spotify:track:58gcsPyG1xsD4uNtDiMC4c,album rock
2243,spotify:track:2mKJOxhHIcQjr14YpmW2aj,
2244,spotify:track:3ptTr5IwiVaLcRDqfIypMs,brit funk
2245,spotify:track:7AmJATXFg6Mj2grzZXkqq2,classic soul
2246,spotify:track:1Ryxsiacu8pUXIMCVnIQ8J,album rock
2247,spotify:track:3hJLKtTpgct9Y9wKww0BiR,album rock
2248,spotify:track:3pErM4EiWKf3k8KU3jjbXn,classic rock
2249,spotify:track:2ph0hzV1kCVhR82E2La4q5,album rock
2250,spotify:track:1cAHI9tJN6oHMdG4ghlQKY,
2251,spotify:track:29RcVe2M9l8rHyWHffBmjf,adult standards
2252,spotify:track:4ztwMHfPZhPoruZdBbgriM,adult standards
2253,spotify:track:5Vrczz39CvlD3OGCa6utoA,adult standards
2254,spotify:track:6xMHglHoafdDFGXS6qfwSH,album rock
2255,spotify:track:2LqzuRukwnpeWYLXBtiwmq,soft rock
2256,spotify:track:1Fk6KB9H0oZ2rYKFRDrhQm,
2257,spotify:track:5FMXrphygZ4z3gVDHGWxgl,adult standards
2258,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,album rock
2259,spotify:track:1y7WvkMyhfW3TFEgPNxkdo,
2260,spotify:track:5Nb5v49qqtsu4fqD90Zfyv,album rock
2261,spotify:track:07NrCEN3egNvw8td2LxqJO,boogie
2262,spotify:track:5BUq9bdtsm3LWw5laJeJ4R,adult standards
2263,spotify:track:3FGcQkWQlkeB82RdZwlw8V,yacht rock
2264,spotify:track:30IpEYZRHYmS8yZyMM5aYK,disco
2265,spotify:track:2AVkArcfALVk2X8sfPRzya,hollywood
2266,spotify:track:6KlnQC66NiJTdO88aL62SF,classic soul
2267,spotify:track:4vGQNeWAh2WKPYsqhp5wSg,disco
2268,spotify:track:4F1DV1FrB68LNpmlvQs01N,classic canadian rock
2269,spotify:track:5WETcM1akBoqHuAnLjXWw0,
2270,spotify:track:0UHiH4dy1hXULYl8CgNxRV,soft rock
2271,spotify:track:3c4OULLWwgRqBfA2dJtRuY,australian dance
2272,spotify:track:7i3xpu7SFWvzhGa9AZyySR,album rock
2273,spotify:track:5d4E1hgkLyb7sXr5J3InnM,adult standards
2274,spotify:track:5NCY3uTCovd93aqwbodUhm,album rock
2275,spotify:track:5VbePtZp1at8gH990zVyTI,album rock
2276,spotify:track:2Xb6wJYGi0QXwURw5WWvI5,art rock
2277,spotify:track:2mxByJWOajjiVsLWjNXvDJ,beatlesque
2278,spotify:track:42tYHqMxXxXHAAWqLaoOfQ,adult standards
2279,spotify:track:0fsj3HxzBHev6EJ7OLFE3r,album rock
2280,spotify:track:3GVhCuS4BRxCTvVj4Cmc8w,soft rock
2281,spotify:track:77oU2rjC5XbjQfNe3bD6so,album rock
2282,spotify:track:21IypW8aMJ2iUhzrXe3hKO,deep disco
2283,spotify:track:1tVtuTj5UXk4o3lpdpiF72,mellow gold
2284,spotify:track:3Y6cMcPEOylYZKQGgrjblU,adult standards
2285,spotify:track:23IJ5wLRhEZ9DOuia5mPiZ,album rock
2286,spotify:track:6c0G8K6G2LlIfJTsRLJjfs,disco
2287,spotify:track:7Kszjzps0xbQXyo1pO4KfE,disco
2288,spotify:track:7qmqeHzgNQTOnl1NUgRFO4,adult standards
2289,spotify:track:5ljGmNLjvQZm2hw8cDJXNJ,classic canadian rock
2290,spotify:track:5zVKisBri6JH1fooBhUaVq,art rock
2291,spotify:track:4ZoBC5MhSEzuknIgAkBaoT,album rock
2292,spotify:track:4M0m4FUdc4wD2guhUHogLF,country rock
2293,spotify:track:1RsxUuB1Q5OdseLpHMBkEN,disco
2294,spotify:track:7rUJeKMV1KW64EBcwHYJ5P,country rock
2295,spotify:track:6T5GTy1l6dRmagqpNPjdoc,disco
2296,spotify:track:69kBU36OR6j8apeZhQIPcu,album rock
2297,spotify:track:4aVuWgvD0X63hcOCnZtNFA,album rock
2298,spotify:track:4YOJFyjqh8eAcbKFfv88mV,disco
2299,spotify:track:4FLEKG82bHeT2olTM8E2Fy,country rock
2300,spotify:track:5suRrn5N4HNeRXOpBTdmZt,
2301,spotify:track:0spN4UlSI0X6YSYCWpSzgz,album rock
2302,spotify:track:2g5egJm0qwJPKgpblzIHlI,adult standards
2303,spotify:track:3kOYftnm2pC6T5sAGqocMm,jam band
2304,spotify:track:2grjqo0Frpf2okIBiifQKs,disco
2305,spotify:track:4z7maGZkAonDlXlwo8q69f,mellow gold
2306,spotify:track:65lHwG8JFJs67PnOUhCYPq,disco
2307,spotify:track:5MXXbGYNmRHR7ULMvZYo5R,disco
2308,spotify:track:7cv28LXcjAC3GsXbUvXKbX,disco
2309,spotify:track:2bS2tETCzUmjALnXEvhOGo,yacht rock
2310,spotify:track:3PAyW4dkGxnWJNWzKNVWf5,adult standards
2311,spotify:track:3kovBaZ1LGLH1PL31qG7cL,bubblegum pop
2312,spotify:track:1BvpeiApX8qhof8Pmi3YlH,glam metal
2313,spotify:track:58r4JuwHhXLAkttkaUZfLw,disco
2314,spotify:track:5xTtaWoae3wi06K5WfVUUH,pop
2315,spotify:track:6UXXeFqMBGiqjkzQzkMT3E,disco
2316,spotify:track:1xaTREM89RbIxkcjlpf4Uw,madchester
2317,spotify:track:5o89Bf80t8ko3uNXJkYoVs,classic soul
2318,spotify:track:2yBVeksU2EtrPJbTu4ZslK,album rock
2319,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,album rock
2320,spotify:track:5LXjvW4Lpsm2oKseDHuZBX,classic uk pop
2321,spotify:track:6Dk5fHTvH897XrVzCO64Mx,yacht rock
2322,spotify:track:5NdzToomqRRxNSR0F0nUHg,
2323,spotify:track:6120uJUyg6QDzaAJUosTx5,disco
2324,spotify:track:4v2rkl1mC3zVAz0nXMx9r4,candy pop
2325,spotify:track:23TrwDkYnBPea6i6FPd6Wd,album rock
2326,spotify:track:2Pzhx26KqgTTKnko0uC7F7,classic uk pop
2327,spotify:track:6aBiU9lFd3BhtggI7aeqBI,adult standards
2328,spotify:track:7ooheiWgbyNtGOBTPbjNoq,disco
2329,spotify:track:7wbPfd2mXbStoZZSnHNd2V,classic soul
2330,spotify:track:6jV3XfTAP1S3SMChxJ2kJh,disco
2331,spotify:track:5AD7iwvIzbiABVsMndAmez,album rock
2332,spotify:track:3YWTp4Ap4sZNIyFkP0a0rx,dance pop
2333,spotify:track:5WwRKYnVy9dekqXAGPbAvU,disco
2334,spotify:track:26QORAYrHVWk6Pn6ELkzvn,disco
2335,spotify:track:2jto2mk883akXynLqkdung,mellow gold
2336,spotify:track:16MgdubrvyqjCNFDxf2GOj,soft rock
2337,spotify:track:73V1mhbDb7K0lqlHB82iN5,disco
2338,spotify:track:2zMJN9JvDlvGP4jB03l1Bz,adult standards
2339,spotify:track:5IKLwqBQG6KU6MP2zP80Nu,disco
2340,spotify:track:55wl56WlKI85UBNZoFxe9P,
2341,spotify:track:7GK2KVYH8FrTC9zehmjVMd,disco
2342,spotify:track:6mHOcVtsHLMuesJkswc0GZ,album rock
2343,spotify:track:3F1MiFu5a1Y3Z9dQZhLTAo,folk
2344,spotify:track:5ggOAMsJCAYDHnyoqJ0xAD,classic country pop
2345,spotify:track:6Wu8O1Nyy41SbTwoSWQJs2,adult standards
2346,spotify:track:4aVowfVhlyNUgHYqXbK8Ev,classic soul
2347,spotify:track:71GMl3Q7U4JnrTqI9kfcoN,album rock
2348,spotify:track:3BCMsz55asr7Yr6DqB9N8D,bubblegum pop
2349,spotify:track:1ibRqifchaAfeNdQGpbRVW,adult standards
2350,spotify:track:6Zlfef97wSpjcitqPXZWcj,disco
2351,spotify:track:035Ag6mdG1EWFZvgdnK8lK,
2352,spotify:track:1JkZg3eMQTmTn93E8Yd3UL,album rock
2353,spotify:track:5PCBKeKNT9DAmsE7alon1M,
2354,spotify:track:5X6HkkTe8mUwkHo3Lccr6E,album rock
2355,spotify:track:2wYKNcoqKW4IEcllj42xz1,disco
2356,spotify:track:2g5jMKl1csCP8Ufp1rUnqC,adult standards
2357,spotify:track:1HOMkjp0nHMaTnfAkslCQj,album rock
2358,spotify:track:1UiKUFbCfgbVjwY8W657Pv,country rock
2359,spotify:track:5vIvHVCP0n6EXTMH0fOpAp,yacht rock
2360,spotify:track:3LIGS2KScSoi6O7XT0NQRv,glam rock
2361,spotify:track:07q0QVgO56EorrSGHC48y3,glam rock
2362,spotify:track:0xHhU94eS601owyW72lwXm,
2363,spotify:track:3cfnGXJ9bmiWvFqEO6ff8B,disco
2364,spotify:track:2SZnbLJrCc5R6nab71nGFZ,
2365,spotify:track:383Xl5QTigwj3QiA3Qc6S7,album rock
2366,spotify:track:6RXlKsUmQgykm0Qt9DANwF,classic uk pop
2367,spotify:track:3w3rLh6wmne91BS2rwgcog,
2368,spotify:track:5t7N6udKLqXC1CU1tTSJZ1,adult standards
2369,spotify:track:0EOTFIX60ua9qt8pel84tA,album rock
2370,spotify:track:2XMjijS8aVAP1ztyNpVEy8,adult standards
2371,spotify:track:2t3qeL7qBKgN0SC76FF9y5,classic country pop
2372,spotify:track:43G3McVkRa8V7oGQzfQuRr,album rock
2373,spotify:track:67oyFnjJnn78fZP9KjeZx0,album rock
2374,spotify:track:1IeqrNMUf8wA0AwnTJfxzI,
2375,spotify:track:1TsmHRIXvMTLP7Vu53XsUV,jazz trumpet
2376,spotify:track:0FBeVAGy58YREuZK2rpRVm,synthpop
2377,spotify:track:1OklMjfep4iBgVgVA67jvz,adult standards
2378,spotify:track:7D5ycpIrqwGNTQFKmzhDIg,power pop
2379,spotify:track:4KBLF8z7Hv7RIHjetaTCfD,
2380,spotify:track:3msL0fNKJ1Ej9SEcbsCLcM,album rock
2381,spotify:track:0NJ2bXPlMzP7MIz2Bmr7g3,classic uk pop
2382,spotify:track:2bzgKuK3pVez40qUvo8sYr,album rock
2383,spotify:track:2LdtluFBgL8cuSo9nkvJ57,adult standards
2384,spotify:track:5W7YROOF6bFfBexY81LFjt,album rock
2385,spotify:track:1wSPm3y4Lk6ABkVxCmwkZx,adult standards
2386,spotify:track:0iINibMKtoS8duvexsqnm5,album rock
2387,spotify:track:6SFeCisbYSqaQwL9hucoF2,classic country pop
2388,spotify:track:6dw6BquK0Mv72p6HpusqKN,disco
2389,spotify:track:426i8hiYTwwlImNaluBb9C,album rock
2390,spotify:track:6lOF261K1uiPZgKtureE90,adult standards
2391,spotify:track:2xpvmhp8j0UL9mCEqB1U0L,album rock
2392,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,yacht rock
2393,spotify:track:3GcHkmz4horYIEPYvdB0xF,motown
2394,spotify:track:1bwBJsXuetTLgDM6JeqAqt,
2395,spotify:track:0m4jVVZrsv0bLkAr1uM6UG,mellow gold
2396,spotify:track:0v0XYK0pLgsPiq5u4FKHaw,album rock
2397,spotify:track:73vzOFFjJn4LUGUL9jhH4i,adult standards
