,uri,genres
1392,spotify:track:1CAO7hiNOxJRPW4nFv2aRO,album rock
1393,spotify:track:45oZ12ruy9nRzmLwxiRd0s,memphis soul
1394,spotify:track:1d3nxjsN3bBl4bP2UPuVl8,bubblegum pop
1395,spotify:track:1d9hUvkv64Wmdu671Dydpc,psychedelic rock
1396,spotify:track:0YgoNapnyIXuruBrzvoCSu,beach music
1397,spotify:track:7qBjm1X2zPcCZ3vpSMj7YO,folk
1398,spotify:track:0SolModrdnbWok9RG9JlEK,novelty
1399,spotify:track:2ZssT3XEX1cObqahy9YrQM,epicore
1400,spotify:track:50q2aUjWoTn6CJIfSPRJQA,adult standards
1401,spotify:track:58uiNKZ1w4B89gHRfRLeJJ,bubblegum pop
1402,spotify:track:7wWw7hBmErNg9u5w6Xx0vy,folk rock
1403,spotify:track:2eF8pWbiivYsYRpbntYsnc,motown
1404,spotify:track:7AA8axgnW6Nc9j5d5jPbig,british blues
1405,spotify:track:5OXATqrGVPG49BjEIY6yyM,
1406,spotify:track:4ZEEcEMGjkWOfZNBcIB9yE,classic soul
1407,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,british blues
1408,spotify:track:0DIF85F0ZDQLTUfFn8NJxM,adult standards
1409,spotify:track:41ytOd3Kz41Nu9hPRfHjvD,album rock
1410,spotify:track:1uRpWRjK9R3rDQ6WSR2xv9,funk
1411,spotify:track:2m0Qv14S2zsLPqhcJKKxWz,
1412,spotify:track:7GqIDx2QVGOpd4r1fZaUUW,album rock
1413,spotify:track:5vk9PL1tTyWrQY3TqRq2Rg,soul
1414,spotify:track:5QQOXL6qvhobRG7zfjQCXW,classic soul
1415,spotify:track:7bQ9UUYziiOnhukd3i9C8v,
1416,spotify:track:41Al942aUUeiSFlIsiWRa2,bubblegum pop
1417,spotify:track:26BpoFfXMCt0iX4daD6U9O,album rock
1418,spotify:track:5pkd9ib1RgbkAd1R9bIOCa,adult standards
1419,spotify:track:1QdrUOQkbXJbpNqOKgJpq5,
1420,spotify:track:1gcESexgftSuLuML57Y69q,album rock
1421,spotify:track:7s2orxqJ8qE0aG3Ngvct3C,bubblegum pop
1422,spotify:track:4ny0oELEssJsXNQDxpWWLI,adult standards
1423,spotify:track:18bZGZU0wZ2lV1SEDoXqqr,blues rock
1424,spotify:track:2ik5qJAcmrjbpON5QPxmRr,adult standards
1425,spotify:track:4ZKgPZ9d4V5WW6H2s4qMD3,album rock
1426,spotify:track:4pW3aTX3kAmOaPJfc9UM12,
1427,spotify:track:1l1YTy9nJ0trwhsCGcimly,classic soul
1428,spotify:track:1oht5GevPN9t1T3kG1m1GO,classic rock
1429,spotify:track:1zgV5ZYh7uYJXbK7yjuyj8,northern soul
1430,spotify:track:6s8sTbi67WgthUAw4u4pLm,deep underground hip hop
1431,spotify:track:5CXIWgBcyg4qpHIrcOF1da,folk rock
1432,spotify:track:3mpDtgdYvgncMEwU3s4d0f,classic soul
1433,spotify:track:4Dq749x2QP6OXTURJ9GGY8,classic soul
1434,spotify:track:6TBUBqz21JmF2hkeRbnwme,
1435,spotify:track:5feUxmo1qphxusEo1N9GRt,classic soul
1436,spotify:track:1txNotaGMAx0ihqiOHDVan,bubblegum pop
1437,spotify:track:41WWlhyhixPIVs7s8SYdyB,adult standards
1438,spotify:track:0zK545STj6P7qbFSpCK9pp,album rock
1439,spotify:track:06n4xlUyRu88SKeQW1veOa,motown
1440,spotify:track:51krF0CyHT5AEuh81K0t0z,album rock
1441,spotify:track:7HVLE4CWBQjQi3Vyiz0fbe,album rock
1442,spotify:track:32K61QzaFuPzsAQRd2a4OV,
1443,spotify:track:5eieTS268veCXyZoLoy7eP,adult standards
1444,spotify:track:4YMQXzscifAREG0a7KNGhB,blues rock
1445,spotify:track:6Q6YqGj1Ku1CUGHWSFwSHY,album rock
1446,spotify:track:03IOfDZjjJNG8lDrpEB0ZS,adult standards
1447,spotify:track:7uLKyipL5WfndsHMRSGEUS,disco
1448,spotify:track:5P04XSoLl5FT2Ma5xbgjle,adult standards
1449,spotify:track:1sG3M0yjIYweejCR9Amyh6,southern soul
1450,spotify:track:43qhyYc23jLct4VYPF8RrJ,adult standards
1451,spotify:track:04BxZz70D5N4Dhl8BTx3Ak,anime
1452,spotify:track:44BmNSqH9uZV5OfIjGcER3,classic soul
1453,spotify:track:0eti3iRdEgUxwcIcN2N9DY,classic rock
1454,spotify:track:50UoJUrslRVqG0cg6uboyn,adult standards
1455,spotify:track:5YwgJ6lpZ3SiAQwBEpjqey,classic country pop
1456,spotify:track:6SGIfyXBjvwCvVumbuI44k,british blues
1457,spotify:track:38zsOOcu31XbbYj9BIPUF1,glam rock
1458,spotify:track:3FWqBK4ZKpAdffVPvPFJjB,classic soul
1459,spotify:track:6UWyHvsLmA1sRv1wwJORM2,adult standards
1460,spotify:track:3NNkJwiHucP5QyUEAIMXra,classic rock
1461,spotify:track:3cq6mwsjgygbwRIi9wVPGv,country rock
1462,spotify:track:6AofHpir5OYpx9EroXoBKz,motown
1463,spotify:track:1IqFh00G2kvvMm8pRMpehA,album rock
1464,spotify:track:39Bd345OWEhRNyfayhp9gv,memphis soul
1465,spotify:track:57ct8jKi6trntXiRV0NnXi,canadian country
1466,spotify:track:5JnHzjo25FY1fMQMQVOawB,adult standards
1467,spotify:track:5llfFWv1tH61nENrsjg3KZ,adult standards
1468,spotify:track:7zVZF0OgDJkFJohnlKwEpa,classic country pop
1469,spotify:track:2MtvFTVy5qjzKe6ytzfcBv,
1470,spotify:track:4ppxp8rJB8eOhM9TFm6dK2,classic soul
1471,spotify:track:0zH63dNKyJBCxWROIVODnU,adult standards
1472,spotify:track:3Um9toULmYFGCpvaIPFw7l,classic soul
1473,spotify:track:2ymeOsYijJz09LfKw3yM2x,album rock
1474,spotify:track:5NU6nNizcd38J1xJi1tGXE,country rock
1475,spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,british folk
1476,spotify:track:2XWmbwp9FBAaFcSE9BLQzc,classic country pop
1477,spotify:track:45FLu3nL1iMYXYPzhqLdko,adult standards
1478,spotify:track:44fw7RulJyj7dGIi9qR86N,album rock
1479,spotify:track:5RHf8SmHRWbF3oywpXaQ2i,motown
1480,spotify:track:7fwa5I8SycGBpw2jOZ0L7m,
1481,spotify:track:40W8Mm9t3ZO1iNQlls35lL,folk rock
1482,spotify:track:7vNUGMKj2DSPqqGWYKE7fW,classic canadian rock
1483,spotify:track:7JjuJmhlgOXYcsTP2MXZpC,novelty
1484,spotify:track:6a0AGYos2HgtQNgMeDqEfC,soft rock
1485,spotify:track:7dTFUnfqXMqK3Qu0TjIIHC,beatlesque
1486,spotify:track:3MFFDRC4wTN9JNGtzXsZlN,acid rock
1487,spotify:track:61UuPxxYUvacEH6SHIK3sU,album rock
1488,spotify:track:6P6hY9sH5gKxDxrjXKs3q8,karaoke
1489,spotify:track:4RFqi5JQduiSlRZCVlUDGH,beatlesque
1490,spotify:track:5cbZDpFu1hTwaU7hDQpf13,adult standards
1491,spotify:track:12jhJVDLQlyINMabPJ3IWB,bubblegum pop
1492,spotify:track:21Vlf32hR31VMWbIUvCUeW,glam punk
1493,spotify:track:0IGtmdyJSaminFfOyF8dfG,adult standards
1494,spotify:track:1Hohk6AufHZOrrhMXZppax,pop
1495,spotify:track:75t6tcHkZDFKLKJwjXFMtq,classic soul
1496,spotify:track:3mDOHVY9MWZOTODSNF5GBj,bubblegum pop
1497,spotify:track:05AGfs1VmKddXLRfepFGI8,
1498,spotify:track:4VARbg9JGQXxc3HBEv1Oy4,brill building pop
1499,spotify:track:2Bls0igCm79XQQ95IoUbhq,new orleans soul
1500,spotify:track:6sykijVtS1m8vxLnkKXrJ5,classic country pop
1501,spotify:track:4jkn5PRfAJoKfXF0OPL7n7,classic rock
1502,spotify:track:3HcoZTZRf6VLlqXhxCuOQu,
1503,spotify:track:4WYFQLVqla6tpYtKsSqcgu,bubblegum pop
1504,spotify:track:3LTinH60rltyAZiMmHF7JH,bubblegum pop
1505,spotify:track:3ZP18us6p6LHOZMG1LLUjF,disco
1506,spotify:track:1YYhDizHx7PnDhAhko6cDS,classic country pop
1507,spotify:track:706CvlhWdQi3hmCEas3iBN,
1508,spotify:track:3IDc87lrpEHWFBASmgTgFV,classic soul
1509,spotify:track:5R84QoGVQuD4dP8Xyh0rtQ,beach music
1510,spotify:track:3zCzffrOzTrqXggqCouSlT,british blues
1511,spotify:track:5KWXi2eCYsC6ofIILjvG4V,canadian psychedelic
1512,spotify:track:5SwgE4wA0P7f6AEz2UQMB2,beatlesque
1513,spotify:track:5Vdg4tP25ffeGEC5GGmCwm,classic soul
1514,spotify:track:0sQ594D1EuU66VDdtHBE6j,classic soul
1515,spotify:track:6SvOdNsEfi7EDB0oFtH3YG,bubblegum pop
1516,spotify:track:5Y6c7TRTceWR7HPYtXYC6Z,classic soul
1517,spotify:track:4NLKJfFJl19CnJaEGMGjhl,album rock
1518,spotify:track:4iW98ZK1gNzcXmQ5TgTD9X,blues rock
1519,spotify:track:5lYpHO6ZO4Shys3GD8rav6,classic soul
1520,spotify:track:14XWXWv5FoCbFzLksawpEe,acid rock
1521,spotify:track:0uHYplBhwLYey7f9qAmnSM,american folk revival
1522,spotify:track:1FWHRqOV17plc9w1SSVPo4,adult standards
1523,spotify:track:0X2ckklp0uln3TRUH7JTpN,hammond organ
1524,spotify:track:6Axz5VSkc4Bs8eXWQxnynE,motown
1525,spotify:track:52SCT6ImFklqEhH21lgErO,classic canadian rock
1526,spotify:track:10vkYRKw6Jjr7try1ir50G,classic soul
1527,spotify:track:5ZSKZ0wMdlMi4bQ3XZXXsp,modern alternative rock
1528,spotify:track:6fsSZbNL7XP9gf1kJ2l155,dance pop
1529,spotify:track:7KMILVTQdVS4zQ8ilTcpRO,classic soul
1530,spotify:track:1G5S1rEr4L57ftizRHcYDP,ccm
1531,spotify:track:4d0d2llNcQIHmaCgYTrODQ,british folk
1532,spotify:track:2kJ9fXU9IQ9fNZhuSpcAbd,
1533,spotify:track:5hReWjUHqPqkHi31G7izL4,classic soul
1534,spotify:track:6T3TfV8M5drXuQ35TgdGVL,soul blues
1535,spotify:track:3hRJmeg1d5bXdmUylhZbiO,chicago soul
1536,spotify:track:4f3u4Oy0JqJRIhMmTqRcxj,classic soul
1537,spotify:track:3D7VM352ohkkzZnsSrhvpE,folk rock
1538,spotify:track:08QvVJT8y6b0i2nH9mUeMj,r&b
1539,spotify:track:0mkRIQZWFIdNPoIlr0owYd,album rock
1540,spotify:track:5V6wfV3Mkvd30zpSoKjsOh,
1541,spotify:track:7rvGZDlfqCjY9EWEUg3Xs6,classic soul
1542,spotify:track:359IJq43c4SVrf5ZeUDiFl,adult standards
1543,spotify:track:7F1UzwiFZafhFXgf83wHLu,blues rock
1544,spotify:track:4a3mIp7Mrmom2SXd3S81m7,adult standards
1545,spotify:track:7da5B9d2oVV16YSzXVxmrR,folk
1546,spotify:track:63xdwScd1Ai1GigAwQxE8y,classic soul
1547,spotify:track:1P8lIrb4yLlg1nzAjhhcfi,
1548,spotify:track:3Xd39NB1rifow2RDNVgSFp,country rock
1549,spotify:track:0TFBANCgctg5hAt9ez2V2g,classic soul
1550,spotify:track:5cnQK5zPBw2qCZVNmLRZx7,motown
1551,spotify:track:6uqTETWok9npbL4c9cuLVh,classic soul
1552,spotify:track:2XKW8CH8nRZH9cF2DNjBHN,album rock
1553,spotify:track:6MrILERJLA3Jcq0E9poZsp,classic rock
1554,spotify:track:61OQuSzsom6geFCA18JwO6,album rock
1555,spotify:track:7uuM0HwvCG20e5ttu6ugmP,bubblegum pop
1556,spotify:track:4wGKFjv7PUEZJsRk79wNKu,adult standards
1557,spotify:track:4EuaDcxHmHKS6gZ5iuGba0,contemporary country
1558,spotify:track:49ZAeWd40u4py51DpjEY8p,adult standards
1559,spotify:track:0rLRrCTqWVMgv1DpMBSezw,classic rock
1560,spotify:track:52VIdyKqp1pJRSyUQaxKUA,folk rock
1561,spotify:track:79fwgYi0nxAn2Zda7sHlmC,
1562,spotify:track:1mH7MvtshIFTz2eEv8AZ16,canadian singer-songwriter
1563,spotify:track:2CQhvHR4xM8uyAKwZYCaJx,brill building pop
1564,spotify:track:6FsQrRpBLgsrFeAeiQqytm,classic rock
1565,spotify:track:1q1oeOO8LQJH0qWI549cqN,dance pop
1566,spotify:track:5vZ1BKMSLgrxxPYGMR904n,classic rock
1567,spotify:track:5uYAUA3N6x1ckkaKoDyact,
1568,spotify:track:54eZmuggBFJbV7k248bTTt,album rock
1569,spotify:track:0SxFyA4FqmEQqZVuAlg8lf,adult standards
1570,spotify:track:3t5caUWBhKDgy1ypsxRcg4,northern soul
1571,spotify:track:63gcHyuhAC8G2C0bVQUOJI,r&b
1572,spotify:track:7HWH4kGaHR3ZwKNFPT4dSW,bubblegum pop
1573,spotify:track:2QEhVc7hg5Z5yI8UPOSRk8,latin funk
1574,spotify:track:6aKFAhG7hCy71wLDMKjP5G,classic soul
1575,spotify:track:0w6qnStMvC77oV25dTSiYg,classic soul
1576,spotify:track:7L4G39PVgMfaeHRyi1ML7y,classic soul
1577,spotify:track:3X1a60iOm7XAJ1ZT1w2TVq,adult standards
1578,spotify:track:0YveezON7jpiaHA8fnUHxN,album rock
1579,spotify:track:3aVNV6pawEERvfdurW66ZT,adult standards
1580,spotify:track:36gobS3Dj2NKf48D62ZPSO,
1581,spotify:track:3QcuZo6WLcFkqqLmDs0d95,album rock
1582,spotify:track:0ZhwlFI7I69yaXphO7t5R8,classic soul
1583,spotify:track:25Cv6pteVL6Wm4GIvPCFnO,beatlesque
1584,spotify:track:0cFlXjTxFdMGGPfLVpt3Wv,chicago soul
1585,spotify:track:55d46tOy9MQSrU482RtCBh,album rock
1586,spotify:track:6S3JlDAGk3uu3NtZbPnuhS,album rock
1587,spotify:track:5X3XrHlCFVGqNKpGp85xVC,adult standards
1588,spotify:track:57KfogSy3eKuk5JHLKwCJv,adult standards
1589,spotify:track:4hLk7Bjz1XJWNDiqovvgBW,country rock
1590,spotify:track:17rMZ3L3ovX8raoaqA8ncX,bubblegum pop
1591,spotify:track:5y8d8RHvxb0KiTa9Nq0xWp,british folk
1592,spotify:track:17KFO56mkVEKR0v8qOPlkU,psychedelic soul
1593,spotify:track:6HH6fmHF2YssfVkRmzcjf0,adult standards
1594,spotify:track:4hq0S6wznq7SHDyMOFXL9i,album rock
1595,spotify:track:17MRUI1nql2E1GJEltjoyx,adult standards
1596,spotify:track:08L6jFH2p1NfDXX4suPvp2,rare groove
1597,spotify:track:4Ev3gucC4JAUbHJrHpY70w,classic soul
1598,spotify:track:0VdcSHXCPRfQQZYQPXSlZ9,folk rock
1599,spotify:track:3M8FzayQWtkvOhqMn2V4T2,classic soul
1600,spotify:track:2OyaNAq8BcGstyzueloqpE,classic soul
1601,spotify:track:3gdewACMIVMEWVbyb8O9sY,glam rock
1602,spotify:track:3QCATKyR7mzqvQB750qNxs,adult standards
1603,spotify:track:4Anh5Ti55P6SXG3H94QLqV,album rock
1604,spotify:track:54K7o2yNOMZYCtEDnfD6wI,memphis soul
1605,spotify:track:2BY7ALEWdloFHgQZG6VMLA,sunshine pop
1606,spotify:track:4qgDCtaU8qTHK529Dt5AZ2,nederpop
1607,spotify:track:2EMbzZQTDR9lr94U8aZyRY,bubblegum pop
1608,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,album rock
1609,spotify:track:6vuEG9sZtC4W2zT64f7zLF,adult standards
1610,spotify:track:65ADTP6Q8mratfOIeKHp7e,adult standards
1611,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,album rock
1612,spotify:track:5UwbnHhjnbinJH8TefuQfN,album rock
1613,spotify:track:4o5GyaeGMgDsrclBsL3au7,classic rock
1614,spotify:track:5e1VjlAcEULsxDiGOpFQPO,
1615,spotify:track:5dMItYSW9NaJ1ebjdtQm8O,adult standards
1616,spotify:track:2bg6fJB13LbdXfgl5ZhEhn,new orleans americana
1617,spotify:track:4z51Gf7Ppt9Lmu5zmnUIz9,classic country pop
1618,spotify:track:0KpMY3D2G8253VTZbDBUmA,classic soul
1619,spotify:track:17ebcNznhPl7yf8zCfsNV8,
1620,spotify:track:5yrsBzgHkfu2idkl2ILQis,classic rock
1621,spotify:track:4XcUADpOth9Wroq5EVMFJq,album rock
1622,spotify:track:4OJFkrRQqol4FsPesF8eu4,album rock
1623,spotify:track:1mcQF2Oq45J4RaqvhvZps7,folk rock
1624,spotify:track:3vfIv3pvYlLOa0wKIEuqFn,blues rock
1625,spotify:track:1plcM0XlbKdjND7Ufokuzb,glam rock
1626,spotify:track:1PLgQkmhgh6GHQnomQ50Rv,adult standards
1627,spotify:track:75GQIYnRaBg7ndHxhfYuQy,beatlesque
1628,spotify:track:0ZFqB9g2FujbmMSrjqsL3j,r&b
1629,spotify:track:3DkqEHCCqlkknDfksHWWu0,classic soul
1630,spotify:track:4gRA0i5sxx3jAhHaVjPnUN,classic soul
1631,spotify:track:7zMUCLm1TN9o9JlLISztxO,rock-and-roll
1632,spotify:track:2L8mIvM1OwkJyGb3WwDFT3,blues
1633,spotify:track:45aoC0yE3RZGWz5QPb41M1,early synthpop
1634,spotify:track:2DjLbdQ9q2QBd4JJxM40Uf,adult standards
1635,spotify:track:6L5BZEcZmD6RBJnimzlyKr,album rock
1636,spotify:track:3U7WGQgdrFM9SWbVkPQSPn,album rock
1637,spotify:track:7J5tyfg3OYVNR97KH66ovw,adult standards
1638,spotify:track:0DcrhZ12WcCqruCs8ibXSf,
1639,spotify:track:6EWjarHHadZpC219CNbt3p,classic soul
1640,spotify:track:5vrpzaCgGTyWEU8krhUrUk,soft rock
1641,spotify:track:2EuHw21uxVU8I9kEUD3O9J,singer-songwriter
1642,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,album rock
1643,spotify:track:3l2hbXdvmaH3tUd3qWLKgm,adult standards
1644,spotify:track:6wzGW5DSGdGLUGh97HPq9u,adult standards
1645,spotify:track:436yrzQWA32vb1sTZKXg9r,album rock
1646,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,memphis soul
1647,spotify:track:3NElqDNNnzvWYOwsbxLQKN,classic soul
1648,spotify:track:0abCAdQ235vfucv4zXeSbG,classic soul
1649,spotify:track:6Ro2z4RtAUew9Kz2HZWZUi,classic soul
1650,spotify:track:6tunhVGD8C05MZNjSVIsjw,classic uk pop
1651,spotify:track:4IU1RL4BKvFyXtbTwaHAvW,album rock
1652,spotify:track:1lYJDRaadnotdfcZFp5Izd,adult standards
1653,spotify:track:6WdhPUH1mvuvtmDjLSSAZn,classic soul
1654,spotify:track:01UYpHuzHi4eB9PAbDoPY2,album rock
1655,spotify:track:27145diX1C7BE6m6FzONqb,classic country pop
1656,spotify:track:5z8k4V3hd3S8vJsxWlUqba,
1657,spotify:track:6LqbJXriVJyqJCd9jYoPqP,adult standards
1658,spotify:track:78cieDUyR3nI6WkC6JcjFl,cosmic american
1659,spotify:track:3Udrg4mbVUeYTacnIkwE17,
1660,spotify:track:1h2xVEoJORqrg71HocgqXd,motown
1661,spotify:track:6rxUq1D3nrvJnipbtb1oMG,classic rock
1662,spotify:track:4XsH9zBWPOCdXoH9ZDdS8r,chicago soul
1663,spotify:track:14TgffNQPJhXzbTe6LUsaB,classic soul
1664,spotify:track:2hSOrxX3I69A8xth8arEq2,album rock
1665,spotify:track:6WCeFNVAXUtNczb7lqLiZU,glam rock
1666,spotify:track:4GGYsNQvMQpBiyj8Aw3HEl,jazz funk
1667,spotify:track:722E6CPY8biq4sUnf40u6Y,classic soul
1668,spotify:track:01LVB9f8ev89TwZiPDn0OC,classic uk pop
1669,spotify:track:2LXISHBkx8FyoxCBkckh19,album rock
1670,spotify:track:0IJPyHBTbGSMPDZHIMYDOF,classic soul
1671,spotify:track:15pYj5ZiUJgBydzD7w6NbJ,classic soul
1672,spotify:track:4LLsb1RBmEQUMNVaxjxZAE,soft rock
1673,spotify:track:5i0urffBRKl09GSX2Jhdeh,classic soul
1674,spotify:track:4xxn8GDqs7RUwgZTNznXNp,banjo
1675,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,classic country pop
1676,spotify:track:0q21FNwES2bbtcduB6kjEU,soft rock
1677,spotify:track:3gsCAGsWr6pUm1Vy7CPPob,adult standards
1678,spotify:track:7cbYx1iSCstX5W0YkKDK0c,classic canadian rock
1679,spotify:track:28285KFbyCq8sJofn58qlD,classic soul
1680,spotify:track:6ywm0ilJ9ItgXRDg0yrJP1,bossa nova jazz
1681,spotify:track:0gJj33ghcMjK7m2ORh0ZZk,country rock
1682,spotify:track:74kxBssUzh94itBRiETIRN,disco
1683,spotify:track:5lQxMlCMTzCj3j4vyzdl8T,adult standards
1684,spotify:track:4ZObql2ASJn1bvasBzjlyI,bubblegum pop
1685,spotify:track:3QgSJ9CqgLPk9B4xLdwLrS,classic soul
1686,spotify:track:3O2b0B3AmEOoptSuBBK65k,jam band
1687,spotify:track:5Vgx4jtn7Xf7KEIogHIcCZ,classic soul
1688,spotify:track:3NXES1knSS2eUCgkr77QU6,
1689,spotify:track:386bIxJPFIr5pVuVQTZIOm,adult standards
1690,spotify:track:1c0ShGrrj3m04rrOWrWFEH,classic soul
1691,spotify:track:2THyR0on3DrsfXBtRrLZgK,classic soul
1692,spotify:track:4gAsVttMY36zJUCa7FYoJN,memphis soul
1693,spotify:track:72Z17vmmeQKAg8bptWvpVG,art rock
1694,spotify:track:2qrivL8tzkUvHQYGsmEpAU,
1695,spotify:track:0n2pjCIMKwHSXoYfEbYMfX,motown
1696,spotify:track:6hJhVBOnkchxBsDHbLOBJP,northern soul
1697,spotify:track:3Vby4nGmtbDo7HDJamOWkT,folk rock
1698,spotify:track:74NGDmt0oXeXesxoUGASTz,bubblegum pop
1699,spotify:track:2l0Z9fY1E8Bep8opmhmDhq,album rock
1700,spotify:track:1YNCi9tPJffDJHNc6at129,adult standards
1701,spotify:track:0p1rWyIk2fFYfXM6k2LOIo,italian metal
1702,spotify:track:1BvJmtaXsqtH438BcDPeBb,glam rock
1703,spotify:track:3Xe4JagghOfs9NF1xaqbb8,album rock
1704,spotify:track:6W5B2atlbrHdC8vy8c3df8,beatlesque
1705,spotify:track:3ji3RdsWWyuuZyehLmYj0b,comedy rap
1706,spotify:track:0ckaiscpV8eaZ9WWJLdFbs,
1707,spotify:track:4ACcfzCxU1WEdS9CzEgo1a,
1708,spotify:track:2uzyiRdvfNI5WxUiItv1y9,dutch prog
1709,spotify:track:4nXkbcTj3nyww1cHkw5RAP,album rock
1710,spotify:track:0I2ELF6uHlL4ABu9aFiou7,blues
1711,spotify:track:60nyt5SEvkmcD1j9gbhwvL,album rock
1712,spotify:track:0iifjjuozo6r5fh2GWI6Pq,psychedelic soul
1713,spotify:track:3LV2CK8sJiYjg1bV1aHQop,classic soul
1714,spotify:track:3f0U5NaD1bCk8nmKpn2ZJY,classic rock
1715,spotify:track:1O0xeZrBDbq7HPREdmYUYK,classic rock
1716,spotify:track:0P6fEgTn3cxLLyYTJYoYGj,album rock
1717,spotify:track:3wM6RTAnF7IQpMFd7b9ZcL,adult standards
1718,spotify:track:5SAUIWdZ04OxYfJFDchC7S,album rock
1719,spotify:track:73etijhz7pV4Wx7GTANLpq,classic soul
1720,spotify:track:7MuMALGZV3KhVA9AS9TFup,adult standards
1721,spotify:track:62QRbVm7DqR3eoqgT7pEfs,bubblegum pop
1722,spotify:track:0VV8wkOM4w78A2OHZOTzNP,album rock
1723,spotify:track:7CQQBWqFfROA5RWyY04ifv,album rock
1724,spotify:track:4sIkDCqNjTubfb5UVs8lEA,adult standards
1725,spotify:track:5kbSslE6zBMZnULSrE4SdZ,
1726,spotify:track:3hfqqSWS52Vucr4S0mLqUN,album rock
1727,spotify:track:7mNLQa2OeCbFtA9oEn9Zg5,memphis soul
1728,spotify:track:4GjIIjBM20NhaBrvQKkQ5I,adult standards
1729,spotify:track:59yEymxln8Hyuz8XNkUTIX,album rock
1730,spotify:track:39l1UORIhuHvUWfxG53tRZ,classic soul
1731,spotify:track:53RGKUb4zvhHaDCmjgUrIP,adult standards
1732,spotify:track:6t8msY3YEQAnoG4yG2836B,
1733,spotify:track:5F4ksIKmuXEtgBf6SfEQRr,classic rock
1734,spotify:track:52XSq4ZU4Wu3IZ2wcaBhhD,alternative metal
1735,spotify:track:5d8RneNSRVKapS8sD8qISf,classic soul
1736,spotify:track:20wu6USlvWRghMOvUdfLgE,classic soul
1737,spotify:track:2BydLQAh7CUIFvSEqAMc4x,classic soul
1738,spotify:track:6DdWSQJNCQuQjXJQBHXTz0,classic soul
1739,spotify:track:23jaOlnV7vHmly51DPBr35,dance pop
1740,spotify:track:0dMd4rilfd6gPbXaLpNYhu,motown
1741,spotify:track:4MexO1G9TadTu0yWDB3T7Q,classic soul
1742,spotify:track:5LUySyuO3ER6AIBYnGWf7r,
1743,spotify:track:1GcVa4jFySlun4jLSuMhiq,album rock
1744,spotify:track:1adMzgfqzQrjkmvhpgFDO5,german house
1745,spotify:track:7MF7QAodbGzNYav5ZfIhAY,classic soul
1746,spotify:track:6EA8NmWd3l9C6ycQfbEOnS,
1747,spotify:track:7FpGAivMuzzBcnOlHZnouD,disco
1748,spotify:track:7cy1bEJV6FCtDaYpsk8aG6,album rock
1749,spotify:track:3VqcDFEdGqtnRkVzPfJDVr,alternative rock
1750,spotify:track:00oIqmk1eRn9D2y8BzNLS1,bubblegum pop
1751,spotify:track:1hwN2eAwsXgktvw9Qe8TrP,beatlesque
1752,spotify:track:76qyLSDhKstj0KuOKkp3oB,psychedelic soul
1753,spotify:track:5VAw5AYO7FAPCdaRvAmiTY,adult standards
1754,spotify:track:1Ehdm1PDlKrdfyBsjwEvd1,adult standards
1755,spotify:track:4t8tx6o7oM6Ax66ZUU361y,classic rock
1756,spotify:track:1Drnmvgn8sx3axUcl5Tpnp,album rock
1757,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,classic rock
1758,spotify:track:4IRHwIZHzlHT1FQpRa5RdE,glam rock
1759,spotify:track:542C7PqR1oEfl63hlhQO4V,arkansas country
1760,spotify:track:7ulxlQNd7AsCGIsPGuEeYS,classic soul
1761,spotify:track:3gHFKiDanj4d2rqgHlRFFc,art rock
1762,spotify:track:2Uak7fGdGpwsgbIQWA8iCQ,adult standards
1763,spotify:track:5eX6j2j6gfaXEryl54oIKZ,chicago soul
1764,spotify:track:561F1zqRwGPCTMRsLsXVtL,classic rock
1765,spotify:track:02aNytFc1sq6o4Zqw14rjb,karaoke
1766,spotify:track:1WXEEP03cUcXYp96MxAO2M,northern soul
1767,spotify:track:1AIGp3gpj1NXJvh3engmUQ,country rock
1768,spotify:track:3pepZAOvUCBt3qWi9Ax6Aq,disco
1769,spotify:track:1slQlL9Gh8rGwUPdaLlKBW,motown
1770,spotify:track:1l77nboPor0ZYLYg55PMPV,contemporary vocal jazz
1771,spotify:track:1hl9popG7MdtHyGUEwcspD,beatlesque
1772,spotify:track:0E4HRDc8ReRr7Fy59eW2bX,adult standards
1773,spotify:track:1vZTgn4JXWMahR8r99ug5H,adult standards
1774,spotify:track:5csdrJ0JtFn0qvwlvSh2EI,classic soul
1775,spotify:track:7uPmQttafLiJyju14JREY4,art rock
1776,spotify:track:3iX0BMs9dX9CsgrHhiB173,classic soul
1777,spotify:track:1VREN3iKxfXrN6koXcXWPM,bubblegum pop
1778,spotify:track:3K0SJUQNbOkUprTFcwwAKN,disco
1779,spotify:track:0uPIwcT6OdJ5BAJdYkxVp9,glam rock
1780,spotify:track:4rCzjErgNGgyFCMIKWlBcI,classic soul
1781,spotify:track:57yGqjGKJUIzgKWdIZo9aR,classic soul
1782,spotify:track:7pGMRy91RcQT9oHdPgYz3A,classic uk pop
1783,spotify:track:16ShgoIW9TtfzUFHOJJIvC,dance pop
