,uri,genres
4038,spotify:track:5mkGfmJGFZpwK9nA5amOhv,alternative metal
4039,spotify:track:221LRlPHPuevgE1tuUlof9,boy band
4040,spotify:track:6Zyk31Yyk7AUU1TTJn7plb,atl hip hop
4041,spotify:track:30lxTiMzVRxp6wLcTn6awC,contemporary r&b
4042,spotify:track:4FTq81I0X4J6y9X06GcZIN,dance pop
4043,spotify:track:0rl84FuazRHYmK72krdmA1,canadian pop
4044,spotify:track:5PIveStlGgjVL54GpVcqxr,atl hip hop
4045,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,chicago rap
4046,spotify:track:0b5w1gamS9f239Sms9guAB,contemporary r&b
4047,spotify:track:5919i3Sp9U2IE5m7hhlgSw,boy band
4048,spotify:track:74nsOZqzZzyvFVvBy12I7Y,
4049,spotify:track:7ziHnshbknkpFLDW5yGBjO,dance pop
4050,spotify:track:6YXWauQKn5nQVhcC4KVplQ,lilith
4051,spotify:track:37giHQffMdB94OqVy4ZBd8,boy band
4052,spotify:track:1ntjFaRNVpC1V2cKekUnU5,eurodance
4053,spotify:track:35irxCsC8QXJ1IN0eioD3H,contemporary r&b
4054,spotify:track:59tskctgqUmjCWAwhzYAFm,pop
4055,spotify:track:31bf9SEOppLU6lQ85d8om6,new jersey rap
4056,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,album rock
4057,spotify:track:5rWzxloNXvbRPhlC1O2b6T,contemporary r&b
4058,spotify:track:0ALJZXgutuN6F680E8lQPs,contemporary r&b
4059,spotify:track:2N5CvukjQqiWxjzZLMqqBN,atlanta bass
4060,spotify:track:29hBRadFZf9QTGRHZmxm65,canadian pop
4061,spotify:track:22mek4IiqubGD9ctzxc69s,dance pop
4062,spotify:track:5EYWGM3Ns3iYew8ws0FatB,contemporary country
4063,spotify:track:6zZJkvtu3N9GhbSQdVzsKT,boy band
4064,spotify:track:0cv9WHEizHUkZAo0kXorgA,
4065,spotify:track:4NCw4yDSGuGSpAxmZNCmTN,boy band
4066,spotify:track:51QxenFmXlJXUN9mpvxlaL,canadian pop
4067,spotify:track:3upCmUgdchN3u0vkedbC5S,contemporary r&b
4068,spotify:track:6IVcP0GyH1xRmqdTiNdjzn,contemporary r&b
4069,spotify:track:01VFDkHBNJcCNUjzD3flWg,dance pop
4070,spotify:track:6I3LsZncKrJG9mwv12FCEg,
4071,spotify:track:0mIuIBLkaRvPCz6A0mPqbM,atl hip hop
4072,spotify:track:415UcHrHmccvFOKaKsbLVN,
4073,spotify:track:0uEp9E98JB5awlA084uaIg,alternative r&b
4074,spotify:track:0Q7Jp3aCwfYnSnbMDoXWyR,canadian country
4075,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,neo mellow
4076,spotify:track:7MQywXGHEev7JmwwIzMcao,contemporary r&b
4077,spotify:track:70L4pGAmYv0pTADrgsIxpI,pop rock
4078,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,pop rock
4079,spotify:track:6tBD4yjOf9P8rWwUlXdJFm,contemporary r&b
4080,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,dance pop
4081,spotify:track:7mzPAftljnsFmU6131Pqcd,gen z singer-songwriter
4082,spotify:track:6ZNw9Cnc85OeHZrjMAZJfY,dance pop
4083,spotify:track:3PYtlkObLFZ2SaFjS4TyJR,gangster rap
4084,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,contemporary r&b
4085,spotify:track:3hlhefxgyp4MDnN6C2dQ5H,boy band
4086,spotify:track:3354J49VpkbZJho7Ztdzpw,alternative metal
4087,spotify:track:3xZMPZQYETEn4hjor3TR1A,canadian pop
4088,spotify:track:615auKcis6sGDrHk6UTeog,alaska indie
4089,spotify:track:0nnwn7LWHCAu09jfuH1xTA,neo mellow
4090,spotify:track:2goLsvvODILDzeeiT4dAoR,dance pop
4091,spotify:track:7x3ryI2jxZohGo7SZt2Tlq,contemporary r&b
4092,spotify:track:0JN7vUgUolHGHFrOR8xk7S,dance pop
4093,spotify:track:4J9u7UsXH7F6sFI32KnYuP,dance pop
4094,spotify:track:08zfRiERqpy7J0x8akk7zt,boy band
4095,spotify:track:0hcW7qPqWWJc8189OaqQvX,contemporary r&b
4096,spotify:track:2ouURa1AIXp3AvkS52Jry5,alternative metal
4097,spotify:track:1CAw3ethNuSDPf3E7luSFF,contemporary r&b
4098,spotify:track:1KGi9sZVMeszgZOWivFpxs,atl hip hop
4099,spotify:track:0FpLfrOyHblbDlHUsrPN1N,east coast hip hop
4100,spotify:track:754kgU5rWscRTfvlsuEwFp,lilith
4101,spotify:track:2feekrJqyB9lBEBgC54IQn,dance pop
4102,spotify:track:2SiXAy7TuUkycRVbbWDEpo,australian rock
4103,spotify:track:34Tq4vFc9aiShjelMTEfdO,idol
4104,spotify:track:3EKEsJWz8oaxG1lfrojWug,contemporary r&b
4105,spotify:track:2Dhvr9FffaScu2bGJBM4O1,contemporary r&b
4106,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,latin pop
4107,spotify:track:21yRtB6B8EMounImAfHRCP,hip hop
4108,spotify:track:5u7BDyugDW7ZXkXdCxU9JC,contemporary country
4109,spotify:track:1OxcIUqVmVYxT6427tbhDW,permanent wave
4110,spotify:track:6xNnPtnmqpktZLFkgT21u7,idol
4111,spotify:track:6vUPPEN2V2lZ78b6DyEIjZ,
4112,spotify:track:6LVzOLJkzG3C4hLNOdaBry,classic oklahoma country
4113,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,dance pop
4114,spotify:track:2RtvkLz5tmOXlzz918It6E,neo soul
4115,spotify:track:4VSyH8AkIt3kaR5xIPFVVi,contemporary r&b
4116,spotify:track:4FUfoWMypAyWbOavmYyeNu,canadian country
4117,spotify:track:1Pqv7l6vxjBxd5fx4bWchC,contemporary r&b
4118,spotify:track:6v4UCusR4LTRlM5WHBUyxQ,contemporary r&b
4119,spotify:track:47BBI51FKFwOMlIiX6m8ya,boy band
4120,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,dance pop
4121,spotify:track:0QnONzv3TvHAWk294h6DaQ,alternative metal
4122,spotify:track:7861kBrZ5aw7o4NfggcyYW,dance pop
4123,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,east coast hip hop
4124,spotify:track:6PuaQbH3oPmj9XojS0SRaO,boy band
4125,spotify:track:11mwFrKvLXCbcVGNxffGyP,dance pop
4126,spotify:track:3cfOd4CMv2snFaKAnMdnvK,pop rock
4127,spotify:track:6r78MF6BFaeEG8rBw9Y5nQ,
4128,spotify:track:3fQtdmVB0cAe4Hs9e5bVQb,contemporary r&b
4129,spotify:track:7uYroF9RRrhRJBrigRvB6H,boy band
4130,spotify:track:3MPKTMJIxlORqcxw542HHK,east coast hip hop
4131,spotify:track:0xzDbdFFnPz9CiQ0YZMq4K,canadian pop
4132,spotify:track:2bbeNsFmjZqdoDhjLsKNWe,dance pop
4133,spotify:track:0BUoLE4o9eVahDHvTqak67,atl hip hop
4134,spotify:track:1gwLjpvAbu6IVmVdAfPJ0G,
4135,spotify:track:6zeDYmP3ARpURvpK29Q09P,alternative metal
4136,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,pop rock
4137,spotify:track:1G391cbiT3v3Cywg8T7DM1,alternative rock
4138,spotify:track:2sEk5R8ErGIFxbZ7rX6S2S,metropopolis
4139,spotify:track:6x4tKaOzfNJpEJHySoiJcs,latin pop
4140,spotify:track:4Bza6algEDbY8yrm8qMeg7,latin pop
4141,spotify:track:7ffwRz8lZyDOE4Vj58Lo72,latin pop
4142,spotify:track:1ckU1EhAO0Nr73QYw24SWJ,dance pop
4143,spotify:track:03qVg9HRUJystE3EtupDei,canadian pop
4144,spotify:track:6XgwPf0cqjySCMsOmQq4t6,boy band
4145,spotify:track:00FROhC5g4iJdax5US8jRr,dance pop
4146,spotify:track:6mwA6YiKDjAUG8kWvRRUPh,contemporary r&b
4147,spotify:track:4agp6oHofabdUedr0B1krj,canadian rock
4148,spotify:track:5smPCwVq1pp9b9mnhKRxQj,
4149,spotify:track:1DSJNBNhGZCigg9ll5VeZv,dance pop
4150,spotify:track:5gZEhPrN1VLqTG1nIAXeNK,dance pop
4151,spotify:track:6nozDLxeL0TE4MS9GqYU1v,boy band
4152,spotify:track:5yaCquc7koPqtgj7v0lwHX,dance pop
4153,spotify:track:5PMKzsUsTpZZGsCcJBuhP2,contemporary r&b
4154,spotify:track:4DJwdQDai9DLYBL9TNrEDo,boy band
4155,spotify:track:7mYvtEeBdMqRSyj1Qpv6my,dance pop
4156,spotify:track:7h4FywzqhgZrrvpiLDJ2vw,smooth jazz
4157,spotify:track:1cjBan0t4eBk2Y5j17hdyf,contemporary r&b
4158,spotify:track:5bGmuxShUba9maPswDnhCs,dance pop
4159,spotify:track:2yAVzRiEQooPEJ9SYx11L3,eurodance
4160,spotify:track:4rZB2G955dQMcjlb7e3VNB,contemporary r&b
4161,spotify:track:3VEZvzr84WVnoorZ4tlBSw,atl hip hop
4162,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,contemporary r&b
4163,spotify:track:5s4catxeZsaWFnOrvrXZHf,canadian pop
4164,spotify:track:6q4aoWgTQ8td2AvqQXuFqm,alternative metal
4165,spotify:track:50MfV7a1pnOEcf2t9kobxW,pop rock
4166,spotify:track:3BsaRV5QIulYz2lV9WWa8T,boy band
4167,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,alternative metal
4168,spotify:track:6qc34bnVOyqGDPni8H5W0U,contemporary country
4169,spotify:track:3y4LxiYMgDl4RethdzpmNe,contemporary country
4170,spotify:track:1RS3LStQYhju50eBdD9Uul,dance pop
4171,spotify:track:0JJP0IS4w0fJx01EcrfkDe,modern rock
4172,spotify:track:62bOmKYxYg7dhrC6gH9vFn,boy band
4173,spotify:track:70XtWbcVZcpaOddJftMcVi,dance pop
4174,spotify:track:7H6ev70Weq6DdpZyyTmUXk,dance pop
4175,spotify:track:5Mmk2ii6laakqfeCT7OnVD,contemporary r&b
4176,spotify:track:6dJ2mSRaKE9ctYw9qWNGWQ,dance pop
4177,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,neo soul
4178,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,
4179,spotify:track:4cKGldbhGJniI8BrB3K6tb,neo mellow
4180,spotify:track:7f1Dmr246cJ9uQYdbplTbh,contemporary r&b
4181,spotify:track:1m2xMsxbtxv21Brome189p,contemporary r&b
4182,spotify:track:1lZ4j5WBURBwZ0M5TT46wP,dance pop
4183,spotify:track:2dwhMQsFeHr2S787WxqAqW,latin pop
4184,spotify:track:6Wnlq1Pu3I0BajLvxn05Vr,contemporary r&b
4185,spotify:track:3yfqSUWxFvZELEM4PmlwIR,detroit hip hop
4186,spotify:track:6naxalmIoLFWR0siv8dnQQ,dance pop
4187,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,alternative metal
4188,spotify:track:4Do68W4FWO2hRAJCzG1lus,dance pop
4189,spotify:track:2AW37v0bDyuOzGP3XnmFuA,boy band
4190,spotify:track:6fA7akEuTUL3dW1V0GELaZ,neo mellow
4191,spotify:track:3mNecsYFb6LQg7822DPXCP,pop rock
4192,spotify:track:3w8Mw9GHYepoTWOSdiyosj,contemporary r&b
4193,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,dance pop
4194,spotify:track:7DMigKJJYHSEAQrCfLZdr5,modern ska punk
4195,spotify:track:046MBhhgQJJghnbgZCkaAR,contemporary country
4196,spotify:track:18CODOzJ5DWzWh6kAeKiSC,atl hip hop
4197,spotify:track:2WfhlEjoUII31H6imnQdvF,contemporary r&b
4198,spotify:track:2BcOZ4vOeu2qZowIHrvTYy,dance pop
4199,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,alternative metal
4200,spotify:track:1NNDZc9BHaWe9JqIsPRlNV,boy band
4201,spotify:track:7azC8toDthwJHHuw7m49K4,dance pop
4202,spotify:track:6znv7i4Wif5fLwI6OjKHZ4,boy band
4203,spotify:track:1OvjOVieEsYqGiK1T3mUv9,boy band
4204,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,afrofuturism
4205,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,alternative metal
4206,spotify:track:7A0apkTSTvMbSI7yplcmlh,dance pop
4207,spotify:track:635PqgECfFbL0MNLogX7Yv,dance pop
4208,spotify:track:0WHOPmOuQKuu05k4g3UTvk,alternative metal
4209,spotify:track:1jRzdY7oUBOhrylNtiMtBD,crunk
4210,spotify:track:46n2EGFnPC3tzWCN1Aqe26,boy band
4211,spotify:track:7rESdMWQMkNJffccsUr0Ii,
4212,spotify:track:1rj0XawWJNisX7SGYexowJ,bubblegum dance
4213,spotify:track:1ak0S3NhwWrUgNlQhJ1412,contemporary r&b
4214,spotify:track:6vgN6KGstss0GnBbKlMNK9,contemporary country
4215,spotify:track:35o9a4iAfLl5jRmqMX9c1D,boy band
4216,spotify:track:3WkibOpDF7cQ5xntM1epyf,dance pop
4217,spotify:track:6xUeKifxyG3C9oFYlzPEGs,girl group
4218,spotify:track:0I3q5fE6wg7LIfHGngUTnV,atl hip hop
4219,spotify:track:1C2Q3AymKS17bw7T5gfq6p,
4220,spotify:track:0s46SltT4On0Z6kglK1I5c,east coast hip hop
4221,spotify:track:2f5N826udWfjT9iomeaBJt,neo mellow
4222,spotify:track:2Pxzfzd1jaZT2F2uqLkZUr,boy band
4223,spotify:track:5c1QJAiC3773EwiZLwHf5x,permanent wave
4224,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,dance pop
4225,spotify:track:7gq9Mo03Zr417T2C5sgR03,dutch house
4226,spotify:track:49fsYdg1kdM5FDwyuUAtSx,aesthetic rap
4227,spotify:track:2FWeNvUo79OeiHWoR1bUsO,baton rouge rap
4228,spotify:track:5vZoQQ1hH5L2s4Y8G86ksg,contemporary country
4229,spotify:track:0e42i89bY2NmPuVDtey8pg,crunk
4230,spotify:track:4BggEwLhGfrbrl7JBhC8EC,alternative metal
4231,spotify:track:769geiA8btidGHda4BBDOJ,atl hip hop
4232,spotify:track:1X1KDnhTnb28tpJlgOV3lD,atl hip hop
4233,spotify:track:3PJivN5BZ2ckFa22igIu4a,contemporary r&b
4234,spotify:track:45cVyfWuMAg8RNxmkcpmy9,latin pop
4235,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,dance pop
4236,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,dance pop
4237,spotify:track:751gBcu62kORDelX7FV0mM,dance pop
4238,spotify:track:6uhj7EIZZm3OwVr0gWfkQn,album rock
4239,spotify:track:0sr84SDJ9VN4EB7p2mWGur,contemporary country
4240,spotify:track:0wqOReZDnrefefEsrIGeR4,neo mellow
4241,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,dance pop
4242,spotify:track:0CmXXEwul09Kf8X68lPA5l,contemporary r&b
4243,spotify:track:4KoecuyOpZaNFZ0UqVsllc,country
4244,spotify:track:0AUyTvf8WV9fF6wtJ8nYQn,dance pop
4245,spotify:track:08GOEVXupC6ECbulhPGQKm,canadian pop
4246,spotify:track:1tJkic0TURTCXw3rBhYgWu,
4247,spotify:track:1eFwJoCJj6FoeUhx07CDys,
4248,spotify:track:6Ihdn6wW2UBhfTKWbP29KA,k-pop
4249,spotify:track:6zsk6uF3MxfIeHPlubKBvR,dance pop
4250,spotify:track:0s9A4pUBLw68E76vY8LU9K,
4251,spotify:track:2SLZ2rX5773RS16mcqBxG7,atl hip hop
4252,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,dance pop
4253,spotify:track:3RmKpob8xzv1pzHEQrMJah,contemporary r&b
4254,spotify:track:1s2khOWzC99udpUaPICLJI,contemporary country
4255,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,atl hip hop
4256,spotify:track:6KCOOKsDFfGEiwWZZlEI6O,contemporary r&b
4257,spotify:track:41nT1Sp6ChR65FbsdLlFHW,dance pop
4258,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,alternative metal
4259,spotify:track:0qXP5fMhxGzxALOkXYUxfP,bedroom pop
4260,spotify:track:4zYTZvtcww7OWKie7fxA9E,hip pop
4261,spotify:track:0WdaRmHBMhUoLPqHLdb9yg,boy band
4262,spotify:track:0KQx6HOpJueiSkztcS0r7D,neo soul
4263,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,atl hip hop
4264,spotify:track:7EHOorGNbnzDGmJDFVOhcJ,baton rouge rap
4265,spotify:track:25CMmGsl22APKhfuj4Tp7j,alternative metal
4266,spotify:track:43zr9kKkeiQrshvYuvNtfM,dance pop
4267,spotify:track:0rRboI6IRuGx56Dq3UdYY4,comedy rap
4268,spotify:track:4h5KBcltGefua73AUPYps7,east coast hip hop
4269,spotify:track:5ZsPy9wHH733NlU6c4v2Hi,alternative metal
4270,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,dance pop
4271,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,contemporary r&b
4272,spotify:track:1Lhwn4PqeGpM4LTVUowW76,r&b
4273,spotify:track:0jG92AlXau21qgCQRxGLic,dance pop
4274,spotify:track:24Gxm7Eh7tO83E26LG0CsY,dance pop
4275,spotify:track:4gM2BugovNf4bvXdjZODzG,canadian latin
4276,spotify:track:7J41dYQolQJEtj3UmKLu5r,atl hip hop
4277,spotify:track:55nlYc3NZM5vBA4YDY2sBR,atl hip hop
4278,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,celtic
4279,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,alternative metal
4280,spotify:track:1u0l8zWpQeMYStFkc2mLD7,candy pop
4281,spotify:track:01Aj44KIjCrPmZeXq4UOky,dance pop
4282,spotify:track:3NOq1Gpiy4KwDni8NhOmHQ,atl hip hop
4283,spotify:track:02jcEwywffn3Tsb48fXmlW,dance pop
4284,spotify:track:4CCUjYJPbSXLL23BFeBVbI,boy band
4285,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,colombian pop
4286,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,neo mellow
4287,spotify:track:4hrae8atte6cRlSC9a7VCO,dance pop
4288,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,alternative metal
4289,spotify:track:1NRorokmYEtr1koWybvaE4,neo soul
4290,spotify:track:5QpaGzWp0hwB5faV8dkbAz,neo mellow
4291,spotify:track:0qvlhVNm7L5IWabWF5hlEL,contemporary r&b
4292,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,alternative metal
4293,spotify:track:3RKjTYlQrtLXCq5ncswBPp,trap queen
4294,spotify:track:6LUr2QQla9sLekmdfJvDOS,boston hip hop
4295,spotify:track:537F8BYzIMOZBl75qwCXy8,contemporary r&b
4296,spotify:track:0gPQTLaqHDgdupKEok7J2x,british soul
4297,spotify:track:0rT9f5BSZrZ6DvzfBEckG0,r&b
4298,spotify:track:6lSr3iZTC144PKhvbPFzMp,alternative metal
4299,spotify:track:62fXJ0uBHxXumLXSCbFAZ7,
4300,spotify:track:2FVv9vxJT2NOxKWFzZnvDI,electro house
4301,spotify:track:36gOOIQaBwXZVKL5z2vC3Z,hip pop
4302,spotify:track:2mKouqwAIdQnMP43zxR89r,bronx hip hop
4303,spotify:track:6zMUIb4uce1CzpbjR3vMdN,dance pop
4304,spotify:track:2sFEmuVVAa2klHwhFaT0rR,hip hop
4305,spotify:track:5PCJldueshnwqQVjS16543,atl hip hop
4306,spotify:track:5Y0E3dOeynKuLDAXu0t0Bg,contemporary r&b
4307,spotify:track:6gsmFgUiSTuinJlScwFODv,contemporary r&b
4308,spotify:track:2dZRsYQUm4MJ5HlshwNQVu,la indie
4309,spotify:track:7x6dNrtwRBKwJtLsENBhYC,karaoke
4310,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,lilith
4311,spotify:track:0kr6d8wHDQPlzuET33NVn6,candy pop
4312,spotify:track:6KRi6CBUitENJB4HQbSVSD,dance pop
4313,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,detroit hip hop
4314,spotify:track:04KTF78FFg8sOHC1BADqbY,dance pop
4315,spotify:track:6GG73Jik4jUlQCkKg9JuGO,alternative metal
4316,spotify:track:36jSIOSE72neBbKntCthqw,hip pop
4317,spotify:track:4gdQ8QShlC3toP9Mkc8DwB,battle rap
4318,spotify:track:5dpAN1mjFPL38kh9kWsCiw,alternative metal
4319,spotify:track:6AfLmKXzhEZjwiVPs5jhdV,dance pop
4320,spotify:track:0V3wPSX9ygBnCm8psDIegu,pop
4321,spotify:track:3rSuc59fSODJKWJM5xv9Z3,
4322,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,canadian pop
4323,spotify:track:563vSy3HB5NHxel1VGQCW6,crunk
4324,spotify:track:6g2kBDfp2jwwkCGpLmoNhm,chopped and screwed
4325,spotify:track:2RLpFEf6d0708O7Bqhjyxg,
4326,spotify:track:0ARK753YaiJbpLUk7z5yIM,dance pop
4327,spotify:track:2cxbxpHrND6i4uvUGVvC9J,dance pop
4328,spotify:track:21iEEekDSvQjVARSQ4dpXY,contemporary r&b
4329,spotify:track:1yHVHoz6Ny29gbbWJYVnFt,pop
4330,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,gangster rap
4331,spotify:track:1BpV8IGf4XsRRJf4Xuui9q,dance pop
4332,spotify:track:0WgLpgUdThEpA5L5K0SKq7,contemporary r&b
4333,spotify:track:7BMO7O7ImjV8HNTH74Tshv,detroit hip hop
4334,spotify:track:6CbcdeTQKj0qTaZTt0xkdk,dance pop
4335,spotify:track:1IqF5PUDUnaykHLs0RWbDO,canadian modern jazz
4336,spotify:track:6Vecwo7AHst9V2CE3kmwr0,neo mellow
4337,spotify:track:42T2QQv3xgBlpQxaSP7lnK,alternative metal
4338,spotify:track:4kvdX9zzsix7jYHsRVkVUH,dance pop
4339,spotify:track:7CfaZQbPvsatNcnSO2I2JU,big room
4340,spotify:track:5FGDtm3MXJe8LikBkOJnOQ,alt z
4341,spotify:track:747tpec1a0Hfqvj2za1pBs,europop
4342,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,detroit hip hop
4343,spotify:track:6fR6Z0Vc1K6yQWNUIKjAIR,dance pop
4344,spotify:track:7cGcyNd7NVvDIwCAQSbJLI,east coast hip hop
4345,spotify:track:7d4fs9K4HhiqHyHvL0M9om,dance pop
4346,spotify:track:41IShViF79gmulEkIHAjcb,blues rock
4347,spotify:track:5WavgurgGX48eZv1q1E3on,dance pop
4348,spotify:track:00Mb3DuaIH1kjrwOku9CGU,canadian pop
4349,spotify:track:0jiBVBJkLrlGLgrIVmd3VK,dance pop
4350,spotify:track:5ljCWsDlSyJ41kwqym2ORw,east coast hip hop
4351,spotify:track:7kAFSrTIOiVZ0gnHBuAH3l,dance pop
4352,spotify:track:0n0MDbU8VrvGLof11GmOSx,
4353,spotify:track:0ieS2bue78yadTdPiyzsaO,afrofuturism
4354,spotify:track:38wTBBl2xMxaSP67S5cin3,
4355,spotify:track:3TCauNPqFiniaYHBvEVoHG,dance pop
4356,spotify:track:6FTJuZtQZvmPPRFmrcno9J,boy band
4357,spotify:track:0tr492xughUjNeqSDDD5nK,contemporary r&b
4358,spotify:track:1yvArCvZLTHiawRdWKSAWj,canadian pop
4359,spotify:track:16DhvbuyvJob4Q9GHNYu2n,alternative metal
4360,spotify:track:2641xdGDHxQnEkx8pIibqE,canadian pop
4361,spotify:track:2iclfHORMqpR3TxuhwVRhD,dance pop
4362,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,dance pop
4363,spotify:track:4RY96Asd9IefaL3X4LOLZ8,east coast hip hop
4364,spotify:track:5dNfHmqgr128gMY2tc5CeJ,
4365,spotify:track:75DjPjiIp2fvJDjtt41Jfs,dance pop
4366,spotify:track:7oLKoGzQVwjZ91AzCn560T,
4367,spotify:track:3OUApyz3jDB3syGUNGqB1d,contemporary r&b
4368,spotify:track:6rpNe6gSkmiYW6BfSFATi5,east coast hip hop
4369,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,alternative metal
4370,spotify:track:6bK9BH9Ts8Gj5JFvnQkzak,dance pop
4371,spotify:track:0ZHu7jkSSrT0eK4OxuG4O5,east coast hip hop
4372,spotify:track:2rxQMGVafnNaRaXlRMWPde,contemporary country
4373,spotify:track:0YImOCkIJ2PWhCXaURCZnY,east coast hip hop
4374,spotify:track:41bIQPBE1lFN0mmw6Lmssz,east coast hip hop
4375,spotify:track:1AWQoqb9bSvzTjaLralEkT,dance pop
4376,spotify:track:0COqiPhxzoWICwFCS4eZcp,alternative metal
4377,spotify:track:3CpoeW0cZSDzIRv5z34F87,detroit hip hop
4378,spotify:track:0aULRU35N9kTj6O1xMULRR,dance pop
4379,spotify:track:5dWfl2PBpKHpBVdz95wxK1,dancehall
4380,spotify:track:6Bm6qUCSatPAqkQllFL7oA,neo mellow
4381,spotify:track:19lLzX7vt4BhrSOaHeRyn7,pop
4382,spotify:track:6BIcjFZIVDZxNAcofRFPx4,contemporary r&b
4383,spotify:track:2xnVdRMaQBkRfZyefKC2ec,idol
4384,spotify:track:4vzYcDxBXAUPYDUna4BVeE,contemporary r&b
