,title,artist,peakPos,lastPos,weeks,rank,isNew,date,track_uri
20001,Philadelphia Freedom,The Elton John Band,2,3,5,2,False,1975-04-04,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq
20002,No No Song/snookeroo,Ringo Starr,3,6,9,3,False,1975-04-04,
20003,Express,B.T. Express,4,4,11,4,False,1975-04-04,spotify:track:7aUA2QLuPtuaBgnxLSAbnZ
20004,You Are So Beautiful/It's A Sin When You Love Somebody,Joe Cocker,5,5,13,5,False,1975-04-04,
20005,Poetry Man,Phoebe Snow,6,7,14,6,False,1975-04-04,spotify:track:5uhULfoDgTvz7BeWlqrV4a
20006,Lady Marmalade,Labelle,1,1,14,7,False,1975-04-04,spotify:track:17VWTx7LD7liGlpnlGhUbn
20007,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,8,11,10,8,False,1975-04-04,spotify:track:0b7qiL1rLbUUpGXczt7p5T
20008,Have You Never Been Mellow,Olivia Newton-John,1,10,11,9,False,1975-04-04,spotify:track:6Cm7NkPk9SixJs90swHvT3
20009,My Eyes Adored You,Frankie Valli,1,8,20,10,False,1975-04-04,spotify:track:2yDQVcj26tpi9IUJhw9xDs
20010,Once You Get Started,Rufus Featuring Chaka Khan,11,13,8,11,False,1975-04-04,spotify:track:6wwQQw2OJL5N2H0JgeBpNC
20011,Chevy Van,Sammy Johns,12,16,10,12,False,1975-04-04,spotify:track:31S6oGx81hVIjWz6cu5oNw
20012,Harry Truman,Chicago,13,17,7,13,False,1975-04-04,spotify:track:1qvFHNSBXGOsryKOr3p03m
20013,What Am I Gonna Do With You,Barry White,14,27,5,14,False,1975-04-04,spotify:track:27fgegYP2zQFkn0Go0v9xk
20014,Emma,Hot Chocolate,15,19,9,15,False,1975-04-04,spotify:track:0bsuSsRatN6sXKTnOMIwBb
20015,Supernatural Thing - Part I,Ben E. King,16,20,9,16,False,1975-04-04,
20016,Before The Next Teardrop Falls,Freddy Fender,17,21,10,17,False,1975-04-04,spotify:track:2SVW5774QbmEjWfbHOEnz3
20017,Walking In Rhythm,The Blackbyrds,18,22,9,18,False,1975-04-04,spotify:track:6lBOzYGkoPJz4tte6J4g0N
20018,L-O-V-E (Love),Al Green,19,24,6,19,False,1975-04-04,spotify:track:49qkJtDdi3KHmENFzleve4
20019,Shining Star,"Earth, Wind & Fire",20,25,8,20,False,1975-04-04,spotify:track:0RgcOUQg4qYAEt9RIdf3oB
20020,"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta,9,9,18,21,False,1975-04-04,spotify:track:0p2HblwKaVwAb2qOpfefzE
20021,Satin Soul,Love Unlimited Orchestra,22,26,9,22,False,1975-04-04,spotify:track:2uh4xWYmi6FRaoZqmj8SaF
20022,Long Tall Glasses (I Can Dance),Leo Sayer,23,28,7,23,False,1975-04-04,spotify:track:3AA2SafseoJo431Pee120g
20023,"Shame, Shame, Shame",Shirley And Company,12,12,13,24,False,1975-04-04,spotify:track:2RvoIv22fdI9Uhife5zdDl
20024,The Bertha Butt Boogie-Part 1,The Jimmy Castor Bunch,25,31,7,25,False,1975-04-04,spotify:track:3cPr5rDiN6Jqu38UfsqHip
20100,He Don't Love You (Like I Love You),Tony Orlando & Dawn,1,1,9,1,False,1975-05-04,spotify:track:0XaaoZUWQFzcFiQbXKhABU
20101,Before The Next Teardrop Falls,Freddy Fender,2,3,15,2,False,1975-05-04,spotify:track:2SVW5774QbmEjWfbHOEnz3
20102,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1,2,15,3,False,1975-05-04,spotify:track:0b7qiL1rLbUUpGXczt7p5T
20103,Jackie Blue,Ozark Mountain Daredevils,4,6,14,4,False,1975-05-04,spotify:track:1R9EHsvzpXwOvlGkgDmE55
20104,Shining Star,"Earth, Wind & Fire",5,7,13,5,False,1975-05-04,spotify:track:0RgcOUQg4qYAEt9RIdf3oB
20105,Walking In Rhythm,The Blackbyrds,6,8,14,6,False,1975-05-04,spotify:track:6lBOzYGkoPJz4tte6J4g0N
20106,Philadelphia Freedom,The Elton John Band,1,4,10,7,False,1975-05-04,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq
20107,Only Yesterday,Carpenters,8,10,7,8,False,1975-05-04,spotify:track:0NcuDGyoAhIlpjn6cNes3t
20108,Long Tall Glasses (I Can Dance),Leo Sayer,9,9,12,9,False,1975-05-04,spotify:track:3AA2SafseoJo431Pee120g
20109,I Don't Like To Sleep Alone,Paul Anka with Odia Coates,10,11,9,10,False,1975-05-04,spotify:track:3UvQgjdT34Miv5PmipafDb
20110,How Long,Ace,11,12,10,11,False,1975-05-04,spotify:track:4AjKVyNUMdUveKK5OH1OJD
20111,It's A Miracle,Barry Manilow,12,13,11,12,False,1975-05-04,spotify:track:0JNijCVL3ST5DjAQH9gWui
20112,Killer Queen,Queen,13,14,14,13,False,1975-05-04,spotify:track:7GqWnsKhMtEW0nzki5o0d8
20113,Thank God I'm A Country Boy,John Denver,14,15,8,14,False,1975-05-04,spotify:track:69HICMmc6nNLucAx3aJX9M
20114,Chevy Van,Sammy Johns,5,5,15,15,False,1975-05-04,spotify:track:31S6oGx81hVIjWz6cu5oNw
20115,Sister Golden Hair,America,16,28,6,16,False,1975-05-04,spotify:track:5VSAonaAPhhGn0G7hMYwWK
20116,Old Days,Chicago,17,43,3,17,False,1975-05-04,spotify:track:566JK3Jw6Elm5oydYhUXAu
20117,Bad Time,Grand Funk,18,24,6,18,False,1975-05-04,spotify:track:2DL5cXb2F3nvggbyTiNhzc
20118,Shoeshine Boy,Eddie Kendricks,19,23,13,19,False,1975-05-04,spotify:track:1vIsPpjkRBJyFBbYdQNopN
20119,When Will I Be Loved,Linda Ronstadt,20,33,5,20,False,1975-05-04,spotify:track:5jPPjNMIi1rD6BvQqxhJh5
20120,Hijack,Herbie Mann,21,26,11,21,False,1975-05-04,spotify:track:098lWpfeAQN2zT0FeE7jhj
20121,L-O-V-E (Love),Al Green,13,18,11,22,False,1975-05-04,spotify:track:49qkJtDdi3KHmENFzleve4
20122,Love Won't Let Me Wait,Major Harris,23,27,7,23,False,1975-05-04,spotify:track:7eQyTHRRxYkyUh8JRNOw09
20123,Cut The Cake,AWB,24,32,5,24,False,1975-05-04,spotify:track:3xbxpWicMrEJWwNhgvMjp6
20124,The Immigrant,Neil Sedaka,25,31,7,25,False,1975-05-04,spotify:track:06W15T3K83Be35xUKoCVzo
20200,Thank God I'm A Country Boy,John Denver,1,2,12,1,False,1975-06-04,spotify:track:69HICMmc6nNLucAx3aJX9M
20201,Sister Golden Hair,America,2,5,10,2,False,1975-06-04,spotify:track:5VSAonaAPhhGn0G7hMYwWK
20202,How Long,Ace,3,3,14,3,False,1975-06-04,spotify:track:4AjKVyNUMdUveKK5OH1OJD
20203,Bad Time,Grand Funk,4,6,10,4,False,1975-06-04,spotify:track:2DL5cXb2F3nvggbyTiNhzc
20204,Old Days,Chicago,5,7,7,5,False,1975-06-04,spotify:track:566JK3Jw6Elm5oydYhUXAu
20205,When Will I Be Loved,Linda Ronstadt,6,10,9,6,False,1975-06-04,spotify:track:5jPPjNMIi1rD6BvQqxhJh5
20206,Before The Next Teardrop Falls,Freddy Fender,1,1,19,7,False,1975-06-04,spotify:track:2SVW5774QbmEjWfbHOEnz3
20207,I'm Not Lisa,Jessi Colter,8,15,10,8,False,1975-06-04,spotify:track:1YhxsafQ8fO1VohU9BHxxs
20208,Love Won't Let Me Wait,Major Harris,9,11,11,9,False,1975-06-04,spotify:track:7eQyTHRRxYkyUh8JRNOw09
20209,Philadelphia Freedom,The Elton John Band,1,12,14,10,False,1975-06-04,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq
20210,Cut The Cake,AWB,11,13,9,11,False,1975-06-04,spotify:track:3xbxpWicMrEJWwNhgvMjp6
20211,Love Will Keep Us Together,The Captain & Tennille,12,25,8,12,False,1975-06-04,spotify:track:0FHtph5XkPn8cH2UwBwy3x
20212,Shining Star,"Earth, Wind & Fire",1,8,17,13,False,1975-06-04,spotify:track:0RgcOUQg4qYAEt9RIdf3oB
20213,"Get Down, Get Down (Get On The Floor)",Joe Simon,14,22,10,14,False,1975-06-04,spotify:track:35xAXJ0EVKTS78XgcEB7GU
20214,Only Women,Alice Cooper,15,19,10,15,False,1975-06-04,spotify:track:59xDvLlKHcLI0c9CSmzxSN
20215,Only Yesterday,Carpenters,4,4,11,16,False,1975-06-04,spotify:track:0NcuDGyoAhIlpjn6cNes3t
20216,Wildfire,Michael Murphey,17,20,11,17,False,1975-06-04,spotify:track:737c89v3Zdit8EUyNJ7KeS
20217,Bad Luck (Part 1),Harold Melvin And The Blue Notes,18,21,12,18,False,1975-06-04,spotify:track:45GRAGe9gfKso013lff4x6
20218,Take Me In Your Arms (Rock Me),The Doobie Brothers,19,26,6,19,False,1975-06-04,spotify:track:6IsXpp9Lv61QmHGCOmWjxZ
20219,Magic,Pilot,20,23,10,20,False,1975-06-04,spotify:track:500h8jAdr7LvzzXlm1qxtK
20220,The Last Farewell,Roger Whittaker,21,24,10,21,False,1975-06-04,spotify:track:3AInBEwANMFfwhpUcUechO
20221,I Don't Like To Sleep Alone,Paul Anka with Odia Coates,8,9,13,22,False,1975-06-04,spotify:track:3UvQgjdT34Miv5PmipafDb
20222,I'll Play For You,Seals & Crofts,23,27,10,23,False,1975-06-04,spotify:track:3DnuKENuelJxhN2uHkXyz1
20223,"I Wanna Dance Wit' Choo (Doo Dat Dance), Part I",Disco Tex & The Sex-O-Lettes,24,28,8,24,False,1975-06-04,spotify:track:0knh07GJikxOZFLdRGAuhw
20224,Remember What I Told You To Forget/My Ship,Tavares,25,30,9,25,False,1975-06-04,
20300,Love Will Keep Us Together,The Captain & Tennille,1,1,12,1,False,1975-07-04,spotify:track:0FHtph5XkPn8cH2UwBwy3x
20301,The Hustle,Van McCoy & The Soul City Symphony,2,6,12,2,False,1975-07-04,spotify:track:5w1vhNA2OEWUQ371QzyMmM
20302,Listen To What The Man Said,Wings,3,7,6,3,False,1975-07-04,spotify:track:0SkpjIqhANcC2QQu8DIuwG
20303,Wildfire,Michael Murphey,3,3,15,4,False,1975-07-04,spotify:track:737c89v3Zdit8EUyNJ7KeS
20304,Love Won't Let Me Wait,Major Harris,5,5,15,5,False,1975-07-04,spotify:track:7eQyTHRRxYkyUh8JRNOw09
20305,Magic,Pilot,6,9,14,6,False,1975-07-04,spotify:track:500h8jAdr7LvzzXlm1qxtK
20306,I'm Not Lisa,Jessi Colter,4,4,14,7,False,1975-07-04,spotify:track:1YhxsafQ8fO1VohU9BHxxs
20307,When Will I Be Loved,Linda Ronstadt,2,2,13,8,False,1975-07-04,spotify:track:5jPPjNMIi1rD6BvQqxhJh5
20308,One Of These Nights,Eagles,9,16,6,9,False,1975-07-04,spotify:track:608xszaAxVh4m7NcKJiAbF
20309,Please Mr. Please,Olivia Newton-John,10,15,5,10,False,1975-07-04,spotify:track:1lL1jDnZTH60djVb6vKIQj
20310,I'm Not In Love,10cc,11,17,8,11,False,1975-07-04,spotify:track:3A9x6yHdlP1H5BY5Pz3l7P
20311,Swearin' To God,Frankie Valli,12,14,8,12,False,1975-07-04,spotify:track:6lU9fLdtauyk0bE2HRHyve
20312,Rockin' Chair,Gwen McCrae,13,27,8,13,False,1975-07-04,spotify:track:2oZ6Eor6WotNuMgcYGkifn
20313,Only Women,Alice Cooper,12,12,14,14,False,1975-07-04,spotify:track:59xDvLlKHcLI0c9CSmzxSN
20314,The Way We Were/try To Remember,Gladys Knight And The Pips,15,19,11,15,False,1975-07-04,spotify:track:0bjLBTsge0KYD47MpydSIC
20315,Misty,Ray Stevens,16,20,11,16,False,1975-07-04,spotify:track:7uomyxZYl0CXHEgVphykOB
20316,Midnight Blue,Melissa Manchester,17,21,9,17,False,1975-07-04,spotify:track:0N3qcAXZM06zaTKm7JCtIh
20317,"Get Down, Get Down (Get On The Floor)",Joe Simon,8,8,14,18,False,1975-07-04,spotify:track:35xAXJ0EVKTS78XgcEB7GU
20318,Dynomite-Part I,Tony Camillo's Bazuka,19,23,13,19,False,1975-07-04,
20319,Why Can't We Be Friends?,War,20,24,10,20,False,1975-07-04,spotify:track:6x959m2QDvatSwUAVCHIuf
20320,Hey You,Bachman-Turner Overdrive,21,22,8,21,False,1975-07-04,spotify:track:2kE4qkaDNvNhXGLoArQDct
20321,Cut The Cake,AWB,10,10,13,22,False,1975-07-04,spotify:track:3xbxpWicMrEJWwNhgvMjp6
20322,I'm On Fire,Dwight Twilley Band,23,29,11,23,False,1975-07-04,spotify:track:0mWw8bJ64kgSYBgIFzfCnG
20323,Rhinestone Cowboy,Glen Campbell,24,30,6,24,False,1975-07-04,spotify:track:0VwTeYNjcl30DyQlt3GPe0
20324,Take Me In Your Arms (Rock Me),The Doobie Brothers,11,11,10,25,False,1975-07-04,spotify:track:6IsXpp9Lv61QmHGCOmWjxZ
20400,Jive Talkin',Bee Gees,1,3,11,1,False,1975-08-04,spotify:track:1Pc3OO6RWy28iFs7N2wPaW
20401,I'm Not In Love,10cc,2,2,13,2,False,1975-08-04,spotify:track:3A9x6yHdlP1H5BY5Pz3l7P
20402,Please Mr. Please,Olivia Newton-John,3,4,10,3,False,1975-08-04,spotify:track:1lL1jDnZTH60djVb6vKIQj
20403,One Of These Nights,Eagles,1,1,11,4,False,1975-08-04,spotify:track:608xszaAxVh4m7NcKJiAbF
20404,Someone Saved My Life Tonight,Elton John,5,6,6,5,False,1975-08-04,spotify:track:0bLOiofyBB62YU2cNnONJG
20405,Midnight Blue,Melissa Manchester,6,7,14,6,False,1975-08-04,spotify:track:0N3qcAXZM06zaTKm7JCtIh
20406,Rhinestone Cowboy,Glen Campbell,7,14,11,7,False,1975-08-04,spotify:track:0VwTeYNjcl30DyQlt3GPe0
20407,Why Can't We Be Friends?,War,8,12,15,8,False,1975-08-04,spotify:track:6x959m2QDvatSwUAVCHIuf
20408,How Sweet It Is (To Be Loved By You),James Taylor,9,15,8,9,False,1975-08-04,spotify:track:75Nlnd9AJ4CYrLXgWGsuTF
20409,The Rockford Files,Mike Post,10,13,13,10,False,1975-08-04,spotify:track:5ZX5pIdGQaeHxtHHe7v6ku
20410,The Hustle,Van McCoy & The Soul City Symphony,1,5,17,11,False,1975-08-04,spotify:track:5w1vhNA2OEWUQ371QzyMmM
20411,Listen To What The Man Said,Wings,1,8,11,12,False,1975-08-04,spotify:track:0SkpjIqhANcC2QQu8DIuwG
20412,Dynomite-Part I,Tony Camillo's Bazuka,10,10,18,13,False,1975-08-04,
20413,Mornin' Beautiful,Tony Orlando & Dawn,14,18,8,14,False,1975-08-04,spotify:track:2asG1uvJTNu9pkTVBDL66A
20414,Fallin' In Love,"Hamilton, Joe Frank & Reynolds",15,24,8,15,False,1975-08-04,spotify:track:4XrbcxI03ARSyqU8jE3pXy
20415,I'm On Fire,Dwight Twilley Band,16,16,16,16,False,1975-08-04,spotify:track:0mWw8bJ64kgSYBgIFzfCnG
20416,Love Will Keep Us Together,The Captain & Tennille,1,17,17,17,False,1975-08-04,spotify:track:0FHtph5XkPn8cH2UwBwy3x
20417,Fight The Power Part 1,The Isley Brothers,18,22,8,18,False,1975-08-04,spotify:track:4Ahjqin4mNFeJSVSk6wNLs
20418,Slippery When Wet,Commodores,19,20,14,19,False,1975-08-04,spotify:track:7a13xzsyUJGciP6Wr3Ku6R
20419,At Seventeen,Janis Ian,20,23,9,20,False,1975-08-04,spotify:track:7wJpqjqk8QbHpCakY1ZacY
20420,Holdin' On To Yesterday,Ambrosia,21,25,9,21,False,1975-08-04,spotify:track:5nFpF7jUbVnnDMXIu65aoh
20421,Get Down Tonight,KC And The Sunshine Band,22,32,5,22,False,1975-08-04,spotify:track:2qVZpGu1v98tvUAutqyAfJ
20422,Just A Little Bit Of You,Michael Jackson,23,26,10,23,False,1975-08-04,spotify:track:5u4kX7qmMLc4qN8xfr0pT9
20423,Wasted Days And Wasted Nights,Freddy Fender,24,28,8,24,False,1975-08-04,spotify:track:3xPer22ZLDCRQtb6Z03ykt
20424,Feel Like Makin' Love,Bad Company,25,29,6,25,False,1975-08-04,spotify:track:3KPwt1LBpt1jVSHz8GXERo
20500,Rhinestone Cowboy,Glen Campbell,1,3,15,1,False,1975-09-04,spotify:track:0VwTeYNjcl30DyQlt3GPe0
20501,Fallin' In Love,"Hamilton, Joe Frank & Reynolds",1,2,12,2,False,1975-09-04,spotify:track:4XrbcxI03ARSyqU8jE3pXy
20502,Get Down Tonight,KC And The Sunshine Band,1,1,9,3,False,1975-09-04,spotify:track:2qVZpGu1v98tvUAutqyAfJ
20503,At Seventeen,Janis Ian,4,7,13,4,False,1975-09-04,spotify:track:7wJpqjqk8QbHpCakY1ZacY
20504,How Sweet It Is (To Be Loved By You),James Taylor,5,5,12,5,False,1975-09-04,spotify:track:75Nlnd9AJ4CYrLXgWGsuTF
20505,Jive Talkin',Bee Gees,1,6,15,6,False,1975-09-04,spotify:track:1Pc3OO6RWy28iFs7N2wPaW
20506,Fame,David Bowie,7,11,11,7,False,1975-09-04,spotify:track:1PehfITh0TTRx3LkDdV4h3
20507,Fight The Power Part 1,The Isley Brothers,8,10,12,8,False,1975-09-04,spotify:track:4Ahjqin4mNFeJSVSk6wNLs
20508,Could It Be Magic,Barry Manilow,9,12,11,9,False,1975-09-04,spotify:track:6FDrn47S3Q4s9rhLHm4um0
20509,One Of These Nights,Eagles,1,4,15,10,False,1975-09-04,spotify:track:608xszaAxVh4m7NcKJiAbF
20510,Wasted Days And Wasted Nights,Freddy Fender,11,13,12,11,False,1975-09-04,spotify:track:3xPer22ZLDCRQtb6Z03ykt
20511,Feel Like Makin' Love,Bad Company,12,14,10,12,False,1975-09-04,spotify:track:3KPwt1LBpt1jVSHz8GXERo
20512,That's The Way Of The World,"Earth, Wind & Fire",13,15,10,13,False,1975-09-04,spotify:track:4BNhasx75KbS10jHq3VZTz
20513,Ballroom Blitz,Sweet,14,16,13,14,False,1975-09-04,spotify:track:3Pu3IChaAoa5EjgUBv5F6x
20514,I'm Sorry,John Denver,15,20,4,15,False,1975-09-04,spotify:track:4nyF5lmSziBAt7ESAUjpbx
20515,Third Rate Romance,Amazing Rhythm Aces,16,18,12,16,False,1975-09-04,spotify:track:1oRvLqwJowH9JU0uO1iVzA
20516,Holdin' On To Yesterday,Ambrosia,17,17,13,17,False,1975-09-04,spotify:track:5nFpF7jUbVnnDMXIu65aoh
20517,Someone Saved My Life Tonight,Elton John,4,8,10,18,False,1975-09-04,spotify:track:0bLOiofyBB62YU2cNnONJG
20518,Run Joey Run,David Geddes,19,23,6,19,False,1975-09-04,spotify:track:1g2nJvSNGFj145mRiT6usx
20519,Tush,ZZ Top,20,21,8,20,False,1975-09-04,spotify:track:6zGDIDjfDkPyNxrEERO3XG
20520,Solitaire,Carpenters,21,26,6,21,False,1975-09-04,spotify:track:6r1RBZtxQGZQVP9RSYS07J
20521,"Black Superman - ""Muhammad Ali""",Johnny Wakelin & The Kinshasa Band,22,24,24,22,False,1975-09-04,spotify:track:0VrjsVTKknB28kE3DdLk9j
20522,(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates,23,25,7,23,False,1975-09-04,spotify:track:6HH1rzLOFz4GdtLDRpqKdA
20523,Daisy Jane,America,24,27,8,24,False,1975-09-04,spotify:track:4vxLWiOERuSSC5edMs6uu0
20524,Dance With Me,Orleans,25,28,8,25,False,1975-09-04,spotify:track:3D0fUBloGwPcLGLyheGWXu
20600,Fame,David Bowie,1,2,15,1,False,1975-10-04,spotify:track:1PehfITh0TTRx3LkDdV4h3
20601,I'm Sorry,John Denver,1,1,8,2,False,1975-10-04,spotify:track:4nyF5lmSziBAt7ESAUjpbx
20602,Rhinestone Cowboy,Glen Campbell,1,3,19,3,False,1975-10-04,spotify:track:0VwTeYNjcl30DyQlt3GPe0
20603,Run Joey Run,David Geddes,4,5,10,4,False,1975-10-04,spotify:track:1g2nJvSNGFj145mRiT6usx
20604,Mr. Jaws,Dickie Goodman,5,14,5,5,False,1975-10-04,spotify:track:4f5khGfquhi5YDNd4bRusS
20605,Bad Blood,Neil Sedaka,6,25,4,6,False,1975-10-04,spotify:track:5ABrBYbzepxzcW9pLIWw1j
20606,Ballroom Blitz,Sweet,7,9,17,7,False,1975-10-04,spotify:track:3Pu3IChaAoa5EjgUBv5F6x
20607,Dance With Me,Orleans,8,12,12,8,False,1975-10-04,spotify:track:3D0fUBloGwPcLGLyheGWXu
20608,Ain't No Way To Treat A Lady,Helen Reddy,9,11,9,9,False,1975-10-04,spotify:track:5uH47LeHJFojQl0nyL5lJL
20609,Rocky,Austin Roberts,10,24,12,10,False,1975-10-04,spotify:track:3MOS4dRmZAIOpz3Vm817TO
20610,Wasted Days And Wasted Nights,Freddy Fender,8,8,16,11,False,1975-10-04,spotify:track:3xPer22ZLDCRQtb6Z03ykt
20611,Feelings,Morris Albert,12,16,16,12,False,1975-10-04,spotify:track:6DRjlgLTQPZ2dQIRIs7b0U
20612,It Only Takes A Minute,Tavares,13,17,11,13,False,1975-10-04,spotify:track:7L24ueXfFCegIfpxmRLbmM
20613,They Just Can't Stop It the (Games People Play),The Spinners,14,18,9,14,False,1975-10-04,spotify:track:3sGOzhLEKanogNnnNJQiDv
20614,(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates,15,15,11,15,False,1975-10-04,spotify:track:6HH1rzLOFz4GdtLDRpqKdA
20615,Could It Be Magic,Barry Manilow,6,6,15,16,False,1975-10-04,spotify:track:6FDrn47S3Q4s9rhLHm4um0
20616,Who Loves You,The 4 Seasons,17,30,7,17,False,1975-10-04,spotify:track:5MjwNUe4SSzAzsHoBjlPOm
20617,Lyin' Eyes,Eagles,18,40,4,18,False,1975-10-04,spotify:track:5lQKRR3MdJLtAwNBiT8Cq0
20618,Brazil,The Ritchie Family,19,23,10,19,False,1975-10-04,spotify:track:2ZADySuVICh5a2OOsUN302
20619,How Long (Betcha' Got A Chick On The Side),The Pointer Sisters,20,21,12,20,False,1975-10-04,spotify:track:6mXSg8hjQpxfl1sVpOvo4c
20620,At Seventeen,Janis Ian,3,7,17,21,False,1975-10-04,spotify:track:7wJpqjqk8QbHpCakY1ZacY
20621,Miracles,Jefferson Starship,22,27,7,22,False,1975-10-04,spotify:track:5dFvprlP5JS7gxeaMhMOWS
20622,Gone At Last,Paul Simon/Phoebe Snow,23,26,8,23,False,1975-10-04,spotify:track:5oROkcna6Wods0AJXmRzS0
20623,Fight The Power Part 1,The Isley Brothers,4,4,16,24,False,1975-10-04,spotify:track:4Ahjqin4mNFeJSVSk6wNLs
20624,Feel Like Makin' Love,Bad Company,10,10,14,25,False,1975-10-04,spotify:track:3KPwt1LBpt1jVSHz8GXERo
20700,Island Girl,Elton John,1,1,5,1,False,1975-11-04,spotify:track:2u3UJ9KyduTnbi9yUVGYfW
20701,Lyin' Eyes,Eagles,2,4,9,2,False,1975-11-04,spotify:track:5lQKRR3MdJLtAwNBiT8Cq0
20702,I'm Sorry,John Denver,1,2,13,3,False,1975-11-04,spotify:track:4nyF5lmSziBAt7ESAUjpbx
20703,Who Loves You,The 4 Seasons,4,6,12,4,False,1975-11-04,spotify:track:5MjwNUe4SSzAzsHoBjlPOm
20704,Miracles,Jefferson Starship,3,3,12,5,False,1975-11-04,spotify:track:5dFvprlP5JS7gxeaMhMOWS
20705,Heat Wave/love Is A Rose,Linda Ronstadt,6,9,8,6,False,1975-11-04,
20706,They Just Can't Stop It the (Games People Play),The Spinners,5,5,14,7,False,1975-11-04,spotify:track:3sGOzhLEKanogNnnNJQiDv
20707,This Will Be,Natalie Cole,8,10,11,8,False,1975-11-04,spotify:track:0PDCewmZCp0P5s00bptcdd
20708,Feelings,Morris Albert,6,7,21,9,False,1975-11-04,spotify:track:6DRjlgLTQPZ2dQIRIs7b0U
20709,The Way I Want To Touch You,Captain & Tennille,10,14,7,10,False,1975-11-04,spotify:track:7KdcZQ3GJeGdserhK61kfv
20710,Do It Any Way You Wanna,People's Choice,11,12,12,11,False,1975-11-04,spotify:track:2Ede3F4IK319I9ZDpXmv8K
20711,Low Rider,War,12,16,8,12,False,1975-11-04,spotify:track:7Bz8yww6UMbTgTVLG6zbI4
20712,Something Better To Do,Olivia Newton-John,13,13,8,13,False,1975-11-04,spotify:track:7x7eiPhnwODlzKrm4fupzW
20713,Lady Blue,Leon Russell,14,15,15,14,False,1975-11-04,spotify:track:5iqDl3manaRsASrEauSRPw
20714,S.O.S.,ABBA,15,17,12,15,False,1975-11-04,spotify:track:4dTeOAnnY4bLh4MeyNz6rK
20715,Bad Blood,Neil Sedaka,1,8,9,16,False,1975-11-04,spotify:track:5ABrBYbzepxzcW9pLIWw1j
20716,Sky High,Jigsaw,17,19,11,17,False,1975-11-04,spotify:track:3qCh6Vgu0O88nIeJXejoPb
20717,Nights On Broadway,Bee Gees,18,22,6,18,False,1975-11-04,spotify:track:6GgfJRdeYlQaUiS0qDvMPA
20718,That's The Way (I Like It),KC And The Sunshine Band,19,28,3,19,False,1975-11-04,spotify:track:1qiQduM84A0VeH8Y2uAbqi
20719,You,George Harrison,20,20,8,20,False,1975-11-04,spotify:track:1ukHtC2BBs51jmSGaxoEeL
20720,What A Diff'rence A Day Makes,Esther Phillips,21,21,13,21,False,1975-11-04,spotify:track:5yeiDZ5lwDQ1E60GJvmG4q
20721,"Fly, Robin, Fly",Silver Convention,22,25,5,22,False,1975-11-04,spotify:track:4Wr14AISsCuBGdkA6rids4
20722,Born To Run,Bruce Springsteen,23,23,8,23,False,1975-11-04,spotify:track:6hTcuIQa0sxrrByu9wTD7s
20723,My Little Town,Simon & Garfunkel,24,30,4,24,False,1975-11-04,spotify:track:3obrfotpr4kLCKiOu2GZ4Q
20724,I Only Have Eyes For You,Art Garfunkel,25,26,12,25,False,1975-11-04,spotify:track:6R9IbOTdjLU1za9B2tN5Jo
20800,"Fly, Robin, Fly",Silver Convention,1,1,9,1,False,1975-12-04,spotify:track:4Wr14AISsCuBGdkA6rids4
20801,That's The Way (I Like It),KC And The Sunshine Band,1,2,7,2,False,1975-12-04,spotify:track:1qiQduM84A0VeH8Y2uAbqi
20802,Sky High,Jigsaw,3,6,15,3,False,1975-12-04,spotify:track:3qCh6Vgu0O88nIeJXejoPb
20803,Let's Do It Again,The Staple Singers,4,5,7,4,False,1975-12-04,spotify:track:1YQIOrrOg1UDqZCGcZWQ0a
20804,The Way I Want To Touch You,Captain & Tennille,4,4,11,5,False,1975-12-04,spotify:track:7KdcZQ3GJeGdserhK61kfv
20805,Island Girl,Elton John,1,3,9,6,False,1975-12-04,spotify:track:2u3UJ9KyduTnbi9yUVGYfW
20806,Low Rider,War,7,7,12,7,False,1975-12-04,spotify:track:7Bz8yww6UMbTgTVLG6zbI4
20807,Nights On Broadway,Bee Gees,8,9,10,8,False,1975-12-04,spotify:track:6GgfJRdeYlQaUiS0qDvMPA
20808,Saturday Night,Bay City Rollers,9,11,9,9,False,1975-12-04,spotify:track:78zYiMv9yNTHgmm6kaUPCm
20809,My Little Town,Simon & Garfunkel,10,12,8,10,False,1975-12-04,spotify:track:3obrfotpr4kLCKiOu2GZ4Q
20810,Fox On The Run,Sweet,11,26,4,11,False,1975-12-04,spotify:track:4uip0lLkMKl1nwchsdXs1r
20811,Love Rollercoaster,Ohio Players,12,16,4,12,False,1975-12-04,spotify:track:1hRDHWWealh2Pk3fnpIe75
20812,I Write The Songs,Barry Manilow,13,27,4,13,False,1975-12-04,spotify:track:12FZTFRyd4RBzvKf8RB0zO
20813,Venus And Mars Rock Show,Wings,14,17,6,14,False,1975-12-04,spotify:track:2Q8CXEf6tMJRgxkTXfT242
