,uri,features
4010,spotify:track:08bn759cPYICtUPoYx29P0,"{'danceability': 0.874, 'energy': 0.498, 'key': 8, 'loudness': -9.108, 'mode': 1, 'speechiness': 0.233, 'acousticness': 0.00791, 'instrumentalness': 0.00375, 'liveness': 0.102, 'valence': 0.599, 'tempo': 81.997, 'type': 'audio_features', 'id': '08bn759cPYICtUPoYx29P0', 'uri': 'spotify:track:08bn759cPYICtUPoYx29P0', 'track_href': 'https://api.spotify.com/v1/tracks/08bn759cPYICtUPoYx29P0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/08bn759cPYICtUPoYx29P0', 'duration_ms': 257467, 'time_signature': 4}"
4011,spotify:track:35EhXVNa2anqUwo3xl8yBU,"{'danceability': 0.749, 'energy': 0.814, 'key': 6, 'loudness': -5.252, 'mode': 0, 'speechiness': 0.0744, 'acousticness': 0.00306, 'instrumentalness': 6.83e-05, 'liveness': 0.33, 'valence': 0.853, 'tempo': 99.597, 'type': 'audio_features', 'id': '35EhXVNa2anqUwo3xl8yBU', 'uri': 'spotify:track:35EhXVNa2anqUwo3xl8yBU', 'track_href': 'https://api.spotify.com/v1/tracks/35EhXVNa2anqUwo3xl8yBU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/35EhXVNa2anqUwo3xl8yBU', 'duration_ms': 315067, 'time_signature': 4}"
4012,spotify:track:013AWvizllIUEC2FOBzOnh,"{'danceability': 0.555, 'energy': 0.698, 'key': 0, 'loudness': -8.874, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.403, 'instrumentalness': 0, 'liveness': 0.0851, 'valence': 0.816, 'tempo': 168.12, 'type': 'audio_features', 'id': '013AWvizllIUEC2FOBzOnh', 'uri': 'spotify:track:013AWvizllIUEC2FOBzOnh', 'track_href': 'https://api.spotify.com/v1/tracks/013AWvizllIUEC2FOBzOnh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/013AWvizllIUEC2FOBzOnh', 'duration_ms': 277267, 'time_signature': 4}"
4013,spotify:track:6FuJokk9FHx0E00SZ8ib8X,"{'danceability': 0.569, 'energy': 0.44, 'key': 7, 'loudness': -8.948, 'mode': 1, 'speechiness': 0.035, 'acousticness': 0.471, 'instrumentalness': 0, 'liveness': 0.143, 'valence': 0.151, 'tempo': 75.001, 'type': 'audio_features', 'id': '6FuJokk9FHx0E00SZ8ib8X', 'uri': 'spotify:track:6FuJokk9FHx0E00SZ8ib8X', 'track_href': 'https://api.spotify.com/v1/tracks/6FuJokk9FHx0E00SZ8ib8X', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6FuJokk9FHx0E00SZ8ib8X', 'duration_ms': 303373, 'time_signature': 4}"
4014,spotify:track:4oJEy4qDPwDk5ac26yEMeL,"{'danceability': 0.607, 'energy': 0.497, 'key': 11, 'loudness': -7.017, 'mode': 1, 'speechiness': 0.0374, 'acousticness': 0.38, 'instrumentalness': 0, 'liveness': 0.0681, 'valence': 0.407, 'tempo': 125.951, 'type': 'audio_features', 'id': '4oJEy4qDPwDk5ac26yEMeL', 'uri': 'spotify:track:4oJEy4qDPwDk5ac26yEMeL', 'track_href': 'https://api.spotify.com/v1/tracks/4oJEy4qDPwDk5ac26yEMeL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4oJEy4qDPwDk5ac26yEMeL', 'duration_ms': 345133, 'time_signature': 3}"
4015,spotify:track:5L0KDoZklMgs9GPoonneEl,"{'danceability': 0.819, 'energy': 0.299, 'key': 5, 'loudness': -11.964, 'mode': 0, 'speechiness': 0.122, 'acousticness': 0.153, 'instrumentalness': 0, 'liveness': 0.3, 'valence': 0.515, 'tempo': 121.913, 'type': 'audio_features', 'id': '5L0KDoZklMgs9GPoonneEl', 'uri': 'spotify:track:5L0KDoZklMgs9GPoonneEl', 'track_href': 'https://api.spotify.com/v1/tracks/5L0KDoZklMgs9GPoonneEl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5L0KDoZklMgs9GPoonneEl', 'duration_ms': 227907, 'time_signature': 4}"
4016,spotify:track:2cZuNzaAGNFozlZTxSDU1g,"{'danceability': 0.913, 'energy': 0.6, 'key': 11, 'loudness': -8.446, 'mode': 0, 'speechiness': 0.202, 'acousticness': 0.0096, 'instrumentalness': 0, 'liveness': 0.117, 'valence': 0.764, 'tempo': 103.268, 'type': 'audio_features', 'id': '2cZuNzaAGNFozlZTxSDU1g', 'uri': 'spotify:track:2cZuNzaAGNFozlZTxSDU1g', 'track_href': 'https://api.spotify.com/v1/tracks/2cZuNzaAGNFozlZTxSDU1g', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2cZuNzaAGNFozlZTxSDU1g', 'duration_ms': 217640, 'time_signature': 4}"
4017,spotify:track:3Uvx1TO0Kg5HgGPk58lHXv,"{'danceability': 0.561, 'energy': 0.593, 'key': 5, 'loudness': -9.362, 'mode': 1, 'speechiness': 0.0264, 'acousticness': 0.00327, 'instrumentalness': 0.00144, 'liveness': 0.0967, 'valence': 0.574, 'tempo': 80.282, 'type': 'audio_features', 'id': '3Uvx1TO0Kg5HgGPk58lHXv', 'uri': 'spotify:track:3Uvx1TO0Kg5HgGPk58lHXv', 'track_href': 'https://api.spotify.com/v1/tracks/3Uvx1TO0Kg5HgGPk58lHXv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Uvx1TO0Kg5HgGPk58lHXv', 'duration_ms': 253413, 'time_signature': 4}"
4018,spotify:track:33LC84JgLvK2KuW43MfaNq,"{'danceability': 0.428, 'energy': 0.276, 'key': 4, 'loudness': -11.729, 'mode': 1, 'speechiness': 0.0312, 'acousticness': 0.732, 'instrumentalness': 5.33e-06, 'liveness': 0.117, 'valence': 0.0382, 'tempo': 99.195, 'type': 'audio_features', 'id': '33LC84JgLvK2KuW43MfaNq', 'uri': 'spotify:track:33LC84JgLvK2KuW43MfaNq', 'track_href': 'https://api.spotify.com/v1/tracks/33LC84JgLvK2KuW43MfaNq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/33LC84JgLvK2KuW43MfaNq', 'duration_ms': 280000, 'time_signature': 1}"
4019,spotify:track:0weAUscowxeqDtpCgtbpgp,"{'danceability': 0.881, 'energy': 0.874, 'key': 6, 'loudness': -4.505, 'mode': 1, 'speechiness': 0.139, 'acousticness': 0.0175, 'instrumentalness': 1.14e-06, 'liveness': 0.154, 'valence': 0.858, 'tempo': 107.891, 'type': 'audio_features', 'id': '0weAUscowxeqDtpCgtbpgp', 'uri': 'spotify:track:0weAUscowxeqDtpCgtbpgp', 'track_href': 'https://api.spotify.com/v1/tracks/0weAUscowxeqDtpCgtbpgp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0weAUscowxeqDtpCgtbpgp', 'duration_ms': 227933, 'time_signature': 4}"
4020,spotify:track:5kHgrRO3hMDPehtH9VhYQc,"{'danceability': 0.67, 'energy': 0.582, 'key': 1, 'loudness': -3.574, 'mode': 1, 'speechiness': 0.224, 'acousticness': 0.3, 'instrumentalness': 0, 'liveness': 0.0845, 'valence': 0.675, 'tempo': 181.841, 'type': 'audio_features', 'id': '5kHgrRO3hMDPehtH9VhYQc', 'uri': 'spotify:track:5kHgrRO3hMDPehtH9VhYQc', 'track_href': 'https://api.spotify.com/v1/tracks/5kHgrRO3hMDPehtH9VhYQc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5kHgrRO3hMDPehtH9VhYQc', 'duration_ms': 207467, 'time_signature': 4}"
4021,spotify:track:2IObe2lNB04HPbFfsSQ89f,"{'danceability': 0.557, 'energy': 0.865, 'key': 9, 'loudness': -6.075, 'mode': 0, 'speechiness': 0.139, 'acousticness': 0.00323, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.501, 'tempo': 139.382, 'type': 'audio_features', 'id': '2IObe2lNB04HPbFfsSQ89f', 'uri': 'spotify:track:2IObe2lNB04HPbFfsSQ89f', 'track_href': 'https://api.spotify.com/v1/tracks/2IObe2lNB04HPbFfsSQ89f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2IObe2lNB04HPbFfsSQ89f', 'duration_ms': 249213, 'time_signature': 4}"
4022,spotify:track:1GwMQaZz6Au3QLDbjbMdme,"{'danceability': 0.598, 'energy': 0.504, 'key': 9, 'loudness': -9.874, 'mode': 1, 'speechiness': 0.0731, 'acousticness': 0.186, 'instrumentalness': 0.000221, 'liveness': 0.34, 'valence': 0.252, 'tempo': 163.954, 'type': 'audio_features', 'id': '1GwMQaZz6Au3QLDbjbMdme', 'uri': 'spotify:track:1GwMQaZz6Au3QLDbjbMdme', 'track_href': 'https://api.spotify.com/v1/tracks/1GwMQaZz6Au3QLDbjbMdme', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GwMQaZz6Au3QLDbjbMdme', 'duration_ms': 203507, 'time_signature': 4}"
4023,spotify:track:1RQnYh2xw2BPpnzQFbO5r5,"{'danceability': 0.333, 'energy': 0.631, 'key': 2, 'loudness': -4.992, 'mode': 1, 'speechiness': 0.0461, 'acousticness': 0.484, 'instrumentalness': 0, 'liveness': 0.332, 'valence': 0.342, 'tempo': 80.14, 'type': 'audio_features', 'id': '1RQnYh2xw2BPpnzQFbO5r5', 'uri': 'spotify:track:1RQnYh2xw2BPpnzQFbO5r5', 'track_href': 'https://api.spotify.com/v1/tracks/1RQnYh2xw2BPpnzQFbO5r5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1RQnYh2xw2BPpnzQFbO5r5', 'duration_ms': 271933, 'time_signature': 4}"
4024,spotify:track:0jOXmNowR2j1hVpZMqnz9P,"{'danceability': 0.677, 'energy': 0.503, 'key': 4, 'loudness': -9.027, 'mode': 1, 'speechiness': 0.0867, 'acousticness': 0.0899, 'instrumentalness': 1.48e-05, 'liveness': 0.182, 'valence': 0.417, 'tempo': 85.926, 'type': 'audio_features', 'id': '0jOXmNowR2j1hVpZMqnz9P', 'uri': 'spotify:track:0jOXmNowR2j1hVpZMqnz9P', 'track_href': 'https://api.spotify.com/v1/tracks/0jOXmNowR2j1hVpZMqnz9P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0jOXmNowR2j1hVpZMqnz9P', 'duration_ms': 207467, 'time_signature': 4}"
4025,spotify:track:6dLujFTBvLRnr8zPMMVUJg,"{'danceability': 0.577, 'energy': 0.622, 'key': 1, 'loudness': -7.493, 'mode': 1, 'speechiness': 0.525, 'acousticness': 0.0816, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.671, 'tempo': 193.285, 'type': 'audio_features', 'id': '6dLujFTBvLRnr8zPMMVUJg', 'uri': 'spotify:track:6dLujFTBvLRnr8zPMMVUJg', 'track_href': 'https://api.spotify.com/v1/tracks/6dLujFTBvLRnr8zPMMVUJg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6dLujFTBvLRnr8zPMMVUJg', 'duration_ms': 284800, 'time_signature': 4}"
4026,spotify:track:5GorFaKkP2mLREQvhSblIg,"{'danceability': 0.629, 'energy': 0.511, 'key': 1, 'loudness': -8.651, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.114, 'instrumentalness': 3.91e-06, 'liveness': 0.0588, 'valence': 0.181, 'tempo': 128.038, 'type': 'audio_features', 'id': '5GorFaKkP2mLREQvhSblIg', 'uri': 'spotify:track:5GorFaKkP2mLREQvhSblIg', 'track_href': 'https://api.spotify.com/v1/tracks/5GorFaKkP2mLREQvhSblIg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5GorFaKkP2mLREQvhSblIg', 'duration_ms': 331240, 'time_signature': 4}"
4027,spotify:track:6lknMmJZALXxx7emwwZWLX,"{'danceability': 0.706, 'energy': 0.633, 'key': 1, 'loudness': -9.584, 'mode': 1, 'speechiness': 0.0419, 'acousticness': 0.267, 'instrumentalness': 0.0192, 'liveness': 0.175, 'valence': 0.375, 'tempo': 110.005, 'type': 'audio_features', 'id': '6lknMmJZALXxx7emwwZWLX', 'uri': 'spotify:track:6lknMmJZALXxx7emwwZWLX', 'track_href': 'https://api.spotify.com/v1/tracks/6lknMmJZALXxx7emwwZWLX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6lknMmJZALXxx7emwwZWLX', 'duration_ms': 120157, 'time_signature': 4}"
4028,spotify:track:0sKJExQWRKxd76gSSwrsaI,"{'danceability': 0.49, 'energy': 0.535, 'key': 5, 'loudness': -8.998, 'mode': 0, 'speechiness': 0.102, 'acousticness': 0.0436, 'instrumentalness': 0.000322, 'liveness': 0.128, 'valence': 0.323, 'tempo': 127.806, 'type': 'audio_features', 'id': '0sKJExQWRKxd76gSSwrsaI', 'uri': 'spotify:track:0sKJExQWRKxd76gSSwrsaI', 'track_href': 'https://api.spotify.com/v1/tracks/0sKJExQWRKxd76gSSwrsaI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0sKJExQWRKxd76gSSwrsaI', 'duration_ms': 147779, 'time_signature': 5}"
4029,spotify:track:5IFCyWplye09HytIP80RCF,"{'danceability': 0.847, 'energy': 0.402, 'key': 7, 'loudness': -9.952, 'mode': 1, 'speechiness': 0.0641, 'acousticness': 0.0118, 'instrumentalness': 0, 'liveness': 0.283, 'valence': 0.752, 'tempo': 99.693, 'type': 'audio_features', 'id': '5IFCyWplye09HytIP80RCF', 'uri': 'spotify:track:5IFCyWplye09HytIP80RCF', 'track_href': 'https://api.spotify.com/v1/tracks/5IFCyWplye09HytIP80RCF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5IFCyWplye09HytIP80RCF', 'duration_ms': 259440, 'time_signature': 4}"
4030,spotify:track:57iDDD9N9tTWe75x6qhStw,"{'danceability': 0.356, 'energy': 0.917, 'key': 9, 'loudness': -6.006, 'mode': 1, 'speechiness': 0.0479, 'acousticness': 0.0335, 'instrumentalness': 0, 'liveness': 0.406, 'valence': 0.518, 'tempo': 171.176, 'type': 'audio_features', 'id': '57iDDD9N9tTWe75x6qhStw', 'uri': 'spotify:track:57iDDD9N9tTWe75x6qhStw', 'track_href': 'https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw', 'duration_ms': 357267, 'time_signature': 4}"
4031,spotify:track:3EdakRU1Y7pc8QXcON3vlz,"{'danceability': 0.779, 'energy': 0.423, 'key': 11, 'loudness': -5.238, 'mode': 0, 'speechiness': 0.038, 'acousticness': 0.182, 'instrumentalness': 0, 'liveness': 0.183, 'valence': 0.326, 'tempo': 121.962, 'type': 'audio_features', 'id': '3EdakRU1Y7pc8QXcON3vlz', 'uri': 'spotify:track:3EdakRU1Y7pc8QXcON3vlz', 'track_href': 'https://api.spotify.com/v1/tracks/3EdakRU1Y7pc8QXcON3vlz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3EdakRU1Y7pc8QXcON3vlz', 'duration_ms': 275933, 'time_signature': 4}"
4032,spotify:track:1VyA8mbSyXOdJx2lguR8Uu,"{'danceability': 0.318, 'energy': 0.476, 'key': 0, 'loudness': -7.108, 'mode': 1, 'speechiness': 0.0441, 'acousticness': 0.454, 'instrumentalness': 1.57e-05, 'liveness': 0.503, 'valence': 0.0807, 'tempo': 160.737, 'type': 'audio_features', 'id': '1VyA8mbSyXOdJx2lguR8Uu', 'uri': 'spotify:track:1VyA8mbSyXOdJx2lguR8Uu', 'track_href': 'https://api.spotify.com/v1/tracks/1VyA8mbSyXOdJx2lguR8Uu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1VyA8mbSyXOdJx2lguR8Uu', 'duration_ms': 166137, 'time_signature': 4}"
4033,spotify:track:3RSpK5Y0y5tl25qvssrwJ6,"{'danceability': 0.607, 'energy': 0.317, 'key': 7, 'loudness': -10.244, 'mode': 0, 'speechiness': 0.029, 'acousticness': 0.732, 'instrumentalness': 4.53e-05, 'liveness': 0.086, 'valence': 0.111, 'tempo': 108.122, 'type': 'audio_features', 'id': '3RSpK5Y0y5tl25qvssrwJ6', 'uri': 'spotify:track:3RSpK5Y0y5tl25qvssrwJ6', 'track_href': 'https://api.spotify.com/v1/tracks/3RSpK5Y0y5tl25qvssrwJ6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3RSpK5Y0y5tl25qvssrwJ6', 'duration_ms': 230933, 'time_signature': 4}"
4034,spotify:track:7L3D42GR3ZdROSC554hY3l,"{'danceability': 0.69, 'energy': 0.317, 'key': 3, 'loudness': -9.607, 'mode': 1, 'speechiness': 0.0592, 'acousticness': 0.727, 'instrumentalness': 0.835, 'liveness': 0.103, 'valence': 0.46, 'tempo': 129.812, 'type': 'audio_features', 'id': '7L3D42GR3ZdROSC554hY3l', 'uri': 'spotify:track:7L3D42GR3ZdROSC554hY3l', 'track_href': 'https://api.spotify.com/v1/tracks/7L3D42GR3ZdROSC554hY3l', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7L3D42GR3ZdROSC554hY3l', 'duration_ms': 167077, 'time_signature': 4}"
4035,spotify:track:4rTeOSYqwXNz5qPR2DUTFZ,"{'danceability': 0.735, 'energy': 0.873, 'key': 10, 'loudness': -3.493, 'mode': 0, 'speechiness': 0.0402, 'acousticness': 0.025, 'instrumentalness': 3.27e-06, 'liveness': 0.265, 'valence': 0.586, 'tempo': 108.021, 'type': 'audio_features', 'id': '4rTeOSYqwXNz5qPR2DUTFZ', 'uri': 'spotify:track:4rTeOSYqwXNz5qPR2DUTFZ', 'track_href': 'https://api.spotify.com/v1/tracks/4rTeOSYqwXNz5qPR2DUTFZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4rTeOSYqwXNz5qPR2DUTFZ', 'duration_ms': 224960, 'time_signature': 4}"
4036,spotify:track:0Cwn4fq9ysV0PsfSew34bp,"{'danceability': 0.817, 'energy': 0.84, 'key': 2, 'loudness': -8.598, 'mode': 1, 'speechiness': 0.0923, 'acousticness': 0.00511, 'instrumentalness': 0.000345, 'liveness': 0.288, 'valence': 0.89, 'tempo': 104.295, 'type': 'audio_features', 'id': '0Cwn4fq9ysV0PsfSew34bp', 'uri': 'spotify:track:0Cwn4fq9ysV0PsfSew34bp', 'track_href': 'https://api.spotify.com/v1/tracks/0Cwn4fq9ysV0PsfSew34bp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Cwn4fq9ysV0PsfSew34bp', 'duration_ms': 237907, 'time_signature': 4}"
4037,spotify:track:4Wtk0YYWUcx1JYicaq5Jd0,"{'danceability': 0.812, 'energy': 0.5, 'key': 2, 'loudness': -6.842, 'mode': 1, 'speechiness': 0.084, 'acousticness': 0.209, 'instrumentalness': 0, 'liveness': 0.174, 'valence': 0.521, 'tempo': 137.041, 'type': 'audio_features', 'id': '4Wtk0YYWUcx1JYicaq5Jd0', 'uri': 'spotify:track:4Wtk0YYWUcx1JYicaq5Jd0', 'track_href': 'https://api.spotify.com/v1/tracks/4Wtk0YYWUcx1JYicaq5Jd0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Wtk0YYWUcx1JYicaq5Jd0', 'duration_ms': 264933, 'time_signature': 4}"
4038,spotify:track:5mkGfmJGFZpwK9nA5amOhv,"{'danceability': 0.67, 'energy': 0.558, 'key': 2, 'loudness': -9.159, 'mode': 1, 'speechiness': 0.0251, 'acousticness': 0.238, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.63, 'tempo': 80.511, 'type': 'audio_features', 'id': '5mkGfmJGFZpwK9nA5amOhv', 'uri': 'spotify:track:5mkGfmJGFZpwK9nA5amOhv', 'track_href': 'https://api.spotify.com/v1/tracks/5mkGfmJGFZpwK9nA5amOhv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5mkGfmJGFZpwK9nA5amOhv', 'duration_ms': 173493, 'time_signature': 4}"
4039,spotify:track:221LRlPHPuevgE1tuUlof9,"{'danceability': 0.751, 'energy': 0.939, 'key': 8, 'loudness': -3.305, 'mode': 0, 'speechiness': 0.0466, 'acousticness': 0.0521, 'instrumentalness': 0.00056, 'liveness': 0.477, 'valence': 0.905, 'tempo': 112.041, 'type': 'audio_features', 'id': '221LRlPHPuevgE1tuUlof9', 'uri': 'spotify:track:221LRlPHPuevgE1tuUlof9', 'track_href': 'https://api.spotify.com/v1/tracks/221LRlPHPuevgE1tuUlof9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/221LRlPHPuevgE1tuUlof9', 'duration_ms': 200440, 'time_signature': 4}"
