,uri,features
1018,spotify:track:40BvPdq2rwYIoioUgjKHoK,"{'danceability': 0.344, 'energy': 0.365, 'key': 7, 'loudness': -9.628, 'mode': 1, 'speechiness': 0.0279, 'acousticness': 0.801, 'instrumentalness': 0.000509, 'liveness': 0.0712, 'valence': 0.359, 'tempo': 100.79, 'type': 'audio_features', 'id': '40BvPdq2rwYIoioUgjKHoK', 'uri': 'spotify:track:40BvPdq2rwYIoioUgjKHoK', 'track_href': 'https://api.spotify.com/v1/tracks/40BvPdq2rwYIoioUgjKHoK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40BvPdq2rwYIoioUgjKHoK', 'duration_ms': 164827, 'time_signature': 3}"
1019,spotify:track:5Y9St7Txe6OT7MgXknJwDr,"{'danceability': 0.474, 'energy': 0.686, 'key': 10, 'loudness': -7.624, 'mode': 1, 'speechiness': 0.0527, 'acousticness': 0.268, 'instrumentalness': 0, 'liveness': 0.0981, 'valence': 0.882, 'tempo': 74.305, 'type': 'audio_features', 'id': '5Y9St7Txe6OT7MgXknJwDr', 'uri': 'spotify:track:5Y9St7Txe6OT7MgXknJwDr', 'track_href': 'https://api.spotify.com/v1/tracks/5Y9St7Txe6OT7MgXknJwDr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Y9St7Txe6OT7MgXknJwDr', 'duration_ms': 176360, 'time_signature': 4}"
1020,spotify:track:2wvr1ITeMHg51JQXT0gltU,"{'danceability': 0.427, 'energy': 0.6, 'key': 8, 'loudness': -10.389, 'mode': 1, 'speechiness': 0.0438, 'acousticness': 0.912, 'instrumentalness': 0.0102, 'liveness': 0.154, 'valence': 0.679, 'tempo': 115.2, 'type': 'audio_features', 'id': '2wvr1ITeMHg51JQXT0gltU', 'uri': 'spotify:track:2wvr1ITeMHg51JQXT0gltU', 'track_href': 'https://api.spotify.com/v1/tracks/2wvr1ITeMHg51JQXT0gltU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2wvr1ITeMHg51JQXT0gltU', 'duration_ms': 158747, 'time_signature': 4}"
1021,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,"{'danceability': 0.584, 'energy': 0.367, 'key': 6, 'loudness': -9.638, 'mode': 0, 'speechiness': 0.0328, 'acousticness': 0.55, 'instrumentalness': 1.38e-05, 'liveness': 0.0818, 'valence': 0.588, 'tempo': 120.175, 'type': 'audio_features', 'id': '1JO1xLtVc8mWhIoE3YaCL0', 'uri': 'spotify:track:1JO1xLtVc8mWhIoE3YaCL0', 'track_href': 'https://api.spotify.com/v1/tracks/1JO1xLtVc8mWhIoE3YaCL0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0', 'duration_ms': 176293, 'time_signature': 4}"
1022,spotify:track:1mFrjW8e8fuAOowlU3Q3Dr,"{'danceability': 0.396, 'energy': 0.452, 'key': 7, 'loudness': -8.809, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.814, 'instrumentalness': 0, 'liveness': 0.192, 'valence': 0.307, 'tempo': 103.264, 'type': 'audio_features', 'id': '1mFrjW8e8fuAOowlU3Q3Dr', 'uri': 'spotify:track:1mFrjW8e8fuAOowlU3Q3Dr', 'track_href': 'https://api.spotify.com/v1/tracks/1mFrjW8e8fuAOowlU3Q3Dr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1mFrjW8e8fuAOowlU3Q3Dr', 'duration_ms': 178733, 'time_signature': 4}"
1023,spotify:track:1x4cWY0XlKELUqGjVYGn6V,"{'danceability': 0.295, 'energy': 0.255, 'key': 4, 'loudness': -16.461, 'mode': 1, 'speechiness': 0.0684, 'acousticness': 0.76, 'instrumentalness': 0, 'liveness': 0.159, 'valence': 0.455, 'tempo': 208.088, 'type': 'audio_features', 'id': '1x4cWY0XlKELUqGjVYGn6V', 'uri': 'spotify:track:1x4cWY0XlKELUqGjVYGn6V', 'track_href': 'https://api.spotify.com/v1/tracks/1x4cWY0XlKELUqGjVYGn6V', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1x4cWY0XlKELUqGjVYGn6V', 'duration_ms': 228780, 'time_signature': 4}"
1024,spotify:track:0LVvnJs7eOuHIkWwjWHEWF,"{'danceability': 0.655, 'energy': 0.8, 'key': 6, 'loudness': -8.375, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.0892, 'instrumentalness': 0, 'liveness': 0.491, 'valence': 0.695, 'tempo': 111.195, 'type': 'audio_features', 'id': '0LVvnJs7eOuHIkWwjWHEWF', 'uri': 'spotify:track:0LVvnJs7eOuHIkWwjWHEWF', 'track_href': 'https://api.spotify.com/v1/tracks/0LVvnJs7eOuHIkWwjWHEWF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0LVvnJs7eOuHIkWwjWHEWF', 'duration_ms': 181840, 'time_signature': 4}"
1025,spotify:track:6Z7BSliABjBc0epIMVn2FU,"{'danceability': 0.284, 'energy': 0.364, 'key': 5, 'loudness': -8.024, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.544, 'instrumentalness': 0, 'liveness': 0.271, 'valence': 0.392, 'tempo': 98.995, 'type': 'audio_features', 'id': '6Z7BSliABjBc0epIMVn2FU', 'uri': 'spotify:track:6Z7BSliABjBc0epIMVn2FU', 'track_href': 'https://api.spotify.com/v1/tracks/6Z7BSliABjBc0epIMVn2FU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Z7BSliABjBc0epIMVn2FU', 'duration_ms': 138400, 'time_signature': 3}"
1026,spotify:track:1h04XMpzGzmAudoI6VHBgA,"{'danceability': 0.651, 'energy': 0.488, 'key': 9, 'loudness': -8.22, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.212, 'instrumentalness': 0.026, 'liveness': 0.136, 'valence': 0.49, 'tempo': 113.038, 'type': 'audio_features', 'id': '1h04XMpzGzmAudoI6VHBgA', 'uri': 'spotify:track:1h04XMpzGzmAudoI6VHBgA', 'track_href': 'https://api.spotify.com/v1/tracks/1h04XMpzGzmAudoI6VHBgA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1h04XMpzGzmAudoI6VHBgA', 'duration_ms': 180893, 'time_signature': 4}"
1027,spotify:track:2wzsjDlpb7IomJrFweCDKQ,"{'danceability': 0.318, 'energy': 0.475, 'key': 2, 'loudness': -12.053, 'mode': 1, 'speechiness': 0.0446, 'acousticness': 0.462, 'instrumentalness': 0.024, 'liveness': 0.121, 'valence': 0.675, 'tempo': 231.028, 'type': 'audio_features', 'id': '2wzsjDlpb7IomJrFweCDKQ', 'uri': 'spotify:track:2wzsjDlpb7IomJrFweCDKQ', 'track_href': 'https://api.spotify.com/v1/tracks/2wzsjDlpb7IomJrFweCDKQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2wzsjDlpb7IomJrFweCDKQ', 'duration_ms': 157720, 'time_signature': 4}"
1028,spotify:track:3AXDLGI5TIYi72JcYFvNpv,"{'danceability': 0.783, 'energy': 0.42, 'key': 11, 'loudness': -11.05, 'mode': 0, 'speechiness': 0.103, 'acousticness': 0.0722, 'instrumentalness': 0.0316, 'liveness': 0.0692, 'valence': 0.716, 'tempo': 131.75, 'type': 'audio_features', 'id': '3AXDLGI5TIYi72JcYFvNpv', 'uri': 'spotify:track:3AXDLGI5TIYi72JcYFvNpv', 'track_href': 'https://api.spotify.com/v1/tracks/3AXDLGI5TIYi72JcYFvNpv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3AXDLGI5TIYi72JcYFvNpv', 'duration_ms': 130320, 'time_signature': 4}"
1029,spotify:track:4CeMCGrUZByXsrPUV7Qzsu,"{'danceability': 0.609, 'energy': 0.818, 'key': 5, 'loudness': -4.62, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.114, 'instrumentalness': 0.316, 'liveness': 0.0999, 'valence': 0.922, 'tempo': 78.955, 'type': 'audio_features', 'id': '4CeMCGrUZByXsrPUV7Qzsu', 'uri': 'spotify:track:4CeMCGrUZByXsrPUV7Qzsu', 'track_href': 'https://api.spotify.com/v1/tracks/4CeMCGrUZByXsrPUV7Qzsu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CeMCGrUZByXsrPUV7Qzsu', 'duration_ms': 168053, 'time_signature': 4}"
1030,spotify:track:3QzPRTZ6hocM2nTZYkdIq7,"{'danceability': 0.555, 'energy': 0.639, 'key': 0, 'loudness': -7.867, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.298, 'instrumentalness': 0.000645, 'liveness': 0.638, 'valence': 0.871, 'tempo': 129.173, 'type': 'audio_features', 'id': '3QzPRTZ6hocM2nTZYkdIq7', 'uri': 'spotify:track:3QzPRTZ6hocM2nTZYkdIq7', 'track_href': 'https://api.spotify.com/v1/tracks/3QzPRTZ6hocM2nTZYkdIq7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3QzPRTZ6hocM2nTZYkdIq7', 'duration_ms': 153453, 'time_signature': 4}"
1031,spotify:track:7N3UAu6FkwdBg9J7OONBBP,"{'danceability': 0.701, 'energy': 0.517, 'key': 2, 'loudness': -7.951, 'mode': 1, 'speechiness': 0.0357, 'acousticness': 0.765, 'instrumentalness': 0, 'liveness': 0.385, 'valence': 0.688, 'tempo': 127.401, 'type': 'audio_features', 'id': '7N3UAu6FkwdBg9J7OONBBP', 'uri': 'spotify:track:7N3UAu6FkwdBg9J7OONBBP', 'track_href': 'https://api.spotify.com/v1/tracks/7N3UAu6FkwdBg9J7OONBBP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7N3UAu6FkwdBg9J7OONBBP', 'duration_ms': 163733, 'time_signature': 4}"
1032,spotify:track:1hES47PrbU8GPTI5A9lsr0,"{'danceability': 0.657, 'energy': 0.371, 'key': 5, 'loudness': -9.186, 'mode': 1, 'speechiness': 0.0359, 'acousticness': 0.367, 'instrumentalness': 0.0459, 'liveness': 0.157, 'valence': 0.709, 'tempo': 134.867, 'type': 'audio_features', 'id': '1hES47PrbU8GPTI5A9lsr0', 'uri': 'spotify:track:1hES47PrbU8GPTI5A9lsr0', 'track_href': 'https://api.spotify.com/v1/tracks/1hES47PrbU8GPTI5A9lsr0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hES47PrbU8GPTI5A9lsr0', 'duration_ms': 171773, 'time_signature': 4}"
1033,spotify:track:533yUtsvWXcOI5onoOzag4,"{'danceability': 0.413, 'energy': 0.534, 'key': 8, 'loudness': -9.819, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.583, 'instrumentalness': 0, 'liveness': 0.0821, 'valence': 0.582, 'tempo': 153.227, 'type': 'audio_features', 'id': '533yUtsvWXcOI5onoOzag4', 'uri': 'spotify:track:533yUtsvWXcOI5onoOzag4', 'track_href': 'https://api.spotify.com/v1/tracks/533yUtsvWXcOI5onoOzag4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/533yUtsvWXcOI5onoOzag4', 'duration_ms': 151240, 'time_signature': 4}"
1034,spotify:track:4uVFUMQ8WZyhpePcAD533r,"{'danceability': 0.653, 'energy': 0.519, 'key': 2, 'loudness': -10.164, 'mode': 1, 'speechiness': 0.0497, 'acousticness': 0.406, 'instrumentalness': 0.0209, 'liveness': 0.101, 'valence': 0.822, 'tempo': 98.883, 'type': 'audio_features', 'id': '4uVFUMQ8WZyhpePcAD533r', 'uri': 'spotify:track:4uVFUMQ8WZyhpePcAD533r', 'track_href': 'https://api.spotify.com/v1/tracks/4uVFUMQ8WZyhpePcAD533r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4uVFUMQ8WZyhpePcAD533r', 'duration_ms': 153693, 'time_signature': 4}"
1035,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,"{'danceability': 0.39, 'energy': 0.502, 'key': 10, 'loudness': -12.277, 'mode': 1, 'speechiness': 0.178, 'acousticness': 0.336, 'instrumentalness': 0.000138, 'liveness': 0.0713, 'valence': 0.289, 'tempo': 97.871, 'type': 'audio_features', 'id': '3Am0IbOxmvlSXro7N5iSfZ', 'uri': 'spotify:track:3Am0IbOxmvlSXro7N5iSfZ', 'track_href': 'https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ', 'duration_ms': 247320, 'time_signature': 4}"
1036,spotify:track:6IrBgAF2nSiwrdbIcaCKnp,"{'danceability': 0.306, 'energy': 0.739, 'key': 8, 'loudness': -7.488, 'mode': 1, 'speechiness': 0.0579, 'acousticness': 0.0571, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.674, 'tempo': 172.416, 'type': 'audio_features', 'id': '6IrBgAF2nSiwrdbIcaCKnp', 'uri': 'spotify:track:6IrBgAF2nSiwrdbIcaCKnp', 'track_href': 'https://api.spotify.com/v1/tracks/6IrBgAF2nSiwrdbIcaCKnp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6IrBgAF2nSiwrdbIcaCKnp', 'duration_ms': 170467, 'time_signature': 4}"
1037,spotify:track:2YuIyYri67bgUXKQW5V9XW,"{'danceability': 0.59, 'energy': 0.659, 'key': 5, 'loudness': -9.669, 'mode': 1, 'speechiness': 0.0697, 'acousticness': 0.104, 'instrumentalness': 6.56e-06, 'liveness': 0.356, 'valence': 0.965, 'tempo': 80.201, 'type': 'audio_features', 'id': '2YuIyYri67bgUXKQW5V9XW', 'uri': 'spotify:track:2YuIyYri67bgUXKQW5V9XW', 'track_href': 'https://api.spotify.com/v1/tracks/2YuIyYri67bgUXKQW5V9XW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2YuIyYri67bgUXKQW5V9XW', 'duration_ms': 141067, 'time_signature': 4}"
1038,spotify:track:2FDEHIMkjxFLzj688M2I3h,"{'danceability': 0.411, 'energy': 0.84, 'key': 9, 'loudness': -9.919, 'mode': 1, 'speechiness': 0.0896, 'acousticness': 0.0991, 'instrumentalness': 0, 'liveness': 0.364, 'valence': 0.353, 'tempo': 112.173, 'type': 'audio_features', 'id': '2FDEHIMkjxFLzj688M2I3h', 'uri': 'spotify:track:2FDEHIMkjxFLzj688M2I3h', 'track_href': 'https://api.spotify.com/v1/tracks/2FDEHIMkjxFLzj688M2I3h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2FDEHIMkjxFLzj688M2I3h', 'duration_ms': 42693, 'time_signature': 4}"
1039,spotify:track:774ZoGBhlMSZd7nI2zojbc,"{'danceability': 0.492, 'energy': 0.335, 'key': 7, 'loudness': -9.161, 'mode': 1, 'speechiness': 0.0283, 'acousticness': 0.435, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.442, 'tempo': 81.55, 'type': 'audio_features', 'id': '774ZoGBhlMSZd7nI2zojbc', 'uri': 'spotify:track:774ZoGBhlMSZd7nI2zojbc', 'track_href': 'https://api.spotify.com/v1/tracks/774ZoGBhlMSZd7nI2zojbc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/774ZoGBhlMSZd7nI2zojbc', 'duration_ms': 154707, 'time_signature': 3}"
