,title,artist,peakPos,lastPos,weeks,rank,isNew,date,track_uri
63799,Pumped Up Kicks,Foster The People,3,3,22,3,False,2011-10-04,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
63800,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,4,27,4,False,2011-10-04,spotify:track:0IkKz2J93C94Ei4BvDop7P
63801,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,5,5,15,5,False,2011-10-04,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
63802,Lighters,Bad Meets Evil Featuring Bruno Mars,4,6,15,6,False,2011-10-04,spotify:track:5zpDHEU12zATwLGvozxPw2
63803,Cheers (Drink To That),Rihanna,7,8,9,7,False,2011-10-04,spotify:track:46MDLc0Yip6xCMSsdePOAU
63804,You And I,Lady Gaga,6,10,8,8,False,2011-10-04,spotify:track:6rkAY9rk1NTFB94QxG3LJR
63805,You Make Me Feel...,Cobra Starship Featuring Sabi,7,7,11,9,False,2011-10-04,spotify:track:16Of7eeW44kt0a1M0nitHM
63806,Sexy And I Know It,LMFAO,10,25,4,10,False,2011-10-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
63807,Without You,David Guetta Featuring Usher,11,15,4,11,False,2011-10-04,spotify:track:1KMkcUvF7m3SDChDOa7i5L
63808,Super Bass,Nicki Minaj,3,9,22,12,False,2011-10-04,spotify:track:3hlksXnvbKogFdPbpO9vel
63809,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",1,11,26,13,False,2011-10-04,spotify:track:1IJYb2qBTHMoDzHgsuA86H
63810,How To Love,Lil Wayne,5,12,18,14,False,2011-10-04,spotify:track:5W7BcYDIaeXnpG3e39T7hJ
63811,Last Friday Night (T.G.I.F.),Katy Perry,1,13,18,15,False,2011-10-04,spotify:track:3avYqdwHKEq8beXbeWCKqJ
63812,We Found Love,Rihanna Featuring Calvin Harris,16,0,1,16,True,2011-10-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
63813,In The Dark,Dev,17,18,8,17,False,2011-10-04,spotify:track:1pbHy9VBpSyZh56xuujZz0
63814,Good Life,OneRepublic,8,14,26,18,False,2011-10-04,spotify:track:6OtCIsQZ64Vs1EbzztvAv4
63815,I Wanna Go,Britney Spears,7,17,16,19,False,2011-10-04,spotify:track:5cCAZS9VhLGEDV4NCfieeg
63816,Tonight Tonight,Hot Chelle Rae,7,19,24,20,False,2011-10-04,spotify:track:2i0AUcEnsDm3dsqLrFWUCq
63817,Just A Kiss,Lady Antebellum,7,32,21,21,False,2011-10-04,spotify:track:2OXidlnDThZR3zf36k6DVL
63818,Rolling In The Deep,Adele,1,20,38,22,False,2011-10-04,spotify:track:1c8gk2PeTE04A1pIDH9YMk
63819,Headlines,Drake,13,23,7,23,False,2011-10-04,spotify:track:6LxSe8YmdPxy095Ux6znaQ
63820,It Girl,Jason Derulo,24,30,7,24,False,2011-10-04,spotify:track:4fINc8dnfcz7AdhFYVA4i7
63821,God Gave Me You,Blake Shelton,24,24,11,25,False,2011-10-04,spotify:track:0w9LJae3sVlZlH2CnxTInF
63897,Someone Like You,Adele,1,1,16,1,False,2011-11-04,spotify:track:1zwMYTA5nlNjZxYrvBB2pV
63898,We Found Love,Rihanna Featuring Calvin Harris,2,6,5,2,False,2011-11-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
63899,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,2,18,3,False,2011-11-04,spotify:track:7LcfRTgAVTs5pQGEQgUEzN
63900,Sexy And I Know It,LMFAO,4,4,8,4,False,2011-11-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
63901,Pumped Up Kicks,Foster The People,3,3,26,5,False,2011-11-04,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
63902,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,5,19,6,False,2011-11-04,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
63903,Without You,David Guetta Featuring Usher,7,7,8,7,False,2011-11-04,spotify:track:1KMkcUvF7m3SDChDOa7i5L
63904,You Make Me Feel...,Cobra Starship Featuring Sabi,7,8,15,8,False,2011-11-04,spotify:track:16Of7eeW44kt0a1M0nitHM
63905,Make Me Proud,Drake Featuring Nicki Minaj,9,97,2,9,False,2011-11-04,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz
63906,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,9,31,10,False,2011-11-04,spotify:track:0IkKz2J93C94Ei4BvDop7P
63907,Mistletoe,Justin Bieber,11,0,1,11,True,2011-11-04,spotify:track:5stbsplW9uQqbIlOkilU1X
63908,In The Dark,Dev,11,12,12,12,False,2011-11-04,spotify:track:1pbHy9VBpSyZh56xuujZz0
63909,You And I,Lady Gaga,6,11,12,13,False,2011-11-04,spotify:track:6rkAY9rk1NTFB94QxG3LJR
63910,Super Bass,Nicki Minaj,3,13,26,14,False,2011-11-04,spotify:track:3hlksXnvbKogFdPbpO9vel
63911,Paradise,Coldplay,15,38,6,15,False,2011-11-04,spotify:track:6nek1Nin9q48AVZcWs9e9D
63912,Headlines,Drake,13,15,11,16,False,2011-11-04,spotify:track:6LxSe8YmdPxy095Ux6znaQ
63913,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",1,14,30,17,False,2011-11-04,spotify:track:1IJYb2qBTHMoDzHgsuA86H
63914,It Girl,Jason Derulo,17,17,11,18,False,2011-11-04,spotify:track:4fINc8dnfcz7AdhFYVA4i7
63915,Mr. Know It All,Kelly Clarkson,18,24,7,19,False,2011-11-04,spotify:track:7uRznL3LcuazKpwCTpDltz
63916,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,20,25,4,20,False,2011-11-04,spotify:track:07KYRDFf8Q6sqj4PWCP9vh
63917,Ni**as in Paris,Jay Z Kanye West,21,27,11,21,False,2011-11-04,spotify:track:4Li2WHPkuyCdtmokzW2007
63918,Lighters,Bad Meets Evil Featuring Bruno Mars,4,16,19,22,False,2011-11-04,spotify:track:5zpDHEU12zATwLGvozxPw2
63919,She Will,Lil Wayne Featuring Drake,3,19,10,23,False,2011-11-04,spotify:track:0b4M7hd7mzLTm99MrMeZsp
63920,Mr. Saxobeat,Alexandra Stan,21,21,15,24,False,2011-11-04,spotify:track:2ZAx6NDhX2yE5aL5ueEQgY
63921,God Gave Me You,Blake Shelton,22,22,15,25,False,2011-11-04,spotify:track:0w9LJae3sVlZlH2CnxTInF
63997,We Found Love,Rihanna Featuring Calvin Harris,1,1,10,1,False,2011-12-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
63998,Sexy And I Know It,LMFAO,2,2,13,2,False,2011-12-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
