,uri,genres
3039,spotify:track:0GZzK43dJ6uNjOuitlCxDr,brit funk
3040,spotify:track:1VKXBgsRK7lWDSVbfANlf3,album rock
3041,spotify:track:2sYLlZU3FuCF8SKNeIvdKA,freestyle
3042,spotify:track:6khoye7kysa6cLGY0AO9dO,new wave pop
3043,spotify:track:2D5xQtVNi4o6F3Gh1qxD3Y,album rock
3044,spotify:track:1bmj3ov2PP4xPUm0LCUts2,album rock
3045,spotify:track:1YPXe8H3ea1UNhA9kjy3PC,album rock
3046,spotify:track:2K5LRXf7eGH9HzdeNPZc2a,new romantic
3047,spotify:track:4lCF99jVlxFpiAPCuvPfga,album rock
3048,spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ,british soul
3049,spotify:track:07OzC5JlcaDwEkzWmvqp6y,dance pop
3050,spotify:track:0xpBr84T3FTm9j4D1MdPtk,album rock
3051,spotify:track:4AUS8KNz7zX8XFu9L38GT0,album rock
3052,spotify:track:34x6hEJgGAOQvmlMql5Ige,album rock
3053,spotify:track:5A6NxpltFMv6jCsuA1qRHQ,blues
3054,spotify:track:1T4iwEA2ySieXjWxjiMVWs,album rock
3055,spotify:track:5Jno63iv0mzu5OZ28asYbE,album rock
3056,spotify:track:7FMxqeJ5S5ajkkLlEZ9fL2,album rock
3057,spotify:track:1GZCxPWPE0ezSY6lcKVVRL,progressive rock
3058,spotify:track:6A8OnjnpShshNpcqWtZRjr,dance pop
3059,spotify:track:1SWfuzL0VJx1oYnEtqueSr,new romantic
3060,spotify:track:7o9KG7iQY8KACz7PZXYpyv,
3061,spotify:track:4ZExvJvQXPEeYzGU0N3THi,album rock
3062,spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae,girl group
3063,spotify:track:4yCmtYi6veZS3FcH9lp4O7,new jack swing
3064,spotify:track:5AhRNIjYPBleR1lfHphcrE,new romantic
3065,spotify:track:0snPJPxkk0MbTc0xeUvAPt,soft rock
3066,spotify:track:19u5G7pWq3Nj6lQiP4W4Hp,
3067,spotify:track:2cFl7utlqyZjCXN1G5nRvA,album rock
3068,spotify:track:5xbqrbNPBTAOGDA6GD3O46,disco
3069,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,east coast hip hop
3070,spotify:track:3rcnYDkwbKNVV0PiB8ONUQ,
3071,spotify:track:5iPkHMjBuSzXAipMG3JbDs,
3072,spotify:track:7kZZ2Hmkg1zfwrQLsmypNE,mellow gold
3073,spotify:track:4vA7UNrquUGf7vUQkiyTjM,disco
3074,spotify:track:3mJ6pNcFM2CkykCYSREdKT,dance pop
3075,spotify:track:2dURQIBrw3XcHyVZlfdpC1,freestyle
3076,spotify:track:1dMilrhgON9TIGPVdWG2dX,album rock
3077,spotify:track:6ajJ7DfciBU7bVbVCaRKNz,new wave pop
3078,spotify:track:01xc0Rvv19F2p2wno0KUF4,
3079,spotify:track:1DViQw0p1vo0eAMRlUF4Lr,contemporary r&b
3080,spotify:track:2A6yzRGMgSQCUapR2ptm6A,dance pop
3081,spotify:track:1LgZRmGoSyiOOWxjTjMJy0,album rock
3082,spotify:track:4gpext9x0CbdD9NWaa4nDj,album rock
3083,spotify:track:4JF9MKFo5i85o5ap1JHKYE,album rock
3084,spotify:track:3gE2Af7Tgd1iZOO1xbTqoh,new romantic
3085,spotify:track:7azOuDeJGbxt5mvq3GQHXp,dance pop
3086,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,album rock
3087,spotify:track:0rmGAIH9LNJewFw7nKzZnc,glam metal
3088,spotify:track:7LoGfKBAaOl0nxhodJ1240,disco
3089,spotify:track:7FesdPPnPPE70f4Xyjv71H,
3090,spotify:track:4xVXe1VS5zlQyECVk6GRrL,funk
3091,spotify:track:7zSDDsIlks515d0tZGM64x,soft rock
3092,spotify:track:4TnEKGMiiqZe05kkyMAItd,
3093,spotify:track:6nbi2AJ9hAi2SE8jH6mRKV,soft rock
3094,spotify:track:648BMGrt98kUbLo24A4vgj,album rock
3095,spotify:track:6qqODGz2Ob4Yt139qzN3NO,karaoke
3096,spotify:track:5L6HNuXN71bfeuKXYtRasF,album rock
3097,spotify:track:6qBSGvyUzqNQv8XtnzCr9n,album rock
3098,spotify:track:4nBzre6D0UrQFj1s8z45e1,album rock
3099,spotify:track:4yopZ4FVYS0RWKkCagdIEm,album rock
3100,spotify:track:7wQ9alB79WZb0F5gFLbxSh,
3101,spotify:track:6Ce9ItNCpk2PkAMq5v6EEV,
3102,spotify:track:5vywtoD7fO1CP0B2wtm6I6,dance pop
3103,spotify:track:2CWQfRB7l1bGYVBckaJJUT,heartland rock
3104,spotify:track:136nAEqaPwbQguey2Unze7,
3105,spotify:track:6rt4FH5qFgXGmyhgKmlJcL,album rock
3106,spotify:track:6twIBPybEvGydyNzNz89FT,album rock
3107,spotify:track:1089tBrasHIE2g91xuy0QV,disco
3108,spotify:track:6OasKavQg4AxwB8p6nEqkD,lullaby
3109,spotify:track:3kme5Qos8h04yrKxsgur79,dance pop
3110,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,glam metal
3111,spotify:track:4Kvz5bhHNYPSaGnQ7PsTBi,dance pop
3112,spotify:track:0z3WXu8NBUDOOLlLqFU6qT,hi-nrg
3113,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,album rock
3114,spotify:track:3dP6JMPtcDU5njCHITwJmO,classic canadian rock
3115,spotify:track:0Wv3aY6gApoT3oKBYIqvXb,album rock
3116,spotify:track:1TtzEQxWhlvrZeYcjLAywL,
3117,spotify:track:2fNx5nTZGjniOMT5FMcTyE,soft rock
3118,spotify:track:6F0pF9du4C3BFDS0Lu52Mn,boy band
3119,spotify:track:0huRoriGPIi0vSHFV2f3C9,album rock
3120,spotify:track:1ePdl4tZOfuE730uEWfyKU,freestyle
3121,spotify:track:0kCZaMtxJtEGTSyMllPTNn,hollywood
3122,spotify:track:2QvIOJ4EIz4MIwWRpKG4mi,alternative rock
3123,spotify:track:6IuOHB4yZcU935GKqT1K6I,album rock
3124,spotify:track:3T8Ye4NB0MQhcEcxzMdAuH,album rock
3125,spotify:track:3333YXdcyths5CB8v28dZj,dance pop
3126,spotify:track:28sxgM4sBLWbHq9KbOLuE8,contemporary r&b
3127,spotify:track:3X7uFMzJrEE0sxn62qd8Ch,album rock
3128,spotify:track:0gqy8H7byrHRhBVtKkMVKy,album rock
3129,spotify:track:3qmYlsTbC9CD9SGoVmaEDa,album rock
3130,spotify:track:5a3QwvHiJO4fKWJqsPkJvB,freestyle
3131,spotify:track:2gJDyiRxxIglLXp545SPVL,classic soul
3132,spotify:track:0fiSpF9mvRFQWy0ca64d1g,australian rock
3133,spotify:track:3MrRksHupTVEQ7YbA0FsZK,album rock
3134,spotify:track:77Ffjo5brigkCg1sEZbKq5,album rock
3135,spotify:track:4iQZi2sMZlbTpcUlo5YGBf,album rock
3136,spotify:track:7CqFMR3yj95Yuwagq5XsLR,funk
3137,spotify:track:5kr90kavZCFmPhzk338xrX,new wave pop
3138,spotify:track:0qrOEuhMXqAyMMyfOCZ2yC,album rock
3139,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,album rock
3140,spotify:track:7BeV8s7R68eqPelMmvp5tu,contemporary r&b
3141,spotify:track:6ADSaE87h8Y3lccZlBJdXH,irish rock
3142,spotify:track:6r8k1vznHrzlEKYxL4dZEe,dance pop
3143,spotify:track:2xEhTQcmrRNaxfUOvSAgXo,canadian pop
3144,spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,new wave pop
3145,spotify:track:2zjyGkJCE3HdsLkq4RKg7L,album rock
3146,spotify:track:08QP0rwnQSbbpGRIuXfrAY,album rock
3147,spotify:track:3GS17AkSwwy1g7W9zQoeCf,dance pop
3148,spotify:track:1wEeNtO7z41aUqC80shxqK,new romantic
3149,spotify:track:3UiuKZWtgXjeAfnfGqIeu0,
3150,spotify:track:5ecomU85GzPgOJZ315oZ88,contemporary r&b
3151,spotify:track:5VzqFMyPERPObMOzZdELuK,contemporary r&b
3152,spotify:track:4P0uyibZjcXZLVeNOHBd8Q,album rock
3153,spotify:track:0oerlffJSzhRVvtDfLcp3N,glam metal
3154,spotify:track:30iF3F3WvZ22dcNxI48lo7,jazz trumpet
3155,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,dance pop
3156,spotify:track:1exLL81vN8mD55M9HMOt1t,
3157,spotify:track:7LOYcC6phKAVOckgmVZJJT,classic soul
3158,spotify:track:1eLd9qSFOGoHkmypQFVgw5,album rock
3159,spotify:track:5CdX4HXMRxyldTVxXDrzSA,album rock
3160,spotify:track:54b8qPFqYqIndfdxiLApea,album rock
3161,spotify:track:3Yx4nbYHdmHQdnYAukyHJR,smooth jazz
3162,spotify:track:6DjkLcOUtKhPfizM0YTAyR,funk
3163,spotify:track:0ozd432IdkUR3ItM8ieKt0,freestyle
3164,spotify:track:0eDwzWuy2gf1RJzqWl0dkF,australian rock
3165,spotify:track:3EGI5qmVmGlfgy9BmNb1R8,brit funk
3166,spotify:track:0WCXFE3RTTUzhufeeee227,album rock
3167,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,irish rock
3168,spotify:track:0PFgeiQORt3eqq5OX7BxCc,baton rouge rap
3169,spotify:track:5yMXAaSvxo12QkYU75Ixv0,lilith
3170,spotify:track:6302KY4zq4Bpx823hyk4Kk,
3171,spotify:track:3G0NNqwQ1sqRpySr6soHlH,dance pop
3172,spotify:track:71MtbBxubNeGjvr9McwfuP,
3173,spotify:track:0uMMLry3hzWGn3q3loqMkm,roots rock
3174,spotify:track:4oFkgWU2B7rPqQsU66E5MG,post-grunge
3175,spotify:track:03i9ehMBCqbxKw7wwEycFZ,freestyle
3176,spotify:track:1YCsTFttuHAzgfEWKdOb9K,classic soul
3177,spotify:track:1krKp0OXeCH6SI5SXl8tu5,dance pop
3178,spotify:track:1N7ej8jB353itCUWP4ozTf,r&b
3179,spotify:track:66tLhTkhS5oNEsDO4exokq,old school dancehall
3180,spotify:track:1I47HMiEFm1OD7AMdKdvqC,
3181,spotify:track:1qOU8KzFifXE9YrgjVwYvc,album rock
3182,spotify:track:4c6KvhVNtJSCgNV6HfFhln,album rock
3183,spotify:track:4EEI0LQLYddKqvQ3dfc3WR,dance rock
3184,spotify:track:01w6Mtzueznf69FnYz2Uqz,adult standards
3185,spotify:track:2NwH11vRqwyAkNmdVNaKhu,album rock
3186,spotify:track:0mJQlCl9YgxW7kyeltNiVk,cosmic american
3187,spotify:track:3zsyZzMZiKlFiiW1VnerX9,contemporary r&b
3188,spotify:track:29wJiSQcze8HEmxkUQykyp,album rock
3189,spotify:track:1NAf61L4b3jFgLJhThTQ8B,funk
3190,spotify:track:2G7ttyDosjWmunOYsNRm0C,album rock
3191,spotify:track:5lWFrW5T3JtxVCLDb7etPu,r&b
3192,spotify:track:3fbVtEI5leNfYKvL7FxDz1,album rock
3193,spotify:track:1O7hDH3rrF8eyLxrpeoOfb,contemporary r&b
3194,spotify:track:3sX3c6QUPSAiKf77RZRf5B,dance pop
3195,spotify:track:3h9RfFtjIw2Yb6Blogxnm4,freestyle
3196,spotify:track:1iF6F8M479F4ciQBhahZvV,adult standards
3197,spotify:track:74mogflQPJsYtZWZQ9mFmM,classic soul
3198,spotify:track:4uvjOKsp7mSjrDhWdkLPBY,new wave pop
3199,spotify:track:2LbkpJUH052AvFcNIgjHTO,album rock
3200,spotify:track:4CoSCPlKNrWli7E5kFtbcl,album rock
3201,spotify:track:4zOpFaM93dyuI2BuNpmmS1,smooth saxophone
3202,spotify:track:5JsIknb4lyIKQCytjv0Uw5,new wave pop
3203,spotify:track:0nqbZ17t9v52SCemAm1QP0,heartland rock
3204,spotify:track:5fy4vfEtv6lzqLx2Mt7stF,art pop
3205,spotify:track:3EvpaRZkKWxsgDIO2zMH7g,new romantic
3206,spotify:track:4qgZs0RNjdzKAS22lP0QjY,irish rock
3207,spotify:track:6ihxXxSjslaVYd3oaAHCMT,contemporary country
3208,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,new wave pop
3209,spotify:track:0IhUdJRoolbYeEMPL59XPm,album rock
3210,spotify:track:6gM3uxq9TPkms83bTSlK10,freestyle
3211,spotify:track:2lj2TZc3z9jnuZPwqFLZXQ,permanent wave
3212,spotify:track:4l2Edgdj4vla02GCh7YyAv,dance pop
3213,spotify:track:2fdfsGuqb6SBX5ocoBWHUd,alternative rock
3214,spotify:track:1ukHtC2BBs51jmSGaxoEeL,album rock
3215,spotify:track:3aAuIvgJGdp4wWd60riWfB,album rock
3216,spotify:track:5Y6HTd7VB0O8Aki4EvmB4x,beatlesque
3217,spotify:track:0sKlV58cODrjxGFOyf9IXY,r&b
3218,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,australian rock
3219,spotify:track:43oPpqzWPSZmeiwYicmzjG,album rock
3220,spotify:track:28fHjGEDS9P4uLah3tN77i,freestyle
3221,spotify:track:1L9fzw2pXprOqtemTwtxXF,glam rock
3222,spotify:track:7EmsauPLjAy9XMNELaHBZa,album rock
3223,spotify:track:5HNstg5iwAVAa0xT83pWTN,new wave pop
3224,spotify:track:4b2qn7YRQkVAsbC8pWa7yn,freestyle
3225,spotify:track:7lJgjvQRJEXcdu19n3Zn5T,funk
3226,spotify:track:7akQWcB54E4kPVX7kTs6EN,art pop
3227,spotify:track:5nW7RbN0mBLPts9CURNwdy,album rock
3228,spotify:track:2rUHBIfbMBB92n1gSfSqwF,heartland rock
3229,spotify:track:1tYLo4i7MAW4OW2J3OpOJD,funk
3230,spotify:track:1gBjc1SWw7RDcPJvY9NOcO,
3231,spotify:track:2F5967tZnDS7onX4ZYgjW5,adult standards
3232,spotify:track:254bXAqt3zP6P50BdQvEsq,album rock
3233,spotify:track:7BdXRaSlGAzhySfuW3y8h5,yacht rock
3234,spotify:track:0L0T4tMAaGqLgIVj1MOj9t,new wave pop
3235,spotify:track:4cOdK2wGLETKBW3PvgPWqT,new romantic
3236,spotify:track:3FGZL1koITYdeONMpjy9ik,new romantic
3237,spotify:track:0ciznk82ZUNzG93bZJnJjl,jazz cover
3238,spotify:track:5ZY7Gug850kv4heJcWZGHM,album rock
3239,spotify:track:2iXH35MhsqO5Ry8a7iptpJ,new wave pop
3240,spotify:track:1kiNatIrwDusOZfR29W0LJ,r&b
3241,spotify:track:7cm9QkrwSWH0scegcO8XZ2,dance pop
3242,spotify:track:3A0wRQczzSNVtZfK8IBOMt,freestyle
3243,spotify:track:6LERtd1yiclxFH8MHAqr0Q,hip house
3244,spotify:track:2D4D3hiOf5U0W6SvJoCQph,disco
3245,spotify:track:3m4OWJ3Ovl0pXwT79bw94N,australian rock
3246,spotify:track:7tLtIZclwLWk54PFAyDv5T,dance pop
3247,spotify:track:6EAlodKHBI1HxpSozNegwv,freestyle
3248,spotify:track:38bP8r9yx49g6pdQ90NH1X,contemporary r&b
3249,spotify:track:24gxdUxufJ5eSamdYcPAKH,contemporary r&b
3250,spotify:track:3ooHsDSCy4zk6zRxoXN9Hh,
3251,spotify:track:7ujeMX32d72A3mcTytAlbv,new wave pop
3252,spotify:track:3kfXUGIdBNpyr2gBvU3Guj,album rock
3253,spotify:track:7mJq5UJOfh5yzyjCaiPaZH,contemporary r&b
3254,spotify:track:0tvKT0EdO4Gm1nw7rgiHHa,soft rock
3255,spotify:track:2PZFLJLct6yrvBcCNEkAw0,album rock
3256,spotify:track:5fgb3Md1xjt3mxeBqguiIA,indietronica
3257,spotify:track:6nJB7jGx2jt7xflEK71FEU,adult standards
3258,spotify:track:2SWn864dJI5RNyrp3F4Kp1,art pop
3259,spotify:track:6qwTCkJ7red7bQsPxvgHaD,freestyle
3260,spotify:track:5KXKhCfPNS4342ly8tTf6w,new romantic
3261,spotify:track:5aWvinQcbc1W1WdP0GQ6J1,australian rock
3262,spotify:track:4FGAOmf2vxT7FF8w2vL6R6,hi-nrg
3263,spotify:track:19aYH2zhbnTNx4plfenrIk,album rock
3264,spotify:track:63IItP7504rQwYgZqmsznL,album rock
3265,spotify:track:5932kbyNt445gDTT2chRUS,new wave pop
3266,spotify:track:4AiVt49hSjkkArFOIlAZhL,album rock
3267,spotify:track:5eFiEFtrq5dLgVHSZANUNl,new romantic
3268,spotify:track:70RPjUR5l0jmBQndfNXP0z,smooth jazz
3269,spotify:track:0KhiesN7gLBPEQhKsBmrI1,freestyle
3270,spotify:track:0QWoIBZXd9FbVf0M7hVcmt,freestyle
3271,spotify:track:3eZTZlnRc8pMe5K1ClzXU2,new romantic
3272,spotify:track:6JZYMxvcoeLD4IifJPvDux,r&b
3273,spotify:track:15Hgsooff9mLjxUhg2uXZz,album rock
3274,spotify:track:781jv9lCKdgP3qjxocB7r8,funk
3275,spotify:track:528CAH5pTLq86oZ52fHifA,album rock
3276,spotify:track:1ci5FGk5faD2gWyYl995yw,contemporary r&b
3277,spotify:track:0PdM2a6oIjqepoEfcJo0RO,album rock
3278,spotify:track:2bxY1baYlyXNzmjOkFvqId,australian rock
3279,spotify:track:2V8KvnD5LVeeDChMWEkSzC,album rock
3280,spotify:track:3F2YXxSOC9dPmxXdrh6mYl,new wave pop
3281,spotify:track:3r0Rhl5Zdo9YjACZNsaBvN,contemporary r&b
3282,spotify:track:2QlPByrmEO9XciNBXCrawR,album rock
3283,spotify:track:0RBqiot4WkkT43A3ATFniq,mellow gold
3284,spotify:track:0LBtQiEVfP4ysLQ43Do8uN,sophisti-pop
3285,spotify:track:3zwxnzanbTdJhsrR8JvT3j,candy pop
3286,spotify:track:31HhcRSNcS8Rgv9ldIfh66,mellow gold
3287,spotify:track:3lIpkjFnRxJ6Uvm8DgtgfV,new romantic
3288,spotify:track:2hx8cZug1bgRMXgW5RCTUV,cali rap
3289,spotify:track:2Gd10PZnMktt3Cgo9s6yi0,glam rock
3290,spotify:track:1bQ6SZAR7xI0z6sIxK95KJ,album rock
3291,spotify:track:2nzPzkGP9QSZ1lqvXTfyzT,new wave pop
3292,spotify:track:1OK4hVcucqYKMU9Ipb3dtx,bahamian pop
3293,spotify:track:4R11j2BjqkwcEmVxEzDQNG,golden age hip hop
3294,spotify:track:2M9ro2krNb7nr7HSprkEgo,folk
3295,spotify:track:4gDBc1RxPAvinJrZzZ9nYX,dance pop
3296,spotify:track:7snQQk1zcKl8gZ92AnueZW,glam metal
3297,spotify:track:0bSr5pybJSlgG5OZH441gF,album rock
3298,spotify:track:0WBHEpJjcLd0tkuoClGboV,album rock
3299,spotify:track:7gG1RvwQRrofiL3tvq8pBI,album rock
3300,spotify:track:2k08jO8gTCfrnvjFe0i6w7,
3301,spotify:track:7JmPqImeW3kLoYVNBA9v11,boy band
3302,spotify:track:21VCYxPZ8A2XpSNUyQCT3B,r&b
3303,spotify:track:1YdjBLwswLbmoK2abgdp3P,new romantic
3304,spotify:track:7ttAAvkXzs3IC1Qm3H1N3k,soft rock
3305,spotify:track:3Dfy8YIxq89i84t108TvMi,album rock
3306,spotify:track:4uOKFydzAejjSFqYbv1XPt,reggae fusion
3307,spotify:track:5OHUTC4EvTbL0DuZQRIGGX,rock drums
3308,spotify:track:2HXixVqzzm9rEUIMAWzshl,glam punk
3309,spotify:track:2GBWPAsIXtC7NwULhUoHRf,freestyle
3310,spotify:track:2unWjXOcFWT2vlleStTEJy,boy band
3311,spotify:track:27kMqdX3aoN3gBndVKlTfR,album rock
3312,spotify:track:6y4OjcEz7LMrdVGODrcAIv,mellow gold
3313,spotify:track:0fMlhe66IZtHbCSe5EGBlX,album rock
3314,spotify:track:4Qn1QhHhUT01LfpBnC7xnf,
3315,spotify:track:2pX5qSgxQFwlrkjxph8fxb,australian dance
3316,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,glam metal
3317,spotify:track:5vOGEMTcx7ns5CtQ5y41lo,dance pop
3318,spotify:track:1qQSRy9DjrGh3jtsSCU6B1,australian rock
3319,spotify:track:4D01oA1mGouaAT7fubvKRT,irish rock
3320,spotify:track:62oGUBJQGPa3emMGMejBhm,sophisti-pop
3321,spotify:track:5sQb2JSp9W69nSZHKPXmSX,
3322,spotify:track:1I0qu4PsBjAHfJHy9wy5AA,new romantic
3323,spotify:track:1sEGwuvScFU2uNzlI7Aepy,new wave pop
3324,spotify:track:2dEVFDQ9Z9Gyl73yhoKl65,album rock
3325,spotify:track:0AUys3I9ow0KSaqew5esK7,album rock
3326,spotify:track:3qN37rGyfEs8qnCvRiWEhJ,funk
3327,spotify:track:43GS3mtezoIFiuIZCLLiDY,album rock
3328,spotify:track:09huOVRryZNV2deKFZLJDC,new wave pop
3329,spotify:track:0v9kGNjkKdQUdDoBIuiph4,contemporary r&b
3330,spotify:track:0G21yYKMZoHa30cYVi1iA8,glam metal
3331,spotify:track:6TWYdlmZVmZYcJlQ82ff1K,album rock
3332,spotify:track:48p5E25cFPanxuwCTmTpuL,new romantic
3333,spotify:track:37A5wFomo4EVz5tGInAynI,album rock
3334,spotify:track:6BsXgrxQViV3PdAjS13uWZ,album rock
3335,spotify:track:2BgWv15eKCDfiubKo6o76k,rock drums
3336,spotify:track:5ZKoRAPDcjmI5n8p33Ivy1,soul blues
3337,spotify:track:16MQZkAIAAtI4X5NuiEwuq,album rock
3338,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,r&b
3339,spotify:track:1vg9QIylIW01JyfvDtfd4H,
3340,spotify:track:3E3u7Aq7DvJCj2kiGXAknO,smooth jazz
3341,spotify:track:1TtJkmAW9Rc55iVOPgZ33z,contemporary r&b
3342,spotify:track:3RJof5CojqlbgZ5adHw50O,classic canadian rock
3343,spotify:track:5xl5582IihbEZAnfj0xyso,dance pop
3344,spotify:track:4ZCLM74MYhUy80TPiaAuee,album rock
3345,spotify:track:50ZpPgU81payZxI2H7QXNM,glam metal
3346,spotify:track:0gljI0CtjpdZK6ecidfxto,hip hop
3347,spotify:track:5jzDnEoTtwzvJfvVx52rDC,new wave pop
3348,spotify:track:22OUIfVCLTDQOlhbYGENnw,hi-nrg
3349,spotify:track:6pvIzUyq2yxvIEIK8i6hRs,mellow gold
3350,spotify:track:1F12mGFRXXwfgxspQ9vjjB,album rock
3351,spotify:track:40GPRs5W6SAXCcyLNPw7O1,new romantic
3352,spotify:track:4TUXslKXzHrb3z8x0cbMiQ,freestyle
3353,spotify:track:6PMDILZiYo4YzMBbE0dGK9,freestyle
3354,spotify:track:7tJnjRY2js0yXtNUWE4fgF,album rock
3355,spotify:track:4buDeg67vos7KP1yHrS9wl,boy band
3356,spotify:track:6hHUiDe461VUoTHnsplRYs,ectofolk
3357,spotify:track:6mdNRnbiVerwM8kGCS1KwD,contemporary r&b
3358,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,glam metal
3359,spotify:track:0C7dYeCLF6ukChtW64UNge,freestyle
3360,spotify:track:3kGYLi6txRaQk4etwh3l3p,contemporary country
3361,spotify:track:2RVQIq7bLi4Eu6xHPyQ46t,new romantic
3362,spotify:track:79LdvxXi5JYUjhnO7v9Fi3,europop
3363,spotify:track:5MoDQWMDMaAGDEiWsJfeCi,album rock
3364,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,australian rock
3365,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,dance pop
3366,spotify:track:22UhQSbYimuCnvI0Y07gFX,alternative rock
3367,spotify:track:3jQCcmUSBL21Z8Csp96Y9Q,contemporary r&b
3368,spotify:track:7if3aNoVuQUX6WS0np5xLO,dance rock
3369,spotify:track:5YIF6HSOtHN9HdcE5IPzMe,hip hop
3370,spotify:track:3bceL3NJmM8sKwr5dyrKAz,contemporary r&b
3371,spotify:track:6r20M5DWYdIoCDmDViBxuz,adult standards
3372,spotify:track:0FO5CkdIFiKOJNETXTyCMS,album rock
3373,spotify:track:4ihqSCopukVi1gqDseWiLb,sophisti-pop
3374,spotify:track:4960ws8iHGoKhRQdagkccm,canadian hip hop
3375,spotify:track:0vbbwEUSkZf3oA1dLlIoFL,contemporary r&b
3376,spotify:track:0lmS0Wofcv7B7uFYssSKta,dance pop
3377,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,alternative metal
3378,spotify:track:1I0HPyA358wezY1aCpuLBS,bubblegum pop
3379,spotify:track:42B6mMkWVI3sU7f14JTYJn,new romantic
3380,spotify:track:3c9LVPh3MpeFoaAL5DBDK5,pop
3381,spotify:track:5e3YOg6fIkP0wD5TyxcHOH,funk metal
3382,spotify:track:7yYHnEGFqYcbrKGe6KSguP,
3383,spotify:track:0s6e7ZafqOAUBDoQYGmxrc,contemporary r&b
3384,spotify:track:3XWgwgbWDI56mf1Wl3cLzb,new wave pop
3385,spotify:track:1OEoNpiyqBghuEUaT6Je6U,glam metal
3386,spotify:track:4V87hYB94wu8DFtd901riK,new wave pop
3387,spotify:track:43thLwzSasUUZEYjYPeJh3,album rock
3388,spotify:track:3uUuGVFu1V7jTQL60S1r8z,belgian edm
3389,spotify:track:3t4EJY6cTsb6FyP1EQzajK,freestyle
3390,spotify:track:4NhezoOLxvH7msw5Fil01i,
3391,spotify:track:6ez4yXpLini3DSbaLR10qZ,adult standards
3392,spotify:track:6lRkdG1HurVS72F9GoBeWJ,australian rock
