,title,artist,peakPos,lastPos,weeks,rank,isNew,date,track_uri
66218,Mirrors,Justin Timberlake,2,20,32,22,False,2013-10-04,spotify:track:4rHZZAmHpZrA3iH5zx8frV
66219,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,6,18,39,23,False,2013-10-04,spotify:track:6mH3qVIeOsnQIAho5eWwhH
66220,Treasure,Bruno Mars,5,17,19,24,False,2013-10-04,spotify:track:55h7vJchibLdUkxdlX3fK7
66221,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,11,19,28,25,False,2013-10-04,spotify:track:1BZG99C7Co1r6QUC3zaS59
66297,Royals,Lorde,1,1,17,1,False,2013-11-04,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
66298,Roar,Katy Perry,1,2,12,2,False,2013-11-04,spotify:track:27tNWlhdAryQY04Gb2ZhUI
66299,Wrecking Ball,Miley Cyrus,1,3,10,3,False,2013-11-04,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE
66300,Wake Me Up!,Avicii,4,4,18,4,False,2013-11-04,spotify:track:0nrRP2bk19rLc0orkWPQk2
66301,"Hold On, We're Going Home",Drake Featuring Majid Jordan,4,5,12,5,False,2013-11-04,spotify:track:2aSC2xhRxOLiiZZVjhbylH
66302,Holy Grail,Jay Z Featuring Justin Timberlake,4,8,16,6,False,2013-11-04,spotify:track:37jTPJgwCCmIGMPB45jrPV
66303,Applause,Lady Gaga,4,9,11,7,False,2013-11-04,spotify:track:5ka2ajep9OAvU5Sgduhiex
66304,Counting Stars,OneRepublic,8,15,19,8,False,2013-11-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66305,Demons,Imagine Dragons,9,12,27,9,False,2013-11-04,spotify:track:3LlAyCYU26dvFZBDUIMb7a
66306,The Fox,Ylvis,6,6,8,10,False,2013-11-04,spotify:track:5HOpkTTVcmZHnthgyxrIL8
66307,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,10,28,11,False,2013-11-04,spotify:track:0n4bITAu0Y0nigrz3MFJMb
66308,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",11,14,6,12,False,2013-11-04,spotify:track:2ixkIrn45mNfdLDLHuyfRt
66309,Do What U Want,Lady Gaga Featuring R. Kelly,13,0,1,13,True,2013-11-04,spotify:track:4IWGnyOHDrVZEtPWfs4s7q
66310,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,6,11,16,14,False,2013-11-04,spotify:track:60illGAm43KKvJEe0Xh4sJ
66311,Safe And Sound,Capital Cities,8,13,26,15,False,2013-11-04,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb
66312,Radioactive,Imagine Dragons,3,16,61,16,False,2013-11-04,spotify:track:4G8gkOterJn0Ywt6uhqbhp
66313,Let Her Go,Passenger,17,19,13,17,False,2013-11-04,spotify:track:1KxwZYyzWNyZSRyErj2ojT
66314,That's My Kind Of Night,Luke Bryan,15,17,11,18,False,2013-11-04,spotify:track:5HGibWoxnkYSkl6mHmAlOE
66315,Sail,AWOLNATION,17,23,60,19,False,2013-11-04,spotify:track:7ueP5u2qkdZbIPN2YA6LR0
66316,My Hitta,YG Featuring Jeezy & Rich Homie Quan,20,20,4,20,False,2013-11-04,spotify:track:1v9iVgew5LcMf2DDMb8Smm
66317,Rap God,Eminem,7,7,2,21,False,2013-11-04,spotify:track:6or1bKJiZ06IlK0vFvY75k
66318,Gorilla,Bruno Mars,22,22,9,22,False,2013-11-04,spotify:track:2ih2U8ttFzCjnQ5njF3SrR
66319,Love More,Chris Brown Featuring Nicki Minaj,23,25,14,23,False,2013-11-04,spotify:track:343YBumqHu19cGoGARUTsd
66320,Still Into You,Paramore,24,26,16,24,False,2013-11-04,spotify:track:1yjY7rpaAQvKwpdUliHx0d
66321,Berzerk,Eminem,3,18,9,25,False,2013-11-04,spotify:track:6Xk7PnitV9jCRorWt2LiVZ
66397,Royals,Lorde,1,1,21,1,False,2013-12-04,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
66398,The Monster,Eminem Featuring Rihanna,2,2,4,2,False,2013-12-04,spotify:track:48RrDBpOSSl1aLVCalGl5C
66399,Wrecking Ball,Miley Cyrus,1,3,14,3,False,2013-12-04,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE
66400,Counting Stars,OneRepublic,4,6,23,4,False,2013-12-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66401,Wake Me Up!,Avicii,4,4,22,5,False,2013-12-04,spotify:track:0nrRP2bk19rLc0orkWPQk2
66402,Demons,Imagine Dragons,6,7,31,6,False,2013-12-04,spotify:track:3LlAyCYU26dvFZBDUIMb7a
66403,Roar,Katy Perry,1,5,16,7,False,2013-12-04,spotify:track:27tNWlhdAryQY04Gb2ZhUI
66404,Timber,Pitbull Featuring Ke$ha,8,10,7,8,False,2013-12-04,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
66405,"Hold On, We're Going Home",Drake Featuring Majid Jordan,4,8,16,9,False,2013-12-04,spotify:track:2aSC2xhRxOLiiZZVjhbylH
66406,Let Her Go,Passenger,10,11,17,10,False,2013-12-04,spotify:track:1KxwZYyzWNyZSRyErj2ojT
66407,Diana,One Direction,11,0,1,11,True,2013-12-04,spotify:track:6twW4ma6w0mOeejejPK0nY
66408,Midnight Memories,One Direction,12,0,1,12,True,2013-12-04,spotify:track:5wjmqUGN7vrAqFqDWrywlZ
66409,Story Of My Life,One Direction,6,13,4,13,False,2013-12-04,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
66410,Applause,Lady Gaga,4,9,15,14,False,2013-12-04,spotify:track:5ka2ajep9OAvU5Sgduhiex
66411,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",11,12,10,15,False,2013-12-04,spotify:track:2ixkIrn45mNfdLDLHuyfRt
66412,Unconditionally,Katy Perry,16,16,5,16,False,2013-12-04,spotify:track:009ImBOrIUlWgla8U05RAC
66413,Holy Grail,Jay Z Featuring Justin Timberlake,4,14,20,17,False,2013-12-04,spotify:track:37jTPJgwCCmIGMPB45jrPV
66414,Say Something,A Great Big World & Christina Aguilera,16,38,3,18,False,2013-12-04,spotify:track:2HB1jDQn9hCojKIr6Yfhze
66415,Sweater Weather,The Neighbourhood,17,17,24,19,False,2013-12-04,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
66416,Do What U Want,Lady Gaga Featuring R. Kelly,13,18,5,20,False,2013-12-04,spotify:track:4IWGnyOHDrVZEtPWfs4s7q
66417,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,15,32,21,False,2013-12-04,spotify:track:0n4bITAu0Y0nigrz3MFJMb
66418,Stay The Night,Zedd Featuring Hayley Williams,22,22,10,22,False,2013-12-04,spotify:track:2QtJA4gbwe1AcanB2p21aP
66419,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,23,31,10,23,False,2013-12-04,spotify:track:1o1Pny4JcE3LdUBeBedbm6
66420,Radioactive,Imagine Dragons,3,20,65,24,False,2013-12-04,spotify:track:4G8gkOterJn0Ywt6uhqbhp
66421,What Now,Rihanna,25,39,5,25,False,2013-12-04,spotify:track:0aUWfpD3PlSv3FTTKcT2rN
66497,The Monster,Eminem Featuring Rihanna,1,1,8,1,False,2014-01-04,spotify:track:48RrDBpOSSl1aLVCalGl5C
66498,Timber,Pitbull Featuring Ke$ha,2,2,11,2,False,2014-01-04,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
66499,Counting Stars,OneRepublic,3,3,27,3,False,2014-01-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66500,Say Something,A Great Big World & Christina Aguilera,4,4,7,4,False,2014-01-04,spotify:track:2HB1jDQn9hCojKIr6Yfhze
66501,Royals,Lorde,1,5,25,5,False,2014-01-04,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
66502,Demons,Imagine Dragons,6,6,35,6,False,2014-01-04,spotify:track:3LlAyCYU26dvFZBDUIMb7a
66503,Let Her Go,Passenger,7,9,21,7,False,2014-01-04,spotify:track:1KxwZYyzWNyZSRyErj2ojT
66504,Wake Me Up!,Avicii,4,7,26,8,False,2014-01-04,spotify:track:0nrRP2bk19rLc0orkWPQk2
66505,Wrecking Ball,Miley Cyrus,1,8,18,9,False,2014-01-04,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE
66506,Story Of My Life,One Direction,6,10,8,10,False,2014-01-04,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
66507,Roar,Katy Perry,1,12,20,11,False,2014-01-04,spotify:track:27tNWlhdAryQY04Gb2ZhUI
66508,Drunk In Love,Beyonce Featuring Jay Z,12,0,1,12,True,2014-01-04,spotify:track:6jG2YzhxptolDzLHTGLt7S
66509,"Hold On, We're Going Home",Drake Featuring Majid Jordan,4,11,20,13,False,2014-01-04,spotify:track:2aSC2xhRxOLiiZZVjhbylH
66510,Dark Horse,Katy Perry Featuring Juicy J,14,22,14,14,False,2014-01-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
66511,Burn,Ellie Goulding,13,13,16,15,False,2014-01-04,spotify:track:5lF0pHbsJ0QqyIrLweHJPW
66512,Do What U Want,Lady Gaga Featuring R. Kelly,13,16,9,16,False,2014-01-04,spotify:track:4IWGnyOHDrVZEtPWfs4s7q
66513,Sweater Weather,The Neighbourhood,14,14,28,17,False,2014-01-04,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
66514,Team,Lorde,18,23,13,18,False,2014-01-04,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1
66515,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,15,15,14,19,False,2014-01-04,spotify:track:1o1Pny4JcE3LdUBeBedbm6
66516,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",11,18,14,20,False,2014-01-04,spotify:track:2ixkIrn45mNfdLDLHuyfRt
66517,Pompeii,Bastille,21,24,19,21,False,2014-01-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
66518,Stay The Night,Zedd Featuring Hayley Williams,19,19,14,22,False,2014-01-04,spotify:track:2QtJA4gbwe1AcanB2p21aP
66519,Unconditionally,Katy Perry,14,17,9,23,False,2014-01-04,spotify:track:009ImBOrIUlWgla8U05RAC
66520,My Hitta,YG Featuring Jeezy & Rich Homie Quan,19,21,12,24,False,2014-01-04,spotify:track:1v9iVgew5LcMf2DDMb8Smm
66521,Applause,Lady Gaga,4,20,19,25,False,2014-01-04,spotify:track:5ka2ajep9OAvU5Sgduhiex
66597,Dark Horse,Katy Perry Featuring Juicy J,1,2,19,1,False,2014-02-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
66598,Timber,Pitbull Featuring Ke$ha,1,1,16,2,False,2014-02-04,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
66599,Counting Stars,OneRepublic,2,3,32,3,False,2014-02-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66600,Say Something,A Great Big World & Christina Aguilera,4,4,12,4,False,2014-02-04,spotify:track:2HB1jDQn9hCojKIr6Yfhze
66601,The Monster,Eminem Featuring Rihanna,1,5,13,5,False,2014-02-04,spotify:track:48RrDBpOSSl1aLVCalGl5C
66602,Talk Dirty,Jason Derulo Featuring 2 Chainz,6,15,6,6,False,2014-02-04,spotify:track:6g6A7qNhTfUgOSH7ROOxTD
66603,Let Her Go,Passenger,6,6,26,7,False,2014-02-04,spotify:track:1KxwZYyzWNyZSRyErj2ojT
66604,Team,Lorde,8,8,18,8,False,2014-02-04,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1
66605,Royals,Lorde,1,7,30,9,False,2014-02-04,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
66606,Pompeii,Bastille,10,10,24,10,False,2014-02-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
66607,Happy,Pharrell Williams,11,25,4,11,False,2014-02-04,spotify:track:60nZcImufyMA1MKQY3dcCH
66608,Story Of My Life,One Direction,6,9,13,12,False,2014-02-04,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
66609,Drunk In Love,Beyonce Featuring Jay Z,12,12,6,13,False,2014-02-04,spotify:track:6jG2YzhxptolDzLHTGLt7S
66610,Burn,Ellie Goulding,13,14,21,14,False,2014-02-04,spotify:track:5lF0pHbsJ0QqyIrLweHJPW
66611,Demons,Imagine Dragons,6,13,40,15,False,2014-02-04,spotify:track:3LlAyCYU26dvFZBDUIMb7a
66612,The Man,Aloe Blacc,16,17,5,16,False,2014-02-04,spotify:track:2stPxcgjdSImK7Gizl8ZUN
66613,Wake Me Up!,Avicii,4,11,31,17,False,2014-02-04,spotify:track:0nrRP2bk19rLc0orkWPQk2
66614,Roar,Katy Perry,1,16,25,18,False,2014-02-04,spotify:track:27tNWlhdAryQY04Gb2ZhUI
66615,Show Me,Kid Ink Featuring Chris Brown,19,24,12,19,False,2014-02-04,spotify:track:01TyFEZu6mHbffsVfxgrFn
66616,Wrecking Ball,Miley Cyrus,1,18,23,20,False,2014-02-04,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE
66617,Let It Go,Idina Menzel,21,26,9,21,False,2014-02-04,spotify:track:0qcr5FMsEO85NAQjrlDRKo
66618,Stay The Night,Zedd Featuring Hayley Williams,18,22,19,22,False,2014-02-04,spotify:track:2QtJA4gbwe1AcanB2p21aP
66619,Sweater Weather,The Neighbourhood,14,21,33,23,False,2014-02-04,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
66620,"Hold On, We're Going Home",Drake Featuring Majid Jordan,4,20,25,24,False,2014-02-04,spotify:track:2aSC2xhRxOLiiZZVjhbylH
66621,Do What U Want,Lady Gaga Featuring R. Kelly,13,19,14,25,False,2014-02-04,spotify:track:4IWGnyOHDrVZEtPWfs4s7q
66697,Happy,Pharrell Williams,1,2,8,1,False,2014-03-04,spotify:track:60nZcImufyMA1MKQY3dcCH
66698,Dark Horse,Katy Perry Featuring Juicy J,1,1,23,2,False,2014-03-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
66699,Talk Dirty,Jason Derulo Featuring 2 Chainz,3,3,10,3,False,2014-03-04,spotify:track:6g6A7qNhTfUgOSH7ROOxTD
66700,All Of Me,John Legend,4,11,20,4,False,2014-03-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
66701,Drunk In Love,Beyonce Featuring Jay Z,2,5,10,5,False,2014-03-04,spotify:track:6jG2YzhxptolDzLHTGLt7S
66702,Pompeii,Bastille,6,8,28,6,False,2014-03-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
66703,Team,Lorde,7,9,22,7,False,2014-03-04,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1
66704,Say Something,A Great Big World & Christina Aguilera,4,4,16,8,False,2014-03-04,spotify:track:2HB1jDQn9hCojKIr6Yfhze
66705,Counting Stars,OneRepublic,2,6,36,9,False,2014-03-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66706,Timber,Pitbull Featuring Ke$ha,1,7,20,10,False,2014-03-04,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
66707,Let Her Go,Passenger,5,10,30,11,False,2014-03-04,spotify:track:1KxwZYyzWNyZSRyErj2ojT
66708,Story Of My Life,One Direction,6,12,17,12,False,2014-03-04,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
66709,The Man,Aloe Blacc,13,16,9,13,False,2014-03-04,spotify:track:2stPxcgjdSImK7Gizl8ZUN
66710,The Monster,Eminem Featuring Rihanna,1,13,17,14,False,2014-03-04,spotify:track:48RrDBpOSSl1aLVCalGl5C
66711,Burn,Ellie Goulding,13,15,25,15,False,2014-03-04,spotify:track:5lF0pHbsJ0QqyIrLweHJPW
66712,Show Me,Kid Ink Featuring Chris Brown,16,17,16,16,False,2014-03-04,spotify:track:01TyFEZu6mHbffsVfxgrFn
66713,Royals,Lorde,1,14,34,17,False,2014-03-04,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
66714,Let It Go,Idina Menzel,18,18,13,18,False,2014-03-04,spotify:track:0qcr5FMsEO85NAQjrlDRKo
66715,Demons,Imagine Dragons,6,19,44,19,False,2014-03-04,spotify:track:3LlAyCYU26dvFZBDUIMb7a
66716,Wake Me Up!,Avicii,4,20,35,20,False,2014-03-04,spotify:track:0nrRP2bk19rLc0orkWPQk2
66717,Roar,Katy Perry,1,23,29,21,False,2014-03-04,spotify:track:27tNWlhdAryQY04Gb2ZhUI
66718,My Hitta,YG Featuring Jeezy & Rich Homie Quan,19,24,21,22,False,2014-03-04,spotify:track:1v9iVgew5LcMf2DDMb8Smm
66719,Best Day Of My Life,American Authors,23,25,15,23,False,2014-03-04,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
66720,Hey Brother,Avicii,24,27,12,24,False,2014-03-04,spotify:track:4lhqb6JvbHId48OUJGwymk
66721,Adore You,Miley Cyrus,21,21,11,25,False,2014-03-04,spotify:track:5AnCLGg35ziFOloEnXK4uu
66797,Happy,Pharrell Williams,1,1,12,1,False,2014-04-04,spotify:track:60nZcImufyMA1MKQY3dcCH
66798,All Of Me,John Legend,2,3,24,2,False,2014-04-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
66799,Dark Horse,Katy Perry Featuring Juicy J,1,2,27,3,False,2014-04-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
66800,Talk Dirty,Jason Derulo Featuring 2 Chainz,3,4,14,4,False,2014-04-04,spotify:track:6g6A7qNhTfUgOSH7ROOxTD
66801,Let It Go,Idina Menzel,5,14,17,5,False,2014-04-04,spotify:track:0qcr5FMsEO85NAQjrlDRKo
66802,Pompeii,Bastille,5,5,32,6,False,2014-04-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
66803,Team,Lorde,6,6,26,7,False,2014-04-04,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1
66804,Counting Stars,OneRepublic,2,7,40,8,False,2014-04-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66805,The Man,Aloe Blacc,9,10,13,9,False,2014-04-04,spotify:track:2stPxcgjdSImK7Gizl8ZUN
66806,Drunk In Love,Beyonce Featuring Jay Z,2,8,14,10,False,2014-04-04,spotify:track:6jG2YzhxptolDzLHTGLt7S
66807,Timber,Pitbull Featuring Ke$ha,1,11,24,11,False,2014-04-04,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
66808,Best Day Of My Life,American Authors,12,13,19,12,False,2014-04-04,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
66809,Show Me,Kid Ink Featuring Chris Brown,13,15,20,13,False,2014-04-04,spotify:track:01TyFEZu6mHbffsVfxgrFn
66810,Story Of My Life,One Direction,6,16,21,14,False,2014-04-04,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
66811,Turn Down For What,DJ Snake & Lil Jon,15,21,13,15,False,2014-04-04,spotify:track:6h5yOjQNDaLZ0rW2OGoXTB
66812,#SELFIE,The Chainsmokers,16,18,4,16,False,2014-04-04,spotify:track:1HOlb9rdNOmy9b1Fakicjo
66813,Say Something,A Great Big World & Christina Aguilera,4,12,20,17,False,2014-04-04,spotify:track:2HB1jDQn9hCojKIr6Yfhze
66814,Let Her Go,Passenger,5,17,34,18,False,2014-04-04,spotify:track:1KxwZYyzWNyZSRyErj2ojT
66815,Hey Brother,Avicii,19,22,16,19,False,2014-04-04,spotify:track:4lhqb6JvbHId48OUJGwymk
66816,Burn,Ellie Goulding,13,19,29,20,False,2014-04-04,spotify:track:5lF0pHbsJ0QqyIrLweHJPW
66817,Wake Me Up!,Avicii,4,25,39,21,False,2014-04-04,spotify:track:0nrRP2bk19rLc0orkWPQk2
66818,The Monster,Eminem Featuring Rihanna,1,23,21,22,False,2014-04-04,spotify:track:48RrDBpOSSl1aLVCalGl5C
66819,Animals,Martin Garrix,23,26,27,23,False,2014-04-04,spotify:track:65G7XDGcybJiGywSCXJiL5
66820,Demons,Imagine Dragons,6,24,48,24,False,2014-04-04,spotify:track:3LlAyCYU26dvFZBDUIMb7a
66821,Royals,Lorde,1,20,38,25,False,2014-04-04,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
66897,Happy,Pharrell Williams,1,1,17,1,False,2014-05-04,spotify:track:60nZcImufyMA1MKQY3dcCH
66898,All Of Me,John Legend,2,2,29,2,False,2014-05-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
66899,Dark Horse,Katy Perry Featuring Juicy J,1,4,32,3,False,2014-05-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
66900,Talk Dirty,Jason Derulo Featuring 2 Chainz,3,3,19,4,False,2014-05-04,spotify:track:6g6A7qNhTfUgOSH7ROOxTD
66901,Turn Down For What,DJ Snake & Lil Jon,5,7,18,5,False,2014-05-04,spotify:track:6h5yOjQNDaLZ0rW2OGoXTB
66902,Let It Go,Idina Menzel,5,5,22,6,False,2014-05-04,spotify:track:0qcr5FMsEO85NAQjrlDRKo
66903,Fancy,Iggy Azalea Featuring Charli XCX,7,18,8,7,False,2014-05-04,spotify:track:58UKC45GPNTflCN6nwCUeF
66904,Pompeii,Bastille,5,6,37,8,False,2014-05-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
66905,Not A Bad Thing,Justin Timberlake,8,8,9,9,False,2014-05-04,spotify:track:3nB82yGjtbQFSU0JLAwLRH
66906,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,9,15,10,False,2014-05-04,spotify:track:6SwRhMLwNqEi6alNPVG00n
66907,Best Day Of My Life,American Authors,11,13,24,11,False,2014-05-04,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
66908,Counting Stars,OneRepublic,2,11,45,12,False,2014-05-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
66909,Team,Lorde,6,10,31,13,False,2014-05-04,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1
66910,Ain't It Fun,Paramore,14,21,9,14,False,2014-05-04,spotify:track:6LUr2QQla9sLekmdfJvDOS
66911,Play It Again,Luke Bryan,14,15,7,15,False,2014-05-04,spotify:track:03fT3OHB9KyMtGMt2zwqCT
66912,Sing,Ed Sheeran,14,14,3,16,False,2014-05-04,spotify:track:6K8qKeWo5MsFED7wCR6Kop
66913,The Man,Aloe Blacc,8,12,18,17,False,2014-05-04,spotify:track:2stPxcgjdSImK7Gizl8ZUN
66914,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,16,19,12,18,False,2014-05-04,spotify:track:2TR7A4ulH9R1PNwMyd8o8U
66915,La La La,Naughty Boy Featuring Sam Smith,19,26,10,19,False,2014-05-04,spotify:track:59uQI0PADDKeE6UZDTJEe8
66916,Hey Brother,Avicii,16,16,21,20,False,2014-05-04,spotify:track:4lhqb6JvbHId48OUJGwymk
66917,Timber,Pitbull Featuring Ke$ha,1,20,29,21,False,2014-05-04,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
66918,Bottoms Up,Brantley Gilbert,20,22,19,22,False,2014-05-04,spotify:track:0HZUp8fm9fh1Mitqx4CIOr
66919,Na Na,Trey Songz,22,25,14,23,False,2014-05-04,spotify:track:5maiP9UMnTSgoxPX8X3bdz
66920,Animals,Martin Garrix,21,24,32,24,False,2014-05-04,spotify:track:65G7XDGcybJiGywSCXJiL5
66921,Show Me,Kid Ink Featuring Chris Brown,13,23,25,25,False,2014-05-04,spotify:track:01TyFEZu6mHbffsVfxgrFn
66997,Fancy,Iggy Azalea Featuring Charli XCX,1,2,12,1,False,2014-06-04,spotify:track:58UKC45GPNTflCN6nwCUeF
66998,Problem,Ariana Grande Featuring Iggy Azalea,2,3,4,2,False,2014-06-04,spotify:track:0sY6ZUTh4yoctD8VIXz339
66999,All Of Me,John Legend,1,1,33,3,False,2014-06-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
67000,Happy,Pharrell Williams,1,4,21,4,False,2014-06-04,spotify:track:60nZcImufyMA1MKQY3dcCH
67001,Turn Down For What,DJ Snake & Lil Jon,5,5,22,5,False,2014-06-04,spotify:track:6h5yOjQNDaLZ0rW2OGoXTB
67002,Dark Horse,Katy Perry Featuring Juicy J,1,6,36,6,False,2014-06-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
67003,Talk Dirty,Jason Derulo Featuring 2 Chainz,3,7,23,7,False,2014-06-04,spotify:track:6g6A7qNhTfUgOSH7ROOxTD
67004,Am I Wrong,Nico & Vinz,8,17,6,8,False,2014-06-04,spotify:track:1fidCEsYlaVE3pHwKCvpFZ
67005,Not A Bad Thing,Justin Timberlake,8,8,13,9,False,2014-06-04,spotify:track:3nB82yGjtbQFSU0JLAwLRH
67006,Wiggle,Jason Derulo Featuring Snoop Dogg,10,20,4,10,False,2014-06-04,spotify:track:2sLwPnIP3CUVmIuHranJZU
67007,Ain't It Fun,Paramore,10,12,13,11,False,2014-06-04,spotify:track:6LUr2QQla9sLekmdfJvDOS
67008,Summer,Calvin Harris,11,11,10,12,False,2014-06-04,spotify:track:6YUTL4dYpB9xZO5qExPf05
67009,Sing,Ed Sheeran,13,16,7,13,False,2014-06-04,spotify:track:6K8qKeWo5MsFED7wCR6Kop
67010,Billie Jean,Michael Jackson,1,0,25,14,False,2014-06-04,spotify:track:5ChkMS8OtdzJeqyybCc9R5
67011,Rude,MAGIC!,15,28,5,15,False,2014-06-04,spotify:track:6RtPijgfPKROxEzTHNRiDp
67012,Love Never Felt So Good,Michael Jackson & Justin Timberlake,9,9,4,16,False,2014-06-04,spotify:track:5IqInwwsuETolsprfOFwzR
67013,Birthday,Katy Perry,17,23,7,17,False,2014-06-04,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR
67014,Play It Again,Luke Bryan,14,21,11,18,False,2014-06-04,spotify:track:03fT3OHB9KyMtGMt2zwqCT
67015,Pompeii,Bastille,5,15,41,19,False,2014-06-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
67016,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,18,19,20,False,2014-06-04,spotify:track:6SwRhMLwNqEi6alNPVG00n
67017,Me And My Broken Heart,Rixton,14,22,9,21,False,2014-06-04,spotify:track:1oew3nFNY3vMacJAsvry0S
67018,Let It Go,Idina Menzel,5,13,26,22,False,2014-06-04,spotify:track:0qcr5FMsEO85NAQjrlDRKo
67019,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,16,26,16,23,False,2014-06-04,spotify:track:2TR7A4ulH9R1PNwMyd8o8U
67020,Best Day Of My Life,American Authors,11,19,28,24,False,2014-06-04,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
67021,Classic,MKTO,25,25,15,25,False,2014-06-04,spotify:track:6FE2iI43OZnszFLuLtvvmg
67097,Fancy,Iggy Azalea Featuring Charli XCX,1,1,16,1,False,2014-07-04,spotify:track:58UKC45GPNTflCN6nwCUeF
67098,Problem,Ariana Grande Featuring Iggy Azalea,2,2,8,2,False,2014-07-04,spotify:track:0sY6ZUTh4yoctD8VIXz339
67099,Rude,MAGIC!,3,3,9,3,False,2014-07-04,spotify:track:6RtPijgfPKROxEzTHNRiDp
67100,Am I Wrong,Nico & Vinz,4,7,10,4,False,2014-07-04,spotify:track:1fidCEsYlaVE3pHwKCvpFZ
67101,Stay With Me,Sam Smith,5,10,11,5,False,2014-07-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67102,Wiggle,Jason Derulo Featuring Snoop Dogg,5,5,8,6,False,2014-07-04,spotify:track:2sLwPnIP3CUVmIuHranJZU
67103,All Of Me,John Legend,1,4,37,7,False,2014-07-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
67104,Summer,Calvin Harris,8,9,14,8,False,2014-07-04,spotify:track:6YUTL4dYpB9xZO5qExPf05
