,title,artist,peakPos,lastPos,weeks,rank,isNew,date,track_uri
67105,Turn Down For What,DJ Snake & Lil Jon,4,6,26,9,False,2014-07-04,spotify:track:6h5yOjQNDaLZ0rW2OGoXTB
67106,Happy,Pharrell Williams,1,8,25,10,False,2014-07-04,spotify:track:60nZcImufyMA1MKQY3dcCH
67107,Dark Horse,Katy Perry Featuring Juicy J,1,11,40,11,False,2014-07-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
67108,Latch,Disclosure Featuring Sam Smith,12,14,14,12,False,2014-07-04,spotify:track:1DunhgeZSEgWiIYbHqXl0c
67109,Sing,Ed Sheeran,13,16,11,13,False,2014-07-04,spotify:track:6K8qKeWo5MsFED7wCR6Kop
67110,Maps,Maroon 5,14,0,1,14,True,2014-07-04,spotify:track:4gbVRS8gloEluzf0GzDOFc
67111,Ain't It Fun,Paramore,10,12,17,15,False,2014-07-04,spotify:track:6LUr2QQla9sLekmdfJvDOS
67112,Not A Bad Thing,Justin Timberlake,8,13,17,16,False,2014-07-04,spotify:track:3nB82yGjtbQFSU0JLAwLRH
67113,Classic,MKTO,17,18,19,17,False,2014-07-04,spotify:track:6FE2iI43OZnszFLuLtvvmg
67114,Talk Dirty,Jason Derulo Featuring 2 Chainz,3,15,27,18,False,2014-07-04,spotify:track:6g6A7qNhTfUgOSH7ROOxTD
67115,Birthday,Katy Perry,17,19,11,19,False,2014-07-04,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR
67116,Me And My Broken Heart,Rixton,14,20,13,20,False,2014-07-04,spotify:track:1oew3nFNY3vMacJAsvry0S
67117,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,21,23,21,False,2014-07-04,spotify:track:6SwRhMLwNqEi6alNPVG00n
67118,Counting Stars,OneRepublic,2,27,53,22,False,2014-07-04,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
67119,Love Runs Out,OneRepublic,23,30,7,23,False,2014-07-04,spotify:track:5BJSZocnCeSNeYMj3iVqM7
67120,Pompeii,Bastille,5,25,45,24,False,2014-07-04,spotify:track:3gbBpTdY8lnQwqxNCcf795
67121,Play It Again,Luke Bryan,14,23,15,25,False,2014-07-04,spotify:track:03fT3OHB9KyMtGMt2zwqCT
67197,Rude,MAGIC!,1,1,14,1,False,2014-08-04,spotify:track:6RtPijgfPKROxEzTHNRiDp
67198,Fancy,Iggy Azalea Featuring Charli XCX,1,2,21,2,False,2014-08-04,spotify:track:58UKC45GPNTflCN6nwCUeF
67199,Stay With Me,Sam Smith,3,3,16,3,False,2014-08-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67200,Am I Wrong,Nico & Vinz,4,5,15,4,False,2014-08-04,spotify:track:1fidCEsYlaVE3pHwKCvpFZ
67201,Problem,Ariana Grande Featuring Iggy Azalea,2,4,13,5,False,2014-08-04,spotify:track:0sY6ZUTh4yoctD8VIXz339
67202,Maps,Maroon 5,6,7,6,6,False,2014-08-04,spotify:track:4gbVRS8gloEluzf0GzDOFc
67203,Latch,Disclosure Featuring Sam Smith,7,9,19,7,False,2014-08-04,spotify:track:1DunhgeZSEgWiIYbHqXl0c
67204,All Of Me,John Legend,1,6,42,8,False,2014-08-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
67205,Chandelier,Sia,9,11,12,9,False,2014-08-04,spotify:track:2s1sdSqGcKxpPr5lCl7jAV
67206,Summer,Calvin Harris,7,10,19,10,False,2014-08-04,spotify:track:6YUTL4dYpB9xZO5qExPf05
67207,Happy,Pharrell Williams,1,12,30,11,False,2014-08-04,spotify:track:60nZcImufyMA1MKQY3dcCH
67208,Burnin' It Down,Jason Aldean,12,0,1,12,True,2014-08-04,spotify:track:5HJqpDspKDKwQpLjvkcIsD
67209,Boom Clap,Charli XCX,13,14,8,13,False,2014-08-04,spotify:track:0Y1MWB026LYxGvhq4EcMiC
67210,Wiggle,Jason Derulo Featuring Snoop Dogg,5,8,13,14,False,2014-08-04,spotify:track:2sLwPnIP3CUVmIuHranJZU
67211,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,15,17,13,15,False,2014-08-04,spotify:track:32lm3769IRfcnrQV11LO4E
67212,Shower,Becky G,16,18,8,16,False,2014-08-04,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ
67213,Love Runs Out,OneRepublic,15,15,12,17,False,2014-08-04,spotify:track:5BJSZocnCeSNeYMj3iVqM7
67214,Turn Down For What,DJ Snake & Lil Jon,4,13,31,18,False,2014-08-04,spotify:track:6h5yOjQNDaLZ0rW2OGoXTB
67215,Rather Be,Clean Bandit Featuring Jess Glynne,19,22,7,19,False,2014-08-04,spotify:track:3s4U7OHV7gnj42VV72eSZ6
67216,Dark Horse,Katy Perry Featuring Juicy J,1,16,45,20,False,2014-08-04,spotify:track:4jbmgIyjGoXjY01XxatOx6
67217,Break Free,Ariana Grande Featuring Zedd,15,21,4,21,False,2014-08-04,spotify:track:12KUFSHFgT0XCoiSlvdQi4
67218,Dirt,Florida Georgia Line,11,20,3,22,False,2014-08-04,spotify:track:5CXnIPD6rTjszYYQm6fY2P
67219,Come Get It Bae,Pharrell Williams,23,60,10,23,False,2014-08-04,spotify:track:24MSdaNRlLgjp8xYeJeXwZ
67220,2 On,Tinashe Featuring ScHoolboy Q,24,25,12,24,False,2014-08-04,spotify:track:57JVGBtBLCfHw2muk5416J
67221,American Kids,Kenny Chesney,23,23,6,25,False,2014-08-04,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV
67297,Shake It Off,Taylor Swift,1,0,1,1,True,2014-09-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67298,Anaconda,Nicki Minaj,2,39,3,2,False,2014-09-04,spotify:track:794F99D5BQHS5ZGRXAs7I5
67299,All About That Bass,Meghan Trainor,2,2,7,3,False,2014-09-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
67300,Stay With Me,Sam Smith,2,3,20,4,False,2014-09-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67301,Rude,MAGIC!,1,1,18,5,False,2014-09-04,spotify:track:6RtPijgfPKROxEzTHNRiDp
67302,Black Widow,Iggy Azalea Featuring Rita Ora,6,8,8,6,False,2014-09-04,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f
67303,Break Free,Ariana Grande Featuring Zedd,4,4,8,7,False,2014-09-04,spotify:track:12KUFSHFgT0XCoiSlvdQi4
67304,Chandelier,Sia,8,9,16,8,False,2014-09-04,spotify:track:2s1sdSqGcKxpPr5lCl7jAV
67305,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",6,10,4,9,False,2014-09-04,spotify:track:1z3Q0Vv26kdsSc8KshjNWX
67306,Am I Wrong,Nico & Vinz,4,6,19,10,False,2014-09-04,spotify:track:1fidCEsYlaVE3pHwKCvpFZ
67307,Fancy,Iggy Azalea Featuring Charli XCX,1,5,25,11,False,2014-09-04,spotify:track:58UKC45GPNTflCN6nwCUeF
67308,Boom Clap,Charli XCX,10,11,12,12,False,2014-09-04,spotify:track:0Y1MWB026LYxGvhq4EcMiC
67309,Problem,Ariana Grande Featuring Iggy Azalea,2,7,17,13,False,2014-09-04,spotify:track:0sY6ZUTh4yoctD8VIXz339
67310,Maps,Maroon 5,6,12,10,14,False,2014-09-04,spotify:track:4gbVRS8gloEluzf0GzDOFc
67311,Rather Be,Clean Bandit Featuring Jess Glynne,13,14,11,15,False,2014-09-04,spotify:track:3s4U7OHV7gnj42VV72eSZ6
67312,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,15,17,16,False,2014-09-04,spotify:track:32lm3769IRfcnrQV11LO4E
67313,Latch,Disclosure Featuring Sam Smith,7,13,23,17,False,2014-09-04,spotify:track:1DunhgeZSEgWiIYbHqXl0c
67314,Don't Tell 'Em,Jeremih Featuring YG,18,18,9,18,False,2014-09-04,spotify:track:2CaSCI1tuGkl94MjQ13yAH
67315,Shower,Becky G,16,17,12,19,False,2014-09-04,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ
67316,All Of Me,John Legend,1,16,46,20,False,2014-09-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
67317,Happy,Pharrell Williams,1,19,34,21,False,2014-09-04,spotify:track:60nZcImufyMA1MKQY3dcCH
67318,Burnin' It Down,Jason Aldean,12,20,5,22,False,2014-09-04,spotify:track:5HJqpDspKDKwQpLjvkcIsD
67319,Habits (Stay High),Tove Lo,23,30,13,23,False,2014-09-04,spotify:track:14OxJlLdcHNpgsm4DRwDOB
67320,Dirt,Florida Georgia Line,11,24,7,24,False,2014-09-04,spotify:track:5CXnIPD6rTjszYYQm6fY2P
67321,Cool Kids,Echosmith,25,31,7,25,False,2014-09-04,spotify:track:13P5rwmk2EsoFRIz9UCeh9
67397,All About That Bass,Meghan Trainor,1,1,11,1,False,2014-10-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
67398,Shake It Off,Taylor Swift,1,2,5,2,False,2014-10-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67399,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,5,8,3,False,2014-10-04,spotify:track:1z3Q0Vv26kdsSc8KshjNWX
67400,Anaconda,Nicki Minaj,2,3,7,4,False,2014-10-04,spotify:track:794F99D5BQHS5ZGRXAs7I5
67401,Black Widow,Iggy Azalea Featuring Rita Ora,4,4,12,5,False,2014-10-04,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f
67402,Stay With Me,Sam Smith,2,6,24,6,False,2014-10-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67403,Break Free,Ariana Grande Featuring Zedd,4,7,12,7,False,2014-10-04,spotify:track:12KUFSHFgT0XCoiSlvdQi4
67404,Boom Clap,Charli XCX,8,10,16,8,False,2014-10-04,spotify:track:0Y1MWB026LYxGvhq4EcMiC
67405,Chandelier,Sia,8,11,20,9,False,2014-10-04,spotify:track:2s1sdSqGcKxpPr5lCl7jAV
67406,Don't Tell 'Em,Jeremih Featuring YG,10,12,13,10,False,2014-10-04,spotify:track:2CaSCI1tuGkl94MjQ13yAH
67407,Rather Be,Clean Bandit Featuring Jess Glynne,11,13,15,11,False,2014-10-04,spotify:track:3s4U7OHV7gnj42VV72eSZ6
67408,Rude,MAGIC!,1,9,22,12,False,2014-10-04,spotify:track:6RtPijgfPKROxEzTHNRiDp
67409,Habits (Stay High),Tove Lo,13,16,17,13,False,2014-10-04,spotify:track:14OxJlLdcHNpgsm4DRwDOB
67410,Maps,Maroon 5,6,8,14,14,False,2014-10-04,spotify:track:4gbVRS8gloEluzf0GzDOFc
67411,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,14,21,15,False,2014-10-04,spotify:track:32lm3769IRfcnrQV11LO4E
67412,Hot Boy,Bobby Shmurda,16,18,8,16,False,2014-10-04,spotify:track:0rFke7eNFHbGuGJUdRgjB2
67413,Am I Wrong,Nico & Vinz,4,15,23,17,False,2014-10-04,spotify:track:1fidCEsYlaVE3pHwKCvpFZ
67414,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,18,0,1,18,True,2014-10-04,spotify:track:5nBHB9JZjBS087RSDgIEon
67415,Cool Kids,Echosmith,19,21,11,19,False,2014-10-04,spotify:track:13P5rwmk2EsoFRIz9UCeh9
67416,Fancy,Iggy Azalea Featuring Charli XCX,1,17,29,20,False,2014-10-04,spotify:track:58UKC45GPNTflCN6nwCUeF
67417,Burnin' It Down,Jason Aldean,12,20,9,21,False,2014-10-04,spotify:track:5HJqpDspKDKwQpLjvkcIsD
67418,Don't,Ed Sheeran,22,25,15,22,False,2014-10-04,spotify:track:3B31sCqNXlshfR4CBUcYJX
67419,Problem,Ariana Grande Featuring Iggy Azalea,2,19,21,23,False,2014-10-04,spotify:track:0sY6ZUTh4yoctD8VIXz339
67420,All Of Me,John Legend,1,23,50,24,False,2014-10-04,spotify:track:3U4isOIWM3VvDubwSI3y7a
67421,A Sky Full Of Stars,Coldplay,10,26,21,25,False,2014-10-04,spotify:track:0FDzzruyVECATHXKHFs9eJ
67497,All About That Bass,Meghan Trainor,1,1,16,1,False,2014-11-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
67498,Shake It Off,Taylor Swift,1,2,10,2,False,2014-11-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67499,Habits (Stay High),Tove Lo,3,5,22,3,False,2014-11-04,spotify:track:14OxJlLdcHNpgsm4DRwDOB
67500,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,3,13,4,False,2014-11-04,spotify:track:1z3Q0Vv26kdsSc8KshjNWX
67501,Animals,Maroon 5,5,7,10,5,False,2014-11-04,spotify:track:2bL2gyO6kBdLkNSkxXNh6x
67502,Black Widow,Iggy Azalea Featuring Rita Ora,3,4,17,6,False,2014-11-04,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f
67503,Don't Tell 'Em,Jeremih Featuring YG,6,6,18,7,False,2014-11-04,spotify:track:2CaSCI1tuGkl94MjQ13yAH
67504,Hot Boy,Bobby Shmurda,8,9,13,8,False,2014-11-04,spotify:track:0rFke7eNFHbGuGJUdRgjB2
67505,Take Me To Church,Hozier,9,33,11,9,False,2014-11-04,spotify:track:1CS7Sd1u5tWkstBhpssyjP
67506,Stay With Me,Sam Smith,2,8,29,10,False,2014-11-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67507,Don't,Ed Sheeran,10,10,20,11,False,2014-11-04,spotify:track:3B31sCqNXlshfR4CBUcYJX
67508,Chandelier,Sia,8,14,25,12,False,2014-11-04,spotify:track:2s1sdSqGcKxpPr5lCl7jAV
67509,Rather Be,Clean Bandit Featuring Jess Glynne,10,12,20,13,False,2014-11-04,spotify:track:3s4U7OHV7gnj42VV72eSZ6
67510,Trumpets,Jason Derulo,14,15,22,14,False,2014-11-04,spotify:track:5KONnBIQ9LqCxyeSPin26k
67511,Cool Kids,Echosmith,13,13,16,15,False,2014-11-04,spotify:track:13P5rwmk2EsoFRIz9UCeh9
67512,I'm Not The Only One,Sam Smith,16,20,8,16,False,2014-11-04,spotify:track:4RYQQajHToempAp8DhWasp
67513,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,17,19,15,17,False,2014-11-04,spotify:track:4Q6LSSmQwn94hioXfvzdbU
67514,Steal My Girl,One Direction,13,40,4,18,False,2014-11-04,spotify:track:2Bs4jQEGMycglOfWPBqrVG
67515,Rude,MAGIC!,1,17,27,19,False,2014-11-04,spotify:track:6RtPijgfPKROxEzTHNRiDp
67516,Break Free,Ariana Grande Featuring Zedd,4,16,17,20,False,2014-11-04,spotify:track:12KUFSHFgT0XCoiSlvdQi4
67517,Blame,Calvin Harris Featuring John Newman,21,26,7,21,False,2014-11-04,spotify:track:1R0a2iXumgCiFb7HEZ7gUE
67518,Waves,Mr. Probz,22,27,10,22,False,2014-11-04,spotify:track:1HFfMOxCAT4GAwaPfCdmUs
67519,Anaconda,Nicki Minaj,2,11,12,23,False,2014-11-04,spotify:track:794F99D5BQHS5ZGRXAs7I5
67520,Boom Clap,Charli XCX,8,21,21,24,False,2014-11-04,spotify:track:0Y1MWB026LYxGvhq4EcMiC
67521,Maps,Maroon 5,6,22,19,25,False,2014-11-04,spotify:track:4gbVRS8gloEluzf0GzDOFc
67597,Blank Space,Taylor Swift,1,1,4,1,False,2014-12-04,spotify:track:1p80LdxRV74UKvL8gnD7ky
67598,All About That Bass,Meghan Trainor,1,2,20,2,False,2014-12-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
67599,Take Me To Church,Hozier,3,6,15,3,False,2014-12-04,spotify:track:1CS7Sd1u5tWkstBhpssyjP
67600,Animals,Maroon 5,3,4,14,4,False,2014-12-04,spotify:track:2bL2gyO6kBdLkNSkxXNh6x
67601,Shake It Off,Taylor Swift,1,3,14,5,False,2014-12-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67602,Habits (Stay High),Tove Lo,3,5,26,6,False,2014-12-04,spotify:track:14OxJlLdcHNpgsm4DRwDOB
67603,I'm Not The Only One,Sam Smith,7,9,12,7,False,2014-12-04,spotify:track:4RYQQajHToempAp8DhWasp
67604,Jealous,Nick Jonas,8,10,11,8,False,2014-12-04,spotify:track:2RqtfcLB7iOZj0zYB8Auhu
67605,Love Me Harder,Ariana Grande & The Weeknd,7,13,7,9,False,2014-12-04,spotify:track:5J4ZkQpzMUFojo1CtAZYpn
67606,Don't,Ed Sheeran,9,11,24,10,False,2014-12-04,spotify:track:3B31sCqNXlshfR4CBUcYJX
67607,I Don't F**k With You,Big Sean Featuring E-40,11,14,9,11,False,2014-12-04,spotify:track:7taXl2C2594pF4gjumrF4W
67608,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,8,17,12,False,2014-12-04,spotify:track:1z3Q0Vv26kdsSc8KshjNWX
67609,Tuesday,I LOVE MAKONNEN Featuring Drake,12,12,9,13,False,2014-12-04,spotify:track:64sn7wgJfeQKY3Jisnl59w
67610,Waves,Mr. Probz,14,19,14,14,False,2014-12-04,spotify:track:1HFfMOxCAT4GAwaPfCdmUs
67611,Hot Boy,Bobby Shmurda,6,7,17,15,False,2014-12-04,spotify:track:0rFke7eNFHbGuGJUdRgjB2
67612,No Type,Rae Sremmurd,16,17,9,16,False,2014-12-04,spotify:track:4scpF6J5uMBvoh6sFB7EL1
67613,Trumpets,Jason Derulo,14,18,26,17,False,2014-12-04,spotify:track:5KONnBIQ9LqCxyeSPin26k
67614,Uptown Funk!,Mark Ronson Featuring Bruno Mars,18,65,2,18,False,2014-12-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
67615,Lips Are Movin,Meghan Trainor,19,38,5,19,False,2014-12-04,spotify:track:6gj08XDlv9Duc2fPOxUmVD
67616,The Heart Wants What It Wants,Selena Gomez,20,26,3,20,False,2014-12-04,spotify:track:6wJwkMo278iWVlWl1XQ4WA
67617,Blame,Calvin Harris Featuring John Newman,19,21,11,21,False,2014-12-04,spotify:track:1R0a2iXumgCiFb7HEZ7gUE
67618,Don't Tell 'Em,Jeremih Featuring YG,6,15,22,22,False,2014-12-04,spotify:track:2CaSCI1tuGkl94MjQ13yAH
67619,Black Widow,Iggy Azalea Featuring Rita Ora,3,16,21,23,False,2014-12-04,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f
67620,Stay With Me,Sam Smith,2,20,33,24,False,2014-12-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67621,Centuries,Fall Out Boy,22,29,11,25,False,2014-12-04,spotify:track:04aAxqtGp5pv12UXAg4pkq
67697,Blank Space,Taylor Swift,1,1,9,1,False,2015-01-04,spotify:track:1p80LdxRV74UKvL8gnD7ky
67698,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2,3,7,2,False,2015-01-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
67699,Take Me To Church,Hozier,2,2,20,3,False,2015-01-04,spotify:track:1CS7Sd1u5tWkstBhpssyjP
67700,Lips Are Movin,Meghan Trainor,4,5,10,4,False,2015-01-04,spotify:track:6gj08XDlv9Duc2fPOxUmVD
67701,All About That Bass,Meghan Trainor,1,10,25,5,False,2015-01-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
67702,I'm Not The Only One,Sam Smith,5,6,17,6,False,2015-01-04,spotify:track:4RYQQajHToempAp8DhWasp
67703,Thinking Out Loud,Ed Sheeran,4,4,12,7,False,2015-01-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
67704,Animals,Maroon 5,3,9,19,8,False,2015-01-04,spotify:track:2bL2gyO6kBdLkNSkxXNh6x
67705,Shake It Off,Taylor Swift,1,11,19,9,False,2015-01-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67706,Jealous,Nick Jonas,8,8,16,10,False,2015-01-04,spotify:track:2RqtfcLB7iOZj0zYB8Auhu
67707,Love Me Harder,Ariana Grande & The Weeknd,7,7,12,11,False,2015-01-04,spotify:track:5J4ZkQpzMUFojo1CtAZYpn
67708,I Don't F**k With You,Big Sean Featuring E-40,11,12,14,12,False,2015-01-04,spotify:track:7taXl2C2594pF4gjumrF4W
67709,The Heart Wants What It Wants,Selena Gomez,6,13,8,13,False,2015-01-04,spotify:track:6wJwkMo278iWVlWl1XQ4WA
67710,Centuries,Fall Out Boy,14,20,16,14,False,2015-01-04,spotify:track:04aAxqtGp5pv12UXAg4pkq
67711,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,15,9,15,False,2015-01-04,spotify:track:7umZiitjVsEjMQ6HNddpUI
67712,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,21,5,16,False,2015-01-04,spotify:track:416MsJxvxSKY96DCmbJIRs
67713,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,22,22,17,False,2015-01-04,spotify:track:1z3Q0Vv26kdsSc8KshjNWX
67714,Tuesday,I LOVE MAKONNEN Featuring Drake,12,17,14,18,False,2015-01-04,spotify:track:64sn7wgJfeQKY3Jisnl59w
67715,No Type,Rae Sremmurd,16,23,14,19,False,2015-01-04,spotify:track:4scpF6J5uMBvoh6sFB7EL1
67716,Habits (Stay High),Tove Lo,3,16,31,20,False,2015-01-04,spotify:track:14OxJlLdcHNpgsm4DRwDOB
67717,Waves,Mr. Probz,14,18,19,21,False,2015-01-04,spotify:track:1HFfMOxCAT4GAwaPfCdmUs
67718,Don't,Ed Sheeran,9,19,29,22,False,2015-01-04,spotify:track:3B31sCqNXlshfR4CBUcYJX
67719,Hot Boy,Bobby Shmurda,6,25,22,23,False,2015-01-04,spotify:track:0rFke7eNFHbGuGJUdRgjB2
67720,Stay With Me,Sam Smith,2,27,38,24,False,2015-01-04,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
67721,7/11,Beyonce,13,24,5,25,False,2015-01-04,spotify:track:02M6vucOvmRfMxTXDUwRXu
67797,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,11,1,False,2015-02-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
67798,Thinking Out Loud,Ed Sheeran,2,2,16,2,False,2015-02-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
67799,Take Me To Church,Hozier,2,4,24,3,False,2015-02-04,spotify:track:1CS7Sd1u5tWkstBhpssyjP
67800,Blank Space,Taylor Swift,1,3,13,4,False,2015-02-04,spotify:track:1p80LdxRV74UKvL8gnD7ky
67801,Shake It Off,Taylor Swift,1,5,23,5,False,2015-02-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67802,Sugar,Maroon 5,6,8,2,6,False,2015-02-04,spotify:track:2iuZJX9X9P0GKaE93xcPjk
67803,Lips Are Movin,Meghan Trainor,4,6,14,7,False,2015-02-04,spotify:track:6gj08XDlv9Duc2fPOxUmVD
67804,I'm Not The Only One,Sam Smith,5,7,21,8,False,2015-02-04,spotify:track:4RYQQajHToempAp8DhWasp
67805,Jealous,Nick Jonas,7,9,20,9,False,2015-02-04,spotify:track:2RqtfcLB7iOZj0zYB8Auhu
67806,Centuries,Fall Out Boy,10,12,20,10,False,2015-02-04,spotify:track:04aAxqtGp5pv12UXAg4pkq
67807,All About That Bass,Meghan Trainor,1,10,29,11,False,2015-02-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
67808,Love Me Harder,Ariana Grande & The Weeknd,7,11,16,12,False,2015-02-04,spotify:track:5J4ZkQpzMUFojo1CtAZYpn
67809,I Don't F**k With You,Big Sean Featuring E-40,11,14,18,13,False,2015-02-04,spotify:track:7taXl2C2594pF4gjumrF4W
67810,I Don't Mind,Usher Featuring Juicy J,14,17,10,14,False,2015-02-04,spotify:track:7aXuop4Qambx5Oi3ynsKQr
67811,The Heart Wants What It Wants,Selena Gomez,6,15,12,15,False,2015-02-04,spotify:track:6wJwkMo278iWVlWl1XQ4WA
67812,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,13,9,16,False,2015-02-04,spotify:track:416MsJxvxSKY96DCmbJIRs
67813,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,19,13,17,False,2015-02-04,spotify:track:7umZiitjVsEjMQ6HNddpUI
67814,Animals,Maroon 5,3,16,23,18,False,2015-02-04,spotify:track:2bL2gyO6kBdLkNSkxXNh6x
67815,7/11,Beyonce,13,18,9,19,False,2015-02-04,spotify:track:02M6vucOvmRfMxTXDUwRXu
67816,Love Me Like You Do,Ellie Goulding,20,36,3,20,False,2015-02-04,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
67817,Time Of Our Lives,Pitbull & Ne-Yo,21,24,7,21,False,2015-02-04,spotify:track:0peuBPX1WVjq3yY5dtR6zq
67818,No Type,Rae Sremmurd,16,20,18,22,False,2015-02-04,spotify:track:4scpF6J5uMBvoh6sFB7EL1
67819,CoCo,O.T. Genasis,23,26,10,23,False,2015-02-04,spotify:track:2JI71GHwq2LN8mtq3iCLYo
67820,Ghost,Ella Henderson,22,22,13,24,False,2015-02-04,spotify:track:4z7gh3aIZV9arbL9jJSc5J
67821,Tuesday,I LOVE MAKONNEN Featuring Drake,12,21,18,25,False,2015-02-04,spotify:track:64sn7wgJfeQKY3Jisnl59w
67897,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,15,1,False,2015-03-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
67898,Thinking Out Loud,Ed Sheeran,2,2,20,2,False,2015-03-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
67899,Love Me Like You Do,Ellie Goulding,3,6,7,3,False,2015-03-04,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
67900,Sugar,Maroon 5,4,5,6,4,False,2015-03-04,spotify:track:2iuZJX9X9P0GKaE93xcPjk
67901,Take Me To Church,Hozier,2,3,28,5,False,2015-03-04,spotify:track:1CS7Sd1u5tWkstBhpssyjP
67902,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,4,4,5,6,False,2015-03-04,spotify:track:78TTtXnFQPzwqlbtbwqN0y
67903,Blank Space,Taylor Swift,1,7,17,7,False,2015-03-04,spotify:track:1p80LdxRV74UKvL8gnD7ky
67904,Style,Taylor Swift,8,10,11,8,False,2015-03-04,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5
67905,Earned It (Fifty Shades Of Grey),The Weeknd,9,12,9,9,False,2015-03-04,spotify:track:4frLb7nWtsz2ymBE6k2GRP
67906,Lips Are Movin,Meghan Trainor,4,9,18,10,False,2015-03-04,spotify:track:6gj08XDlv9Duc2fPOxUmVD
67907,Time Of Our Lives,Pitbull & Ne-Yo,11,13,11,11,False,2015-03-04,spotify:track:0peuBPX1WVjq3yY5dtR6zq
67908,I'm Not The Only One,Sam Smith,5,8,25,12,False,2015-03-04,spotify:track:4RYQQajHToempAp8DhWasp
67909,I Don't Mind,Usher Featuring Juicy J,13,14,14,13,False,2015-03-04,spotify:track:7aXuop4Qambx5Oi3ynsKQr
67910,Centuries,Fall Out Boy,10,16,24,14,False,2015-03-04,spotify:track:04aAxqtGp5pv12UXAg4pkq
67911,Shake It Off,Taylor Swift,1,15,27,15,False,2015-03-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
67912,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,19,17,16,False,2015-03-04,spotify:track:7umZiitjVsEjMQ6HNddpUI
67913,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,17,22,5,17,False,2015-03-04,spotify:track:7e44z4wOjkllaD8eulUeMd
67914,Jealous,Nick Jonas,7,18,24,18,False,2015-03-04,spotify:track:2RqtfcLB7iOZj0zYB8Auhu
67915,All About That Bass,Meghan Trainor,1,17,33,19,False,2015-03-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
