,uri,features
3010,spotify:track:6dahFmHrgncgVJjsI1ws7e,"{'danceability': 0.652, 'energy': 0.338, 'key': 9, 'loudness': -11.58, 'mode': 1, 'speechiness': 0.0367, 'acousticness': 0.486, 'instrumentalness': 5.9e-05, 'liveness': 0.0744, 'valence': 0.392, 'tempo': 116.881, 'type': 'audio_features', 'id': '6dahFmHrgncgVJjsI1ws7e', 'uri': 'spotify:track:6dahFmHrgncgVJjsI1ws7e', 'track_href': 'https://api.spotify.com/v1/tracks/6dahFmHrgncgVJjsI1ws7e', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6dahFmHrgncgVJjsI1ws7e', 'duration_ms': 279667, 'time_signature': 4}"
3011,spotify:track:0HzjKCZmFhwcO2vnnHpj9q,"{'danceability': 0.642, 'energy': 0.805, 'key': 10, 'loudness': -5.675, 'mode': 1, 'speechiness': 0.0336, 'acousticness': 0.352, 'instrumentalness': 1.02e-06, 'liveness': 0.118, 'valence': 0.365, 'tempo': 100.273, 'type': 'audio_features', 'id': '0HzjKCZmFhwcO2vnnHpj9q', 'uri': 'spotify:track:0HzjKCZmFhwcO2vnnHpj9q', 'track_href': 'https://api.spotify.com/v1/tracks/0HzjKCZmFhwcO2vnnHpj9q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HzjKCZmFhwcO2vnnHpj9q', 'duration_ms': 292800, 'time_signature': 4}"
3012,spotify:track:22wWxHGHRH8gZXNDXRgSqY,"{'danceability': 0.535, 'energy': 0.532, 'key': 11, 'loudness': -9.865, 'mode': 1, 'speechiness': 0.0291, 'acousticness': 0.508, 'instrumentalness': 0, 'liveness': 0.0868, 'valence': 0.3, 'tempo': 79.106, 'type': 'audio_features', 'id': '22wWxHGHRH8gZXNDXRgSqY', 'uri': 'spotify:track:22wWxHGHRH8gZXNDXRgSqY', 'track_href': 'https://api.spotify.com/v1/tracks/22wWxHGHRH8gZXNDXRgSqY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/22wWxHGHRH8gZXNDXRgSqY', 'duration_ms': 254476, 'time_signature': 4}"
3013,spotify:track:4nKPgKXfFiPW7cNex5oDtt,"{'danceability': 0.339, 'energy': 0.379, 'key': 0, 'loudness': -15.08, 'mode': 1, 'speechiness': 0.0528, 'acousticness': 0.653, 'instrumentalness': 3.56e-06, 'liveness': 0.219, 'valence': 0.429, 'tempo': 74.142, 'type': 'audio_features', 'id': '4nKPgKXfFiPW7cNex5oDtt', 'uri': 'spotify:track:4nKPgKXfFiPW7cNex5oDtt', 'track_href': 'https://api.spotify.com/v1/tracks/4nKPgKXfFiPW7cNex5oDtt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4nKPgKXfFiPW7cNex5oDtt', 'duration_ms': 330667, 'time_signature': 4}"
3014,spotify:track:3xdURkbZ8BrQM33X8Ko4Lg,"{'danceability': 0.385, 'energy': 0.506, 'key': 7, 'loudness': -8.617, 'mode': 1, 'speechiness': 0.0361, 'acousticness': 0.0931, 'instrumentalness': 8.85e-05, 'liveness': 0.11, 'valence': 0.0771, 'tempo': 130.924, 'type': 'audio_features', 'id': '3xdURkbZ8BrQM33X8Ko4Lg', 'uri': 'spotify:track:3xdURkbZ8BrQM33X8Ko4Lg', 'track_href': 'https://api.spotify.com/v1/tracks/3xdURkbZ8BrQM33X8Ko4Lg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3xdURkbZ8BrQM33X8Ko4Lg', 'duration_ms': 389147, 'time_signature': 4}"
3015,spotify:track:4m3OS54KWywYhP7WD7z1cg,"{'danceability': 0.563, 'energy': 0.476, 'key': 4, 'loudness': -13.342, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.265, 'instrumentalness': 0, 'liveness': 0.494, 'valence': 0.432, 'tempo': 121.67, 'type': 'audio_features', 'id': '4m3OS54KWywYhP7WD7z1cg', 'uri': 'spotify:track:4m3OS54KWywYhP7WD7z1cg', 'track_href': 'https://api.spotify.com/v1/tracks/4m3OS54KWywYhP7WD7z1cg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4m3OS54KWywYhP7WD7z1cg', 'duration_ms': 259293, 'time_signature': 4}"
3016,spotify:track:6zcPWQ6X2LlxLRBK4DGPqH,"{'danceability': 0.71, 'energy': 0.78, 'key': 4, 'loudness': -7.45, 'mode': 1, 'speechiness': 0.0406, 'acousticness': 0.096, 'instrumentalness': 9.12e-06, 'liveness': 0.0506, 'valence': 0.64, 'tempo': 109.089, 'type': 'audio_features', 'id': '6zcPWQ6X2LlxLRBK4DGPqH', 'uri': 'spotify:track:6zcPWQ6X2LlxLRBK4DGPqH', 'track_href': 'https://api.spotify.com/v1/tracks/6zcPWQ6X2LlxLRBK4DGPqH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zcPWQ6X2LlxLRBK4DGPqH', 'duration_ms': 318560, 'time_signature': 4}"
3017,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,"{'danceability': 0.432, 'energy': 0.958, 'key': 9, 'loudness': -4.009, 'mode': 1, 'speechiness': 0.0819, 'acousticness': 0.00943, 'instrumentalness': 2.79e-06, 'liveness': 0.227, 'valence': 0.874, 'tempo': 164.018, 'type': 'audio_features', 'id': '0lqfBvf1Gqmmt3l5Qeirlm', 'uri': 'spotify:track:0lqfBvf1Gqmmt3l5Qeirlm', 'track_href': 'https://api.spotify.com/v1/tracks/0lqfBvf1Gqmmt3l5Qeirlm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0lqfBvf1Gqmmt3l5Qeirlm', 'duration_ms': 174360, 'time_signature': 4}"
3018,spotify:track:3G0ENKW9vzV0SuYKaWFflI,"{'danceability': 0.632, 'energy': 0.656, 'key': 7, 'loudness': -9.29, 'mode': 1, 'speechiness': 0.0277, 'acousticness': 0.123, 'instrumentalness': 0.000264, 'liveness': 0.0735, 'valence': 0.752, 'tempo': 86.605, 'type': 'audio_features', 'id': '3G0ENKW9vzV0SuYKaWFflI', 'uri': 'spotify:track:3G0ENKW9vzV0SuYKaWFflI', 'track_href': 'https://api.spotify.com/v1/tracks/3G0ENKW9vzV0SuYKaWFflI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3G0ENKW9vzV0SuYKaWFflI', 'duration_ms': 343240, 'time_signature': 4}"
3019,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,"{'danceability': 0.61, 'energy': 0.817, 'key': 4, 'loudness': -9.45, 'mode': 0, 'speechiness': 0.133, 'acousticness': 0.296, 'instrumentalness': 0.00336, 'liveness': 0.0884, 'valence': 0.89, 'tempo': 176.735, 'type': 'audio_features', 'id': '0DfG1ltJnZyq4Tx3ZLL7ZU', 'uri': 'spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU', 'track_href': 'https://api.spotify.com/v1/tracks/0DfG1ltJnZyq4Tx3ZLL7ZU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0DfG1ltJnZyq4Tx3ZLL7ZU', 'duration_ms': 202236, 'time_signature': 4}"
3020,spotify:track:62LJFaYihsdVrrkgUOJC05,"{'danceability': 0.898, 'energy': 0.271, 'key': 7, 'loudness': -12.238, 'mode': 1, 'speechiness': 0.091, 'acousticness': 0.0135, 'instrumentalness': 0.00138, 'liveness': 0.0461, 'valence': 0.742, 'tempo': 111.485, 'type': 'audio_features', 'id': '62LJFaYihsdVrrkgUOJC05', 'uri': 'spotify:track:62LJFaYihsdVrrkgUOJC05', 'track_href': 'https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05', 'duration_ms': 226240, 'time_signature': 4}"
3021,spotify:track:04EnF5C2HvYZfGu64Bng7I,"{'danceability': 0.685, 'energy': 0.827, 'key': 11, 'loudness': -6.045, 'mode': 1, 'speechiness': 0.0546, 'acousticness': 0.0238, 'instrumentalness': 0.0159, 'liveness': 0.328, 'valence': 0.477, 'tempo': 116.085, 'type': 'audio_features', 'id': '04EnF5C2HvYZfGu64Bng7I', 'uri': 'spotify:track:04EnF5C2HvYZfGu64Bng7I', 'track_href': 'https://api.spotify.com/v1/tracks/04EnF5C2HvYZfGu64Bng7I', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04EnF5C2HvYZfGu64Bng7I', 'duration_ms': 214000, 'time_signature': 4}"
3022,spotify:track:00vYs0qZA40Z8AAaN7xmMO,"{'danceability': 0.685, 'energy': 0.594, 'key': 2, 'loudness': -10.906, 'mode': 1, 'speechiness': 0.0289, 'acousticness': 0.294, 'instrumentalness': 3.69e-06, 'liveness': 0.358, 'valence': 0.853, 'tempo': 121.761, 'type': 'audio_features', 'id': '00vYs0qZA40Z8AAaN7xmMO', 'uri': 'spotify:track:00vYs0qZA40Z8AAaN7xmMO', 'track_href': 'https://api.spotify.com/v1/tracks/00vYs0qZA40Z8AAaN7xmMO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/00vYs0qZA40Z8AAaN7xmMO', 'duration_ms': 184160, 'time_signature': 4}"
3023,spotify:track:6eLDMmVI7HF7W56cOrJj00,"{'danceability': 0.633, 'energy': 0.714, 'key': 5, 'loudness': -13.574, 'mode': 1, 'speechiness': 0.0325, 'acousticness': 0.193, 'instrumentalness': 0.000307, 'liveness': 0.296, 'valence': 0.865, 'tempo': 98.149, 'type': 'audio_features', 'id': '6eLDMmVI7HF7W56cOrJj00', 'uri': 'spotify:track:6eLDMmVI7HF7W56cOrJj00', 'track_href': 'https://api.spotify.com/v1/tracks/6eLDMmVI7HF7W56cOrJj00', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6eLDMmVI7HF7W56cOrJj00', 'duration_ms': 239107, 'time_signature': 4}"
3024,spotify:track:5izGeTxueiFX1UPFGohY9w,"{'danceability': 0.702, 'energy': 0.578, 'key': 2, 'loudness': -13.415, 'mode': 1, 'speechiness': 0.031, 'acousticness': 0.382, 'instrumentalness': 5.89e-06, 'liveness': 0.0425, 'valence': 0.975, 'tempo': 111.617, 'type': 'audio_features', 'id': '5izGeTxueiFX1UPFGohY9w', 'uri': 'spotify:track:5izGeTxueiFX1UPFGohY9w', 'track_href': 'https://api.spotify.com/v1/tracks/5izGeTxueiFX1UPFGohY9w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5izGeTxueiFX1UPFGohY9w', 'duration_ms': 363640, 'time_signature': 4}"
3025,spotify:track:6D527hFJzl1vWSzosEbyQk,"{'danceability': 0.34, 'energy': 0.336, 'key': 8, 'loudness': -7.289, 'mode': 1, 'speechiness': 0.0289, 'acousticness': 0.769, 'instrumentalness': 7.82e-05, 'liveness': 0.126, 'valence': 0.0925, 'tempo': 142.676, 'type': 'audio_features', 'id': '6D527hFJzl1vWSzosEbyQk', 'uri': 'spotify:track:6D527hFJzl1vWSzosEbyQk', 'track_href': 'https://api.spotify.com/v1/tracks/6D527hFJzl1vWSzosEbyQk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6D527hFJzl1vWSzosEbyQk', 'duration_ms': 234053, 'time_signature': 4}"
3026,spotify:track:2Di0qFNb7ATroCGB3q0Ka7,"{'danceability': 0.656, 'energy': 0.914, 'key': 4, 'loudness': -7.471, 'mode': 0, 'speechiness': 0.0394, 'acousticness': 0.000943, 'instrumentalness': 0.0628, 'liveness': 0.159, 'valence': 0.576, 'tempo': 113.259, 'type': 'audio_features', 'id': '2Di0qFNb7ATroCGB3q0Ka7', 'uri': 'spotify:track:2Di0qFNb7ATroCGB3q0Ka7', 'track_href': 'https://api.spotify.com/v1/tracks/2Di0qFNb7ATroCGB3q0Ka7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Di0qFNb7ATroCGB3q0Ka7', 'duration_ms': 285907, 'time_signature': 4}"
3027,spotify:track:2Qt6mXHybGb8fitLAA97HT,"{'danceability': 0.545, 'energy': 0.363, 'key': 1, 'loudness': -15.084, 'mode': 0, 'speechiness': 0.0255, 'acousticness': 0.319, 'instrumentalness': 0, 'liveness': 0.105, 'valence': 0.315, 'tempo': 84.578, 'type': 'audio_features', 'id': '2Qt6mXHybGb8fitLAA97HT', 'uri': 'spotify:track:2Qt6mXHybGb8fitLAA97HT', 'track_href': 'https://api.spotify.com/v1/tracks/2Qt6mXHybGb8fitLAA97HT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Qt6mXHybGb8fitLAA97HT', 'duration_ms': 298440, 'time_signature': 4}"
3028,spotify:track:2StkuotzPgX5FpSjMpTvlw,"{'danceability': 0.742, 'energy': 0.94, 'key': 2, 'loudness': -3.485, 'mode': 1, 'speechiness': 0.0756, 'acousticness': 0.0866, 'instrumentalness': 0.0279, 'liveness': 0.319, 'valence': 0.782, 'tempo': 121.747, 'type': 'audio_features', 'id': '2StkuotzPgX5FpSjMpTvlw', 'uri': 'spotify:track:2StkuotzPgX5FpSjMpTvlw', 'track_href': 'https://api.spotify.com/v1/tracks/2StkuotzPgX5FpSjMpTvlw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2StkuotzPgX5FpSjMpTvlw', 'duration_ms': 204427, 'time_signature': 4}"
3029,spotify:track:6yJxCltgtmGxIgKOS6ndnu,"{'danceability': 0.502, 'energy': 0.305, 'key': 9, 'loudness': -16.011, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.484, 'instrumentalness': 3.55e-06, 'liveness': 0.117, 'valence': 0.248, 'tempo': 131.242, 'type': 'audio_features', 'id': '6yJxCltgtmGxIgKOS6ndnu', 'uri': 'spotify:track:6yJxCltgtmGxIgKOS6ndnu', 'track_href': 'https://api.spotify.com/v1/tracks/6yJxCltgtmGxIgKOS6ndnu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6yJxCltgtmGxIgKOS6ndnu', 'duration_ms': 291400, 'time_signature': 4}"
3030,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,"{'danceability': 0.531, 'energy': 0.626, 'key': 0, 'loudness': -13.371, 'mode': 1, 'speechiness': 0.0452, 'acousticness': 0.0606, 'instrumentalness': 0, 'liveness': 0.0767, 'valence': 0.746, 'tempo': 88.236, 'type': 'audio_features', 'id': '0TaT50ZZxT4ytZxuqkE3A9', 'uri': 'spotify:track:0TaT50ZZxT4ytZxuqkE3A9', 'track_href': 'https://api.spotify.com/v1/tracks/0TaT50ZZxT4ytZxuqkE3A9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0TaT50ZZxT4ytZxuqkE3A9', 'duration_ms': 227693, 'time_signature': 4}"
3031,spotify:track:2SFq0UIiBWkBgky0fkrHP0,"{'danceability': 0.846, 'energy': 0.396, 'key': 1, 'loudness': -12.408, 'mode': 1, 'speechiness': 0.0677, 'acousticness': 0.0157, 'instrumentalness': 0.0116, 'liveness': 0.0656, 'valence': 0.841, 'tempo': 114.045, 'type': 'audio_features', 'id': '2SFq0UIiBWkBgky0fkrHP0', 'uri': 'spotify:track:2SFq0UIiBWkBgky0fkrHP0', 'track_href': 'https://api.spotify.com/v1/tracks/2SFq0UIiBWkBgky0fkrHP0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2SFq0UIiBWkBgky0fkrHP0', 'duration_ms': 299493, 'time_signature': 4}"
3032,spotify:track:0WoFs3EdGOx58yX5BtXvOa,"{'danceability': 0.578, 'energy': 0.654, 'key': 1, 'loudness': -12.421, 'mode': 0, 'speechiness': 0.0562, 'acousticness': 0.121, 'instrumentalness': 3.62e-06, 'liveness': 0.0673, 'valence': 0.621, 'tempo': 129.513, 'type': 'audio_features', 'id': '0WoFs3EdGOx58yX5BtXvOa', 'uri': 'spotify:track:0WoFs3EdGOx58yX5BtXvOa', 'track_href': 'https://api.spotify.com/v1/tracks/0WoFs3EdGOx58yX5BtXvOa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0WoFs3EdGOx58yX5BtXvOa', 'duration_ms': 216467, 'time_signature': 4}"
3033,spotify:track:2s6wCS3vDZFPY9NOTlPXJZ,"{'danceability': 0.62, 'energy': 0.807, 'key': 8, 'loudness': -7.753, 'mode': 1, 'speechiness': 0.0548, 'acousticness': 0.471, 'instrumentalness': 0.108, 'liveness': 0.0477, 'valence': 0.579, 'tempo': 118.796, 'type': 'audio_features', 'id': '2s6wCS3vDZFPY9NOTlPXJZ', 'uri': 'spotify:track:2s6wCS3vDZFPY9NOTlPXJZ', 'track_href': 'https://api.spotify.com/v1/tracks/2s6wCS3vDZFPY9NOTlPXJZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2s6wCS3vDZFPY9NOTlPXJZ', 'duration_ms': 353573, 'time_signature': 4}"
3034,spotify:track:5AM6VOkN7ficA2O04f5JG1,"{'danceability': 0.627, 'energy': 0.455, 'key': 0, 'loudness': -16.185, 'mode': 0, 'speechiness': 0.0806, 'acousticness': 0.0475, 'instrumentalness': 0.0543, 'liveness': 0.0432, 'valence': 0.858, 'tempo': 181.498, 'type': 'audio_features', 'id': '5AM6VOkN7ficA2O04f5JG1', 'uri': 'spotify:track:5AM6VOkN7ficA2O04f5JG1', 'track_href': 'https://api.spotify.com/v1/tracks/5AM6VOkN7ficA2O04f5JG1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5AM6VOkN7ficA2O04f5JG1', 'duration_ms': 235507, 'time_signature': 4}"
3035,spotify:track:05oFyvdztPdpwSwpoclD4c,"{'danceability': 0.635, 'energy': 0.684, 'key': 0, 'loudness': -11.687, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.088, 'instrumentalness': 0.156, 'liveness': 0.0755, 'valence': 0.892, 'tempo': 120.269, 'type': 'audio_features', 'id': '05oFyvdztPdpwSwpoclD4c', 'uri': 'spotify:track:05oFyvdztPdpwSwpoclD4c', 'track_href': 'https://api.spotify.com/v1/tracks/05oFyvdztPdpwSwpoclD4c', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/05oFyvdztPdpwSwpoclD4c', 'duration_ms': 268547, 'time_signature': 4}"
3036,spotify:track:095MMFhB9qxPx2VsmvjnUs,"{'danceability': 0.652, 'energy': 0.521, 'key': 2, 'loudness': -6.752, 'mode': 0, 'speechiness': 0.0256, 'acousticness': 0.263, 'instrumentalness': 0.0011, 'liveness': 0.107, 'valence': 0.235, 'tempo': 109.943, 'type': 'audio_features', 'id': '095MMFhB9qxPx2VsmvjnUs', 'uri': 'spotify:track:095MMFhB9qxPx2VsmvjnUs', 'track_href': 'https://api.spotify.com/v1/tracks/095MMFhB9qxPx2VsmvjnUs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/095MMFhB9qxPx2VsmvjnUs', 'duration_ms': 351920, 'time_signature': 4}"
3037,spotify:track:2BOqDYLOJBiMOXShCV1neZ,"{'danceability': 0.681, 'energy': 0.174, 'key': 1, 'loudness': -8.745, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.837, 'instrumentalness': 3.35e-05, 'liveness': 0.0983, 'valence': 0.231, 'tempo': 112.672, 'type': 'audio_features', 'id': '2BOqDYLOJBiMOXShCV1neZ', 'uri': 'spotify:track:2BOqDYLOJBiMOXShCV1neZ', 'track_href': 'https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ', 'duration_ms': 260285, 'time_signature': 4}"
3038,spotify:track:647q0KZHceDZTyLExHU0ue,"{'danceability': 0.785, 'energy': 0.844, 'key': 7, 'loudness': -4.63, 'mode': 0, 'speechiness': 0.0574, 'acousticness': 0.166, 'instrumentalness': 0.002, 'liveness': 0.0681, 'valence': 0.94, 'tempo': 103.968, 'type': 'audio_features', 'id': '647q0KZHceDZTyLExHU0ue', 'uri': 'spotify:track:647q0KZHceDZTyLExHU0ue', 'track_href': 'https://api.spotify.com/v1/tracks/647q0KZHceDZTyLExHU0ue', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/647q0KZHceDZTyLExHU0ue', 'duration_ms': 218827, 'time_signature': 4}"
3039,spotify:track:0GZzK43dJ6uNjOuitlCxDr,"{'danceability': 0.658, 'energy': 0.866, 'key': 6, 'loudness': -6.337, 'mode': 0, 'speechiness': 0.0352, 'acousticness': 0.0504, 'instrumentalness': 0.0201, 'liveness': 0.0394, 'valence': 0.848, 'tempo': 104.898, 'type': 'audio_features', 'id': '0GZzK43dJ6uNjOuitlCxDr', 'uri': 'spotify:track:0GZzK43dJ6uNjOuitlCxDr', 'track_href': 'https://api.spotify.com/v1/tracks/0GZzK43dJ6uNjOuitlCxDr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0GZzK43dJ6uNjOuitlCxDr', 'duration_ms': 227680, 'time_signature': 4}"
