,uri,features
2010,spotify:track:777NOXupZkFdg8zlPMoVqc,"{'danceability': 0.677, 'energy': 0.619, 'key': 9, 'loudness': -7.446, 'mode': 0, 'speechiness': 0.0334, 'acousticness': 0.457, 'instrumentalness': 0.000149, 'liveness': 0.221, 'valence': 0.74, 'tempo': 119.624, 'type': 'audio_features', 'id': '777NOXupZkFdg8zlPMoVqc', 'uri': 'spotify:track:777NOXupZkFdg8zlPMoVqc', 'track_href': 'https://api.spotify.com/v1/tracks/777NOXupZkFdg8zlPMoVqc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/777NOXupZkFdg8zlPMoVqc', 'duration_ms': 269840, 'time_signature': 4}"
2011,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,"{'danceability': 0.485, 'energy': 0.328, 'key': 7, 'loudness': -11.853, 'mode': 1, 'speechiness': 0.0254, 'acousticness': 0.00596, 'instrumentalness': 0.0032, 'liveness': 0.325, 'valence': 0.138, 'tempo': 79.766, 'type': 'audio_features', 'id': '1i5oEx2vFczQ2sCY3c6Kn5', 'uri': 'spotify:track:1i5oEx2vFczQ2sCY3c6Kn5', 'track_href': 'https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5', 'duration_ms': 233133, 'time_signature': 4}"
2012,spotify:track:0AQqrtK1pULuwZUXhwaaDz,"{'danceability': 0.376, 'energy': 0.373, 'key': 7, 'loudness': -9.184, 'mode': 0, 'speechiness': 0.0305, 'acousticness': 0.827, 'instrumentalness': 0.832, 'liveness': 0.15, 'valence': 0.111, 'tempo': 116.074, 'type': 'audio_features', 'id': '0AQqrtK1pULuwZUXhwaaDz', 'uri': 'spotify:track:0AQqrtK1pULuwZUXhwaaDz', 'track_href': 'https://api.spotify.com/v1/tracks/0AQqrtK1pULuwZUXhwaaDz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0AQqrtK1pULuwZUXhwaaDz', 'duration_ms': 430000, 'time_signature': 4}"
2013,spotify:track:1hQFF33xi8ruavZNyovtUN,"{'danceability': 0.737, 'energy': 0.495, 'key': 1, 'loudness': -13.489, 'mode': 1, 'speechiness': 0.027, 'acousticness': 0.0588, 'instrumentalness': 9.12e-06, 'liveness': 0.0542, 'valence': 0.967, 'tempo': 104.409, 'type': 'audio_features', 'id': '1hQFF33xi8ruavZNyovtUN', 'uri': 'spotify:track:1hQFF33xi8ruavZNyovtUN', 'track_href': 'https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN', 'duration_ms': 197147, 'time_signature': 4}"
2014,spotify:track:2cWHN0WK52RGAWHgaDamUA,"{'danceability': 0.435, 'energy': 0.423, 'key': 11, 'loudness': -8.795, 'mode': 1, 'speechiness': 0.024, 'acousticness': 0.0916, 'instrumentalness': 0.000659, 'liveness': 0.132, 'valence': 0.451, 'tempo': 91.137, 'type': 'audio_features', 'id': '2cWHN0WK52RGAWHgaDamUA', 'uri': 'spotify:track:2cWHN0WK52RGAWHgaDamUA', 'track_href': 'https://api.spotify.com/v1/tracks/2cWHN0WK52RGAWHgaDamUA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2cWHN0WK52RGAWHgaDamUA', 'duration_ms': 287091, 'time_signature': 3}"
2015,spotify:track:74DrA5fFoGSy4xgkZarZtP,"{'danceability': 0.266, 'energy': 0.389, 'key': 4, 'loudness': -13.682, 'mode': 1, 'speechiness': 0.0305, 'acousticness': 0.244, 'instrumentalness': 1.42e-06, 'liveness': 0.0688, 'valence': 0.148, 'tempo': 140.243, 'type': 'audio_features', 'id': '74DrA5fFoGSy4xgkZarZtP', 'uri': 'spotify:track:74DrA5fFoGSy4xgkZarZtP', 'track_href': 'https://api.spotify.com/v1/tracks/74DrA5fFoGSy4xgkZarZtP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/74DrA5fFoGSy4xgkZarZtP', 'duration_ms': 256173, 'time_signature': 4}"
2016,spotify:track:0qgsctXeEVnUwgGESn3vW4,"{'danceability': 0.593, 'energy': 0.698, 'key': 0, 'loudness': -9.163, 'mode': 1, 'speechiness': 0.191, 'acousticness': 0.508, 'instrumentalness': 2.23e-05, 'liveness': 0.0796, 'valence': 0.647, 'tempo': 122.139, 'type': 'audio_features', 'id': '0qgsctXeEVnUwgGESn3vW4', 'uri': 'spotify:track:0qgsctXeEVnUwgGESn3vW4', 'track_href': 'https://api.spotify.com/v1/tracks/0qgsctXeEVnUwgGESn3vW4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0qgsctXeEVnUwgGESn3vW4', 'duration_ms': 198200, 'time_signature': 4}"
2017,spotify:track:0bqZnsPz4klg5TuWGcKb34,"{'danceability': 0.71, 'energy': 0.387, 'key': 9, 'loudness': -12.82, 'mode': 1, 'speechiness': 0.0484, 'acousticness': 0.725, 'instrumentalness': 0.00617, 'liveness': 0.113, 'valence': 0.806, 'tempo': 80.557, 'type': 'audio_features', 'id': '0bqZnsPz4klg5TuWGcKb34', 'uri': 'spotify:track:0bqZnsPz4klg5TuWGcKb34', 'track_href': 'https://api.spotify.com/v1/tracks/0bqZnsPz4klg5TuWGcKb34', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0bqZnsPz4klg5TuWGcKb34', 'duration_ms': 200147, 'time_signature': 4}"
2018,spotify:track:2CeoxR14ZbXZ1FVYYV6wkm,"{'danceability': 0.508, 'energy': 0.391, 'key': 6, 'loudness': -15.084, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.326, 'instrumentalness': 1.8e-06, 'liveness': 0.0979, 'valence': 0.423, 'tempo': 92.972, 'type': 'audio_features', 'id': '2CeoxR14ZbXZ1FVYYV6wkm', 'uri': 'spotify:track:2CeoxR14ZbXZ1FVYYV6wkm', 'track_href': 'https://api.spotify.com/v1/tracks/2CeoxR14ZbXZ1FVYYV6wkm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2CeoxR14ZbXZ1FVYYV6wkm', 'duration_ms': 212040, 'time_signature': 4}"
2019,spotify:track:00HnYt4dGTSZJIxywDcs7P,"{'danceability': 0.44, 'energy': 0.655, 'key': 4, 'loudness': -8.424, 'mode': 1, 'speechiness': 0.432, 'acousticness': 0.627, 'instrumentalness': 0, 'liveness': 0.607, 'valence': 0.899, 'tempo': 205.187, 'type': 'audio_features', 'id': '00HnYt4dGTSZJIxywDcs7P', 'uri': 'spotify:track:00HnYt4dGTSZJIxywDcs7P', 'track_href': 'https://api.spotify.com/v1/tracks/00HnYt4dGTSZJIxywDcs7P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/00HnYt4dGTSZJIxywDcs7P', 'duration_ms': 196347, 'time_signature': 4}"
2020,spotify:track:6OWlPonGJzHhBtoNef1y0u,"{'danceability': 0.809, 'energy': 0.501, 'key': 2, 'loudness': -11.157, 'mode': 1, 'speechiness': 0.249, 'acousticness': 0.00212, 'instrumentalness': 2.97e-06, 'liveness': 0.102, 'valence': 0.152, 'tempo': 136.975, 'type': 'audio_features', 'id': '6OWlPonGJzHhBtoNef1y0u', 'uri': 'spotify:track:6OWlPonGJzHhBtoNef1y0u', 'track_href': 'https://api.spotify.com/v1/tracks/6OWlPonGJzHhBtoNef1y0u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6OWlPonGJzHhBtoNef1y0u', 'duration_ms': 154599, 'time_signature': 4}"
2021,spotify:track:1tMyqN7bNCokdg7jWgKPc8,"{'danceability': 0.719, 'energy': 0.79, 'key': 2, 'loudness': -8.002, 'mode': 1, 'speechiness': 0.0521, 'acousticness': 0.0568, 'instrumentalness': 0, 'liveness': 0.0573, 'valence': 0.846, 'tempo': 103.751, 'type': 'audio_features', 'id': '1tMyqN7bNCokdg7jWgKPc8', 'uri': 'spotify:track:1tMyqN7bNCokdg7jWgKPc8', 'track_href': 'https://api.spotify.com/v1/tracks/1tMyqN7bNCokdg7jWgKPc8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1tMyqN7bNCokdg7jWgKPc8', 'duration_ms': 267067, 'time_signature': 4}"
2022,spotify:track:064SVQsmWl5EF0zahmzkQk,"{'danceability': 0.679, 'energy': 0.553, 'key': 3, 'loudness': -14.687, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.0611, 'instrumentalness': 7.16e-06, 'liveness': 0.139, 'valence': 0.946, 'tempo': 109.071, 'type': 'audio_features', 'id': '064SVQsmWl5EF0zahmzkQk', 'uri': 'spotify:track:064SVQsmWl5EF0zahmzkQk', 'track_href': 'https://api.spotify.com/v1/tracks/064SVQsmWl5EF0zahmzkQk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/064SVQsmWl5EF0zahmzkQk', 'duration_ms': 198760, 'time_signature': 4}"
2023,spotify:track:6208B8Utmd2fTqgGMjeNr6,"{'danceability': 0.692, 'energy': 0.653, 'key': 5, 'loudness': -5.715, 'mode': 1, 'speechiness': 0.0392, 'acousticness': 0.49, 'instrumentalness': 0.00656, 'liveness': 0.455, 'valence': 0.901, 'tempo': 148.017, 'type': 'audio_features', 'id': '6208B8Utmd2fTqgGMjeNr6', 'uri': 'spotify:track:6208B8Utmd2fTqgGMjeNr6', 'track_href': 'https://api.spotify.com/v1/tracks/6208B8Utmd2fTqgGMjeNr6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6208B8Utmd2fTqgGMjeNr6', 'duration_ms': 192267, 'time_signature': 4}"
2024,spotify:track:1xsYj84j7hUDDnTTerGWlH,"{'danceability': 0.392, 'energy': 0.476, 'key': 1, 'loudness': -7.583, 'mode': 1, 'speechiness': 0.0249, 'acousticness': 0.397, 'instrumentalness': 0.000163, 'liveness': 0.309, 'valence': 0.234, 'tempo': 78.031, 'type': 'audio_features', 'id': '1xsYj84j7hUDDnTTerGWlH', 'uri': 'spotify:track:1xsYj84j7hUDDnTTerGWlH', 'track_href': 'https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH', 'duration_ms': 267597, 'time_signature': 4}"
2025,spotify:track:3FZB0xezeoc1ddx72eg7iF,"{'danceability': 0.917, 'energy': 0.823, 'key': 7, 'loudness': -8.445, 'mode': 0, 'speechiness': 0.0368, 'acousticness': 0.167, 'instrumentalness': 0.000945, 'liveness': 0.0258, 'valence': 0.969, 'tempo': 132.56, 'type': 'audio_features', 'id': '3FZB0xezeoc1ddx72eg7iF', 'uri': 'spotify:track:3FZB0xezeoc1ddx72eg7iF', 'track_href': 'https://api.spotify.com/v1/tracks/3FZB0xezeoc1ddx72eg7iF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3FZB0xezeoc1ddx72eg7iF', 'duration_ms': 211413, 'time_signature': 4}"
2026,spotify:track:41hirbtJ1ShR5wGZcrnu4p,"{'danceability': 0.628, 'energy': 0.189, 'key': 5, 'loudness': -16.61, 'mode': 1, 'speechiness': 0.0321, 'acousticness': 0.889, 'instrumentalness': 6.47e-06, 'liveness': 0.115, 'valence': 0.609, 'tempo': 100.342, 'type': 'audio_features', 'id': '41hirbtJ1ShR5wGZcrnu4p', 'uri': 'spotify:track:41hirbtJ1ShR5wGZcrnu4p', 'track_href': 'https://api.spotify.com/v1/tracks/41hirbtJ1ShR5wGZcrnu4p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/41hirbtJ1ShR5wGZcrnu4p', 'duration_ms': 167400, 'time_signature': 4}"
2027,spotify:track:3W7sJgfcVgR3ifmFxid141,"{'danceability': 0.582, 'energy': 0.531, 'key': 1, 'loudness': -8.344, 'mode': 1, 'speechiness': 0.0367, 'acousticness': 0.168, 'instrumentalness': 4.23e-05, 'liveness': 0.0609, 'valence': 0.393, 'tempo': 101.131, 'type': 'audio_features', 'id': '3W7sJgfcVgR3ifmFxid141', 'uri': 'spotify:track:3W7sJgfcVgR3ifmFxid141', 'track_href': 'https://api.spotify.com/v1/tracks/3W7sJgfcVgR3ifmFxid141', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3W7sJgfcVgR3ifmFxid141', 'duration_ms': 393561, 'time_signature': 4}"
2028,spotify:track:4JRem7xHp2l0kmUvt9zCKu,"{'danceability': 0.68, 'energy': 0.701, 'key': 6, 'loudness': -10.36, 'mode': 0, 'speechiness': 0.036, 'acousticness': 0.316, 'instrumentalness': 4.72e-06, 'liveness': 0.111, 'valence': 0.933, 'tempo': 108.287, 'type': 'audio_features', 'id': '4JRem7xHp2l0kmUvt9zCKu', 'uri': 'spotify:track:4JRem7xHp2l0kmUvt9zCKu', 'track_href': 'https://api.spotify.com/v1/tracks/4JRem7xHp2l0kmUvt9zCKu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4JRem7xHp2l0kmUvt9zCKu', 'duration_ms': 243280, 'time_signature': 4}"
2029,spotify:track:6BD1X1PeV5UzYUdiVaD2yL,"{'danceability': 0.7, 'energy': 0.726, 'key': 2, 'loudness': -7.717, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.434, 'instrumentalness': 1.1e-06, 'liveness': 0.0963, 'valence': 0.641, 'tempo': 130.109, 'type': 'audio_features', 'id': '6BD1X1PeV5UzYUdiVaD2yL', 'uri': 'spotify:track:6BD1X1PeV5UzYUdiVaD2yL', 'track_href': 'https://api.spotify.com/v1/tracks/6BD1X1PeV5UzYUdiVaD2yL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6BD1X1PeV5UzYUdiVaD2yL', 'duration_ms': 243267, 'time_signature': 4}"
2030,spotify:track:7tFiyTwD0nx5a1eklYtX2J,"{'danceability': 0.392, 'energy': 0.402, 'key': 0, 'loudness': -9.961, 'mode': 0, 'speechiness': 0.0536, 'acousticness': 0.288, 'instrumentalness': 0, 'liveness': 0.243, 'valence': 0.228, 'tempo': 143.883, 'type': 'audio_features', 'id': '7tFiyTwD0nx5a1eklYtX2J', 'uri': 'spotify:track:7tFiyTwD0nx5a1eklYtX2J', 'track_href': 'https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J', 'duration_ms': 354320, 'time_signature': 4}"
2031,spotify:track:53jmJCdP9tiIWS7Gm2t1iz,"{'danceability': 0.758, 'energy': 0.544, 'key': 2, 'loudness': -10.696, 'mode': 1, 'speechiness': 0.0341, 'acousticness': 0.187, 'instrumentalness': 9.98e-05, 'liveness': 0.0627, 'valence': 0.942, 'tempo': 126.642, 'type': 'audio_features', 'id': '53jmJCdP9tiIWS7Gm2t1iz', 'uri': 'spotify:track:53jmJCdP9tiIWS7Gm2t1iz', 'track_href': 'https://api.spotify.com/v1/tracks/53jmJCdP9tiIWS7Gm2t1iz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/53jmJCdP9tiIWS7Gm2t1iz', 'duration_ms': 183533, 'time_signature': 4}"
2032,spotify:track:2pS6zWWQCpO0IVEBIbzJh8,"{'danceability': 0.745, 'energy': 0.373, 'key': 4, 'loudness': -13.002, 'mode': 0, 'speechiness': 0.0325, 'acousticness': 0.412, 'instrumentalness': 8.88e-05, 'liveness': 0.158, 'valence': 0.904, 'tempo': 111.297, 'type': 'audio_features', 'id': '2pS6zWWQCpO0IVEBIbzJh8', 'uri': 'spotify:track:2pS6zWWQCpO0IVEBIbzJh8', 'track_href': 'https://api.spotify.com/v1/tracks/2pS6zWWQCpO0IVEBIbzJh8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2pS6zWWQCpO0IVEBIbzJh8', 'duration_ms': 170893, 'time_signature': 4}"
2033,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,"{'danceability': 0.633, 'energy': 0.621, 'key': 10, 'loudness': -11.494, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.042, 'instrumentalness': 0.0172, 'liveness': 0.186, 'valence': 0.593, 'tempo': 113.325, 'type': 'audio_features', 'id': '2hE5Lm5XOHR4t3xlhIFauP', 'uri': 'spotify:track:2hE5Lm5XOHR4t3xlhIFauP', 'track_href': 'https://api.spotify.com/v1/tracks/2hE5Lm5XOHR4t3xlhIFauP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2hE5Lm5XOHR4t3xlhIFauP', 'duration_ms': 276000, 'time_signature': 3}"
2034,spotify:track:3uiMBldZ07pW0ySHDX5gzE,"{'danceability': 0.742, 'energy': 0.471, 'key': 0, 'loudness': -10.767, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.134, 'instrumentalness': 0.0903, 'liveness': 0.284, 'valence': 0.815, 'tempo': 124.95, 'type': 'audio_features', 'id': '3uiMBldZ07pW0ySHDX5gzE', 'uri': 'spotify:track:3uiMBldZ07pW0ySHDX5gzE', 'track_href': 'https://api.spotify.com/v1/tracks/3uiMBldZ07pW0ySHDX5gzE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3uiMBldZ07pW0ySHDX5gzE', 'duration_ms': 354240, 'time_signature': 4}"
2035,spotify:track:7p69wKs8ghwkMeicZodF7G,"{'danceability': 0.509, 'energy': 0.52, 'key': 1, 'loudness': -15.216, 'mode': 1, 'speechiness': 0.039, 'acousticness': 0.365, 'instrumentalness': 0.016, 'liveness': 0.0587, 'valence': 0.903, 'tempo': 112.304, 'type': 'audio_features', 'id': '7p69wKs8ghwkMeicZodF7G', 'uri': 'spotify:track:7p69wKs8ghwkMeicZodF7G', 'track_href': 'https://api.spotify.com/v1/tracks/7p69wKs8ghwkMeicZodF7G', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7p69wKs8ghwkMeicZodF7G', 'duration_ms': 468867, 'time_signature': 4}"
2036,spotify:track:66wkmlfx3H0Oqg1frvJjhu,"{'danceability': 0.797, 'energy': 0.552, 'key': 7, 'loudness': -14.86, 'mode': 1, 'speechiness': 0.0303, 'acousticness': 0.117, 'instrumentalness': 0.00132, 'liveness': 0.0806, 'valence': 0.967, 'tempo': 104.988, 'type': 'audio_features', 'id': '66wkmlfx3H0Oqg1frvJjhu', 'uri': 'spotify:track:66wkmlfx3H0Oqg1frvJjhu', 'track_href': 'https://api.spotify.com/v1/tracks/66wkmlfx3H0Oqg1frvJjhu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/66wkmlfx3H0Oqg1frvJjhu', 'duration_ms': 172067, 'time_signature': 4}"
2037,spotify:track:4IYoyOVK9oQyJS1QZt5Vyj,"{'danceability': 0.558, 'energy': 0.36, 'key': 5, 'loudness': -11.771, 'mode': 1, 'speechiness': 0.0232, 'acousticness': 0.23, 'instrumentalness': 0.00248, 'liveness': 0.18, 'valence': 0.509, 'tempo': 87.838, 'type': 'audio_features', 'id': '4IYoyOVK9oQyJS1QZt5Vyj', 'uri': 'spotify:track:4IYoyOVK9oQyJS1QZt5Vyj', 'track_href': 'https://api.spotify.com/v1/tracks/4IYoyOVK9oQyJS1QZt5Vyj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4IYoyOVK9oQyJS1QZt5Vyj', 'duration_ms': 233677, 'time_signature': 4}"
2038,spotify:track:31dUwU4AkUROM1j4Rt3FdN,"{'danceability': 0.274, 'energy': 0.553, 'key': 3, 'loudness': -9.345, 'mode': 1, 'speechiness': 0.0505, 'acousticness': 0.612, 'instrumentalness': 0.000171, 'liveness': 0.182, 'valence': 0.252, 'tempo': 136.488, 'type': 'audio_features', 'id': '31dUwU4AkUROM1j4Rt3FdN', 'uri': 'spotify:track:31dUwU4AkUROM1j4Rt3FdN', 'track_href': 'https://api.spotify.com/v1/tracks/31dUwU4AkUROM1j4Rt3FdN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/31dUwU4AkUROM1j4Rt3FdN', 'duration_ms': 231600, 'time_signature': 4}"
2039,spotify:track:1qjrYozGqc7upUgfN776lZ,"{'danceability': 0.592, 'energy': 0.398, 'key': 2, 'loudness': -10.81, 'mode': 0, 'speechiness': 0.0678, 'acousticness': 0.357, 'instrumentalness': 0.000925, 'liveness': 0.119, 'valence': 0.204, 'tempo': 150.038, 'type': 'audio_features', 'id': '1qjrYozGqc7upUgfN776lZ', 'uri': 'spotify:track:1qjrYozGqc7upUgfN776lZ', 'track_href': 'https://api.spotify.com/v1/tracks/1qjrYozGqc7upUgfN776lZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qjrYozGqc7upUgfN776lZ', 'duration_ms': 185293, 'time_signature': 3}"
